channel,product_type,risk_score_decile,cohort,loan_cnt,bad_cnt,bad_rate,amount_mean,amount_sum,score_mean
app,short_term,9,2024-07,9,0,0.0,2331.4444444444443,20983.0,638.6666666666666
app,short_term,9,2024-08,4,0,0.0,2896.5,11586.0,638.25
app,short_term,9,2024-09,6,0,0.0,3338.3333333333335,20030.0,638.3333333333334
app,short_term,9,2024-10,1,0,0.0,3378.0,3378.0,644.0
app,short_term,9,2024-11,7,0,0.0,2389.1428571428573,16724.0,642.8571428571429
app,short_term,9,2024-12,5,0,0.0,3002.2,15011.0,638.2
app,short_term,9,2025-01,3,0,0.0,3099.0,9297.0,641.3333333333334
app,short_term,9,2025-02,6,0,0.0,3335.3333333333335,20012.0,636.1666666666666
app,short_term,9,2025-03,4,0,0.0,2920.25,11681.0,641.5
app,short_term,9,2025-04,2,0,0.0,1653.5,3307.0,640.5
app,short_term,9,2025-05,2,0,0.0,2826.0,5652.0,638.5
app,short_term,9,2025-06,3,0,0.0,2578.6666666666665,7736.0,641.6666666666666
app,short_term,9,2025-07,5,0,0.0,2009.0,10045.0,635.8
app,short_term,9,2025-08,3,0,0.0,3203.3333333333335,9610.0,636.6666666666666
app,short_term,9,2025-09,2,0,0.0,1449.0,2898.0,636.0
app,short_term,10,2024-01,2,0,0.0,4169.5,8339.0,649.0
app,short_term,10,2024-02,3,0,0.0,3020.3333333333335,9061.0,660.6666666666666
app,short_term,10,2024-03,4,0,0.0,2977.75,11911.0,657.5
app,short_term,10,2024-04,4,0,0.0,3934.0,15736.0,657.75
app,short_term,10,2024-05,7,0,0.0,2769.5714285714284,19387.0,664.1428571428571
app,short_term,10,2024-06,7,0,0.0,2803.8571428571427,19627.0,662.8571428571429
app,short_term,10,2024-07,4,0,0.0,3863.5,15454.0,653.0
app,short_term,10,2024-08,2,0,0.0,3562.5,7125.0,659.0
app,short_term,10,2024-09,6,0,0.0,2905.5,17433.0,667.0
app,short_term,10,2024-10,7,0,0.0,2692.1428571428573,18845.0,653.0
app,short_term,10,2024-11,7,0,0.0,2606.4285714285716,18245.0,664.8571428571429
app,short_term,10,2024-12,3,0,0.0,3544.6666666666665,10634.0,654.0
app,short_term,10,2025-01,8,0,0.0,3044.5,24356.0,664.25
app,short_term,10,2025-02,3,0,0.0,1934.3333333333333,5803.0,655.0
app,short_term,10,2025-03,2,0,0.0,3835.0,7670.0,654.0
app,short_term,10,2025-04,3,0,0.0,3337.6666666666665,10013.0,653.3333333333334
app,short_term,10,2025-05,8,0,0.0,3159.5,25276.0,666.25
app,short_term,10,2025-06,6,0,0.0,2458.8333333333335,14753.0,666.1666666666666
app,short_term,10,2025-07,4,0,0.0,1542.25,6169.0,659.25
app,short_term,10,2025-08,4,0,0.0,3671.25,14685.0,666.25
app,short_term,10,2025-09,6,0,0.0,1909.8333333333333,11459.0,662.5
partner,installment,1,2024-01,1,0,0.0,3177.0,3177.0,525.0
partner,installment,1,2024-03,1,0,0.0,2011.0,2011.0,553.0
partner,installment,1,2024-05,1,0,0.0,3611.0,3611.0,551.0
partner,installment,1,2024-07,1,0,0.0,3056.0,3056.0,548.0
partner,installment,1,2024-10,1,0,0.0,3775.0,3775.0,522.0
partner,installment,1,2024-11,1,1,1.0,735.0,735.0,544.0
partner,installment,1,2025-02,2,0,0.0,3561.0,7122.0,533.0
partner,installment,1,2025-04,1,0,0.0,961.0,961.0,561.0
partner,installment,1,2025-05,1,0,0.0,3330.0,3330.0,551.0
partner,installment,1,2025-07,1,0,0.0,2638.0,2638.0,561.0
partner,installment,1,2025-08,1,0,0.0,1711.0,1711.0,545.0
partner,installment,2,2024-03,1,0,0.0,2739.0,2739.0,576.0
partner,installment,2,2024-04,1,0,0.0,1058.0,1058.0,576.0
partner,installment,2,2024-06,1,0,0.0,4942.0,4942.0,576.0
partner,installment,2,2024-07,1,0,0.0,4044.0,4044.0,572.0
partner,installment,2,2024-09,1,0,0.0,3355.0,3355.0,564.0
partner,installment,2,2024-10,1,0,0.0,3953.0,3953.0,562.0
partner,installment,2,2025-02,2,0,0.0,3749.0,7498.0,576.5
partner,installment,2,2025-04,1,0,0.0,3762.0,3762.0,569.0
partner,installment,2,2025-06,1,0,0.0,782.0,782.0,565.0
partner,installment,2,2025-07,1,0,0.0,1697.0,1697.0,576.0
partner,installment,3,2024-11,1,0,0.0,3820.0,3820.0,589.0
partner,installment,3,2024-12,1,0,0.0,1979.0,1979.0,579.0
partner,installment,3,2025-02,1,1,1.0,3842.0,3842.0,580.0
partner,installment,3,2025-03,2,0,0.0,3883.5,7767.0,582.5
partner,installment,3,2025-04,1,0,0.0,2382.0,2382.0,589.0
partner,installment,3,2025-08,2,0,0.0,3839.0,7678.0,582.5
partner,installment,4,2024-03,1,0,0.0,2483.0,2483.0,596.0
partner,installment,4,2024-11,2,1,0.5,3991.0,7982.0,591.5
partner,installment,4,2025-02,1,0,0.0,588.0,588.0,591.0
partner,installment,4,2025-04,2,0,0.0,3240.5,6481.0,595.5
partner,installment,4,2025-05,1,0,0.0,3638.0,3638.0,597.0
partner,installment,4,2025-06,2,0,0.0,3780.0,7560.0,594.0
partner,installment,4,2025-09,1,0,0.0,3006.0,3006.0,594.0
partner,installment,5,2024-03,1,0,0.0,4478.0,4478.0,599.0
partner,installment,5,2024-04,1,0,0.0,4241.0,4241.0,599.0
partner,installment,5,2024-07,1,0,0.0,811.0,811.0,598.0
partner,installment,5,2024-08,2,0,0.0,2121.0,4242.0,604.0
partner,installment,5,2024-11,1,0,0.0,1455.0,1455.0,601.0
partner,installment,5,2025-02,1,0,0.0,3099.0,3099.0,599.0
partner,installment,5,2025-04,1,0,0.0,4131.0,4131.0,599.0
partner,installment,5,2025-05,1,0,0.0,890.0,890.0,604.0
partner,installment,5,2025-08,2,0,0.0,3610.5,7221.0,599.0
partner,installment,5,2025-09,1,0,0.0,1860.0,1860.0,604.0
partner,installment,6,2024-01,1,0,0.0,3606.0,3606.0,610.0
partner,installment,6,2024-02,1,0,0.0,1309.0,1309.0,610.0
partner,installment,6,2024-03,1,0,0.0,2647.0,2647.0,607.0
partner,installment,6,2024-05,1,0,0.0,3469.0,3469.0,607.0
partner,installment,6,2024-07,1,0,0.0,1241.0,1241.0,609.0
partner,installment,6,2024-10,3,0,0.0,3425.6666666666665,10277.0,610.0
partner,installment,6,2024-11,1,0,0.0,3266.0,3266.0,606.0
partner,installment,6,2024-12,1,0,0.0,4765.0,4765.0,608.0
partner,installment,6,2025-03,2,0,0.0,4254.0,8508.0,611.5
partner,installment,6,2025-06,1,0,0.0,1173.0,1173.0,606.0
partner,installment,6,2025-07,1,0,0.0,909.0,909.0,607.0
partner,installment,6,2025-08,1,0,0.0,3149.0,3149.0,609.0
partner,installment,6,2025-09,1,0,0.0,1540.0,1540.0,610.0
partner,installment,7,2024-02,1,0,0.0,3223.0,3223.0,617.0
partner,installment,7,2024-04,1,0,0.0,2405.0,2405.0,621.0
partner,installment,7,2024-05,1,0,0.0,1328.0,1328.0,621.0
partner,installment,7,2024-07,1,0,0.0,620.0,620.0,620.0
partner,installment,7,2024-08,1,0,0.0,3374.0,3374.0,617.0
partner,installment,7,2024-09,2,0,0.0,2091.0,4182.0,619.5
partner,installment,7,2024-11,1,0,0.0,1092.0,1092.0,617.0
partner,installment,7,2025-02,2,0,0.0,904.5,1809.0,618.0
partner,installment,7,2025-03,1,0,0.0,2906.0,2906.0,617.0
partner,installment,7,2025-05,1,0,0.0,2189.0,2189.0,617.0
partner,installment,7,2025-06,1,0,0.0,959.0,959.0,617.0
partner,installment,8,2024-02,1,0,0.0,1585.0,1585.0,625.0
partner,installment,8,2024-05,1,0,0.0,1392.0,1392.0,622.0
partner,installment,8,2024-06,1,0,0.0,2282.0,2282.0,622.0
partner,installment,8,2024-07,1,0,0.0,4509.0,4509.0,631.0
partner,installment,8,2024-08,2,0,0.0,1950.5,3901.0,626.5
partner,installment,8,2024-10,2,0,0.0,4401.0,8802.0,625.5
partner,installment,8,2025-01,2,0,0.0,3302.0,6604.0,629.5
partner,installment,8,2025-05,1,0,0.0,4329.0,4329.0,628.0
partner,installment,8,2025-09,1,0,0.0,3424.0,3424.0,623.0
partner,installment,9,2024-05,1,0,0.0,3126.0,3126.0,639.0
partner,installment,9,2024-09,2,0,0.0,3272.5,6545.0,639.0
partner,installment,9,2024-11,1,0,0.0,2250.0,2250.0,634.0
partner,installment,9,2024-12,1,0,0.0,4922.0,4922.0,635.0
partner,installment,9,2025-07,1,0,0.0,2002.0,2002.0,635.0
partner,installment,10,2024-05,1,0,0.0,702.0,702.0,657.0
partner,installment,10,2024-08,1,0,0.0,3528.0,3528.0,652.0
partner,installment,10,2024-09,3,0,0.0,3238.6666666666665,9716.0,660.3333333333334
partner,installment,10,2024-10,3,0,0.0,3993.6666666666665,11981.0,669.3333333333334
partner,installment,10,2024-11,1,0,0.0,3771.0,3771.0,647.0
partner,installment,10,2025-03,3,0,0.0,3366.0,10098.0,654.3333333333334
partner,installment,10,2025-06,1,0,0.0,3437.0,3437.0,667.0
partner,installment,10,2025-08,2,0,0.0,2298.0,4596.0,679.0
partner,installment,10,2025-09,1,0,0.0,1931.0,1931.0,647.0
partner,short_term,1,2024-02,1,0,0.0,2409.0,2409.0,544.0
partner,short_term,1,2024-05,1,0,0.0,3613.0,3613.0,553.0
partner,short_term,1,2024-12,2,0,0.0,2981.5,5963.0,553.0
partner,short_term,1,2025-03,1,0,0.0,4480.0,4480.0,553.0
partner,short_term,1,2025-04,2,0,0.0,2783.0,5566.0,533.0
partner,short_term,1,2025-06,1,0,0.0,4263.0,4263.0,535.0
partner,short_term,1,2025-07,1,0,0.0,3394.0,3394.0,548.0
partner,short_term,1,2025-09,2,0,0.0,1740.0,3480.0,551.5
partner,short_term,2,2024-02,2,0,0.0,2763.5,5527.0,566.0
partner,short_term,2,2024-04,1,0,0.0,2875.0,2875.0,565.0
partner,short_term,2,2024-08,2,0,0.0,2547.5,5095.0,570.0
partner,short_term,2,2024-10,2,0,0.0,1946.0,3892.0,569.5
partner,short_term,2,2025-02,2,0,0.0,2888.5,5777.0,569.0
partner,short_term,2,2025-03,2,0,0.0,1994.0,3988.0,570.0
partner,short_term,2,2025-05,1,0,0.0,4655.0,4655.0,567.0
partner,short_term,2,2025-06,2,0,0.0,1823.0,3646.0,571.0
partner,short_term,2,2025-07,3,0,0.0,1479.6666666666667,4439.0,574.6666666666666
partner,short_term,2,2025-08,1,0,0.0,3812.0,3812.0,568.0
partner,short_term,2,2025-09,1,0,0.0,1361.0,1361.0,575.0
partner,short_term,3,2024-02,2,0,0.0,3105.0,6210.0,582.5
partner,short_term,3,2024-04,2,0,0.0,2632.5,5265.0,582.5
partner,short_term,3,2024-05,1,0,0.0,1003.0,1003.0,581.0
partner,short_term,3,2024-06,1,0,0.0,567.0,567.0,581.0
partner,short_term,3,2024-08,1,0,0.0,815.0,815.0,588.0
partner,short_term,3,2024-11,1,0,0.0,1065.0,1065.0,584.0
partner,short_term,3,2025-01,2,0,0.0,3728.0,7456.0,582.5
partner,short_term,3,2025-02,2,0,0.0,864.0,1728.0,583.5
partner,short_term,3,2025-04,1,0,0.0,1630.0,1630.0,582.0
partner,short_term,3,2025-07,1,0,0.0,3052.0,3052.0,580.0
partner,short_term,4,2024-05,1,0,0.0,1304.0,1304.0,594.0
partner,short_term,4,2024-06,1,0,0.0,884.0,884.0,596.0
partner,short_term,4,2024-11,1,0,0.0,3614.0,3614.0,591.0
partner,short_term,4,2025-02,2,0,0.0,2142.0,4284.0,591.5
partner,short_term,4,2025-03,1,0,0.0,2007.0,2007.0,590.0
partner,short_term,4,2025-04,1,0,0.0,3593.0,3593.0,591.0
partner,short_term,4,2025-05,3,0,0.0,1606.6666666666667,4820.0,593.3333333333334
partner,short_term,5,2024-02,1,0,0.0,4057.0,4057.0,600.0
partner,short_term,5,2024-04,2,0,0.0,2518.5,5037.0,602.5
partner,short_term,5,2024-05,1,0,0.0,1100.0,1100.0,598.0
partner,short_term,5,2024-06,2,0,0.0,1418.5,2837.0,601.5
partner,short_term,5,2024-07,2,0,0.0,2856.0,5712.0,602.0
partner,short_term,5,2024-08,3,0,0.0,2770.0,8310.0,601.0
partner,short_term,5,2024-09,2,0,0.0,2407.5,4815.0,602.5
partner,short_term,5,2024-10,1,0,0.0,2659.0,2659.0,602.0
partner,short_term,5,2025-01,2,0,0.0,899.0,1798.0,601.0
partner,short_term,5,2025-03,1,0,0.0,3559.0,3559.0,605.0
partner,short_term,5,2025-04,2,0,0.0,2686.0,5372.0,603.0
partner,short_term,5,2025-05,2,0,0.0,3482.5,6965.0,602.0
partner,short_term,5,2025-07,2,0,0.0,2649.5,5299.0,604.5
partner,short_term,5,2025-08,1,0,0.0,3319.0,3319.0,602.0
partner,short_term,6,2024-01,1,0,0.0,1331.0,1331.0,612.0
partner,short_term,6,2024-02,2,0,0.0,1046.0,2092.0,608.0
partner,short_term,6,2024-05,1,0,0.0,3986.0,3986.0,607.0
partner,short_term,6,2024-09,4,0,0.0,2592.5,10370.0,609.25
partner,short_term,6,2024-10,1,0,0.0,4625.0,4625.0,609.0
partner,short_term,6,2024-12,1,0,0.0,1350.0,1350.0,607.0
partner,short_term,6,2025-06,1,0,0.0,2402.0,2402.0,612.0
partner,short_term,6,2025-09,1,0,0.0,1911.0,1911.0,609.0
partner,short_term,7,2024-01,1,0,0.0,1722.0,1722.0,620.0
partner,short_term,7,2024-02,1,0,0.0,4191.0,4191.0,615.0
partner,short_term,7,2024-03,2,0,0.0,3412.5,6825.0,615.5
partner,short_term,7,2024-04,2,0,0.0,2674.0,5348.0,616.5
partner,short_term,7,2024-06,1,0,0.0,1736.0,1736.0,615.0
partner,short_term,7,2024-07,2,0,0.0,2638.0,5276.0,620.5
partner,short_term,7,2024-08,1,0,0.0,3958.0,3958.0,614.0
partner,short_term,7,2024-11,1,0,0.0,2782.0,2782.0,619.0
partner,short_term,7,2025-01,1,0,0.0,2881.0,2881.0,620.0
partner,short_term,7,2025-02,1,0,0.0,3020.0,3020.0,618.0
partner,short_term,7,2025-03,1,0,0.0,3549.0,3549.0,616.0
partner,short_term,7,2025-04,1,0,0.0,3672.0,3672.0,619.0
partner,short_term,7,2025-05,1,0,0.0,1647.0,1647.0,614.0
partner,short_term,7,2025-07,1,0,0.0,2892.0,2892.0,621.0
partner,short_term,7,2025-08,1,0,0.0,3823.0,3823.0,614.0
partner,short_term,7,2025-09,2,0,0.0,1410.5,2821.0,616.5
partner,short_term,8,2024-03,1,0,0.0,1641.0,1641.0,623.0
partner,short_term,8,2024-04,1,0,0.0,1690.0,1690.0,630.0
partner,short_term,8,2024-05,2,0,0.0,3202.5,6405.0,626.0
partner,short_term,8,2024-06,2,0,0.0,1771.5,3543.0,624.5
partner,short_term,8,2024-08,1,0,0.0,4420.0,4420.0,626.0
partner,short_term,8,2024-11,2,0,0.0,3349.5,6699.0,629.0
partner,short_term,8,2024-12,3,0,0.0,3718.0,11154.0,626.6666666666666
partner,short_term,8,2025-01,1,0,0.0,4380.0,4380.0,631.0
partner,short_term,8,2025-02,1,0,0.0,3432.0,3432.0,630.0
partner,short_term,8,2025-05,1,0,0.0,1641.0,1641.0,625.0
partner,short_term,8,2025-06,1,0,0.0,2527.0,2527.0,625.0
partner,short_term,8,2025-08,1,0,0.0,2915.0,2915.0,624.0
partner,short_term,8,2025-09,2,0,0.0,3060.5,6121.0,630.0
partner,short_term,9,2024-02,1,0,0.0,906.0,906.0,644.0
partner,short_term,9,2024-03,2,0,0.0,3041.0,6082.0,632.5
partner,short_term,9,2024-04,1,0,0.0,1361.0,1361.0,636.0
partner,short_term,9,2024-05,2,0,0.0,2555.5,5111.0,640.5
partner,short_term,9,2024-07,2,0,0.0,2837.0,5674.0,643.5
partner,short_term,9,2024-10,1,0,0.0,2848.0,2848.0,635.0
partner,short_term,9,2024-11,1,0,0.0,3127.0,3127.0,645.0
partner,short_term,9,2024-12,2,0,0.0,2828.0,5656.0,636.5
partner,short_term,9,2025-02,1,0,0.0,4615.0,4615.0,634.0
partner,short_term,9,2025-03,1,0,0.0,1334.0,1334.0,637.0
partner,short_term,9,2025-06,2,0,0.0,4503.0,9006.0,639.5
partner,short_term,9,2025-07,1,0,0.0,4166.0,4166.0,632.0
partner,short_term,9,2025-08,1,0,0.0,1231.0,1231.0,644.0
partner,short_term,10,2024-04,1,0,0.0,2174.0,2174.0,649.0
partner,short_term,10,2024-05,2,0,0.0,2680.5,5361.0,650.5
partner,short_term,10,2024-06,2,0,0.0,3492.0,6984.0,666.0
partner,short_term,10,2024-08,1,0,0.0,637.0,637.0,658.0
partner,short_term,10,2024-10,2,0,0.0,2886.5,5773.0,660.5
partner,short_term,10,2024-12,1,0,0.0,4400.0,4400.0,669.0
partner,short_term,10,2025-01,1,0,0.0,953.0,953.0,650.0
partner,short_term,10,2025-02,3,0,0.0,2930.6666666666665,8792.0,649.6666666666666
partner,short_term,10,2025-04,1,0,0.0,1589.0,1589.0,651.0
partner,short_term,10,2025-05,1,0,0.0,4032.0,4032.0,646.0
partner,short_term,10,2025-06,2,0,0.0,3237.0,6474.0,665.0
partner,short_term,10,2025-07,2,0,0.0,1386.5,2773.0,659.5
partner,short_term,10,2025-08,2,0,0.0,3490.5,6981.0,661.5
web,installment,1,2024-01,1,0,0.0,2891.0,2891.0,561.0
web,installment,1,2024-04,4,1,0.25,2240.0,8960.0,534.25
web,installment,1,2024-05,2,0,0.0,865.5,1731.0,546.0
web,installment,1,2024-06,2,0,0.0,2875.5,5751.0,556.5
web,installment,1,2024-08,1,0,0.0,662.0,662.0,558.0
web,installment,1,2024-10,3,0,0.0,3323.6666666666665,9971.0,544.6666666666666
web,installment,1,2024-11,5,0,0.0,3172.2,15861.0,546.4
web,installment,1,2024-12,1,0,0.0,4691.0,4691.0,555.0
web,installment,1,2025-02,4,1,0.25,3078.25,12313.0,525.0
web,installment,1,2025-03,1,0,0.0,3279.0,3279.0,540.0
web,installment,1,2025-05,1,0,0.0,3791.0,3791.0,561.0
web,installment,1,2025-06,1,0,0.0,3691.0,3691.0,543.0
web,installment,1,2025-07,2,0,0.0,2954.5,5909.0,547.5
web,installment,1,2025-08,1,0,0.0,2510.0,2510.0,526.0
web,installment,1,2025-09,2,0,0.0,2351.0,4702.0,530.5
web,installment,2,2024-01,1,0,0.0,3927.0,3927.0,571.0
web,installment,2,2024-02,1,0,0.0,4260.0,4260.0,571.0
web,installment,2,2024-03,1,0,0.0,1485.0,1485.0,568.0
web,installment,2,2024-04,3,0,0.0,1803.3333333333333,5410.0,569.3333333333334
web,installment,2,2024-05,3,0,0.0,1942.0,5826.0,569.6666666666666
web,installment,2,2024-06,3,0,0.0,3145.6666666666665,9437.0,566.6666666666666
web,installment,2,2024-07,1,0,0.0,1174.0,1174.0,573.0
web,installment,2,2024-08,2,0,0.0,1516.5,3033.0,569.0
web,installment,2,2024-12,2,0,0.0,2602.0,5204.0,567.0
web,installment,2,2025-04,1,0,0.0,2933.0,2933.0,573.0
web,installment,2,2025-06,2,0,0.0,3329.5,6659.0,575.5
web,installment,2,2025-07,2,0,0.0,2055.5,4111.0,568.5
web,installment,2,2025-08,2,0,0.0,2250.0,4500.0,565.0
web,installment,3,2024-02,3,0,0.0,2509.0,7527.0,584.6666666666666
web,installment,3,2024-03,2,0,0.0,3675.0,7350.0,586.5
web,installment,3,2024-05,2,0,0.0,4049.0,8098.0,580.0
web,installment,3,2024-06,2,0,0.0,2903.0,5806.0,584.5
web,installment,3,2024-07,3,0,0.0,2124.6666666666665,6374.0,583.0
web,installment,3,2024-08,2,0,0.0,4313.5,8627.0,584.0
web,installment,3,2024-09,3,0,0.0,2662.0,7986.0,586.0
web,installment,3,2024-10,3,0,0.0,3448.3333333333335,10345.0,582.0
web,installment,3,2024-11,1,0,0.0,3769.0,3769.0,583.0
web,installment,3,2024-12,1,0,0.0,3914.0,3914.0,579.0
web,installment,3,2025-01,2,0,0.0,3497.0,6994.0,580.5
web,installment,3,2025-02,3,0,0.0,2274.0,6822.0,588.6666666666666
web,installment,3,2025-03,1,0,0.0,2030.0,2030.0,582.0
web,installment,3,2025-05,1,0,0.0,3585.0,3585.0,587.0
web,installment,3,2025-06,2,0,0.0,3780.0,7560.0,584.5
web,installment,3,2025-07,2,0,0.0,3112.0,6224.0,587.0
web,installment,3,2025-08,1,0,0.0,3484.0,3484.0,586.0
web,installment,4,2024-02,1,0,0.0,2347.0,2347.0,592.0
web,installment,4,2024-03,2,0,0.0,1578.0,3156.0,591.0
web,installment,4,2024-04,1,0,0.0,3583.0,3583.0,591.0
web,installment,4,2024-05,1,0,0.0,933.0,933.0,595.0
web,installment,4,2024-06,4,0,0.0,2825.75,11303.0,593.5
web,installment,4,2024-07,1,0,0.0,4357.0,4357.0,594.0
web,installment,4,2024-08,1,0,0.0,3889.0,3889.0,597.0
web,installment,4,2024-09,2,0,0.0,3716.5,7433.0,596.0
web,installment,4,2024-10,1,0,0.0,3260.0,3260.0,595.0
web,installment,4,2024-11,6,0,0.0,2451.1666666666665,14707.0,592.6666666666666
web,installment,4,2024-12,2,0,0.0,1553.5,3107.0,592.5
web,installment,4,2025-02,3,0,0.0,2250.0,6750.0,593.0
web,installment,4,2025-03,1,0,0.0,3328.0,3328.0,595.0
web,installment,4,2025-04,1,0,0.0,687.0,687.0,596.0
web,installment,4,2025-05,1,0,0.0,835.0,835.0,592.0
web,installment,4,2025-06,3,0,0.0,2125.0,6375.0,593.0
web,installment,4,2025-07,3,0,0.0,2969.0,8907.0,593.6666666666666
web,installment,4,2025-09,1,0,0.0,2685.0,2685.0,595.0
web,installment,5,2024-01,1,0,0.0,1906.0,1906.0,603.0
web,installment,5,2024-02,1,0,0.0,2648.0,2648.0,598.0
web,installment,5,2024-03,1,0,0.0,4947.0,4947.0,598.0
web,installment,5,2024-04,1,0,0.0,1795.0,1795.0,603.0
web,installment,5,2024-05,3,0,0.0,3551.3333333333335,10654.0,602.6666666666666
web,installment,5,2024-07,2,0,0.0,2028.0,4056.0,601.0
web,installment,5,2024-09,1,0,0.0,4516.0,4516.0,599.0
web,installment,5,2024-10,3,0,0.0,3868.3333333333335,11605.0,601.0
web,installment,5,2024-11,1,0,0.0,1358.0,1358.0,604.0
web,installment,5,2024-12,3,0,0.0,3059.3333333333335,9178.0,601.6666666666666
web,installment,5,2025-01,1,0,0.0,4941.0,4941.0,601.0
web,installment,5,2025-02,1,0,0.0,3083.0,3083.0,602.0
web,installment,5,2025-04,1,0,0.0,4402.0,4402.0,605.0
web,installment,5,2025-06,1,0,0.0,666.0,666.0,602.0
web,installment,5,2025-07,2,0,0.0,1383.5,2767.0,601.0
web,installment,5,2025-08,1,0,0.0,2405.0,2405.0,598.0
web,installment,5,2025-09,1,0,0.0,815.0,815.0,604.0
web,installment,6,2024-03,2,0,0.0,4630.0,9260.0,611.0
web,installment,6,2024-04,1,0,0.0,1114.0,1114.0,610.0
web,installment,6,2024-05,2,0,0.0,3279.0,6558.0,607.5
web,installment,6,2024-06,4,0,0.0,3339.0,13356.0,610.5
web,installment,6,2024-07,1,0,0.0,4861.0,4861.0,607.0
web,installment,6,2024-08,1,0,0.0,1818.0,1818.0,612.0
web,installment,6,2024-09,2,0,0.0,1592.0,3184.0,612.0
web,installment,6,2024-10,1,0,0.0,2132.0,2132.0,609.0
web,installment,6,2025-01,1,0,0.0,1523.0,1523.0,607.0
web,installment,6,2025-03,2,0,0.0,4020.0,8040.0,610.0
web,installment,6,2025-04,5,0,0.0,3520.0,17600.0,610.4
web,installment,6,2025-06,1,0,0.0,2228.0,2228.0,608.0
web,installment,6,2025-07,1,0,0.0,2204.0,2204.0,607.0
web,installment,6,2025-08,2,0,0.0,1873.5,3747.0,611.5
web,installment,7,2024-02,1,0,0.0,1412.0,1412.0,619.0
web,installment,7,2024-03,1,0,0.0,731.0,731.0,621.0
web,installment,7,2024-04,2,0,0.0,2728.0,5456.0,616.5
web,installment,7,2024-05,2,0,0.0,2415.0,4830.0,617.0
web,installment,7,2024-06,1,0,0.0,3101.0,3101.0,614.0
web,installment,7,2024-08,2,0,0.0,1939.5,3879.0,616.0
web,installment,7,2024-09,1,0,0.0,3471.0,3471.0,614.0
web,installment,7,2024-10,1,0,0.0,4922.0,4922.0,617.0
web,installment,7,2024-12,4,0,0.0,3174.25,12697.0,619.5
web,installment,7,2025-01,2,0,0.0,3443.0,6886.0,618.0
web,installment,7,2025-04,3,0,0.0,1459.6666666666667,4379.0,618.3333333333334
web,installment,7,2025-05,2,0,0.0,4394.0,8788.0,617.5
web,installment,7,2025-06,1,0,0.0,4215.0,4215.0,619.0
web,installment,7,2025-07,1,0,0.0,4978.0,4978.0,615.0
web,installment,7,2025-08,3,0,0.0,2364.0,7092.0,616.6666666666666
web,installment,7,2025-09,2,0,0.0,2885.0,5770.0,620.5
web,installment,8,2024-02,3,0,0.0,2539.3333333333335,7618.0,627.3333333333334
web,installment,8,2024-05,1,0,0.0,3169.0,3169.0,631.0
web,installment,8,2024-06,2,0,0.0,2891.0,5782.0,626.5
web,installment,8,2024-10,1,0,0.0,4317.0,4317.0,625.0
web,installment,8,2024-12,1,0,0.0,4501.0,4501.0,627.0
web,installment,8,2025-01,1,0,0.0,4259.0,4259.0,625.0
web,installment,8,2025-02,2,0,0.0,1848.0,3696.0,630.0
web,installment,8,2025-03,2,0,0.0,1374.5,2749.0,627.5
web,installment,8,2025-04,2,0,0.0,2856.0,5712.0,625.5
web,installment,8,2025-05,2,0,0.0,2135.5,4271.0,627.5
web,installment,8,2025-06,2,0,0.0,4135.5,8271.0,628.5
web,installment,9,2024-02,1,0,0.0,2042.0,2042.0,637.0
web,installment,9,2024-03,2,0,0.0,3975.5,7951.0,637.5
web,installment,9,2024-05,4,0,0.0,2948.25,11793.0,638.0
web,installment,9,2024-06,1,0,0.0,3408.0,3408.0,637.0
web,installment,9,2024-07,2,0,0.0,3969.0,7938.0,639.0
web,installment,9,2024-08,5,0,0.0,1911.2,9556.0,638.6
web,installment,9,2024-10,3,0,0.0,2617.3333333333335,7852.0,638.3333333333334
web,installment,9,2024-11,2,0,0.0,2759.0,5518.0,632.0
web,installment,9,2024-12,1,0,0.0,2024.0,2024.0,642.0
web,installment,9,2025-01,1,0,0.0,3045.0,3045.0,632.0
web,installment,9,2025-02,3,0,0.0,3195.6666666666665,9587.0,637.0
web,installment,9,2025-03,1,0,0.0,1984.0,1984.0,639.0
web,installment,9,2025-04,2,0,0.0,1560.0,3120.0,633.5
web,installment,9,2025-05,1,0,0.0,1930.0,1930.0,639.0
web,installment,9,2025-08,1,0,0.0,3101.0,3101.0,637.0
web,installment,10,2024-01,1,0,0.0,1104.0,1104.0,656.0
web,installment,10,2024-02,4,0,0.0,2022.0,8088.0,668.75
web,installment,10,2024-03,2,0,0.0,4501.0,9002.0,656.0
web,installment,10,2024-04,1,0,0.0,2479.0,2479.0,660.0
web,installment,10,2024-06,2,0,0.0,2018.5,4037.0,650.0
web,installment,10,2024-07,2,0,0.0,1080.5,2161.0,660.5
web,installment,10,2024-08,4,0,0.0,3233.5,12934.0,651.25
web,installment,10,2024-09,1,0,0.0,2976.0,2976.0,654.0
web,installment,10,2024-10,1,0,0.0,1056.0,1056.0,680.0
web,installment,10,2024-12,1,0,0.0,4456.0,4456.0,674.0
web,installment,10,2025-01,1,0,0.0,1387.0,1387.0,664.0
web,installment,10,2025-02,1,0,0.0,3828.0,3828.0,676.0
web,installment,10,2025-04,2,0,0.0,3557.5,7115.0,667.5
web,installment,10,2025-06,1,0,0.0,4363.0,4363.0,647.0
web,installment,10,2025-08,1,0,0.0,3152.0,3152.0,654.0
web,installment,10,2025-09,1,0,0.0,2928.0,2928.0,661.0
