loan_id,app_id,user_id,disburse_dt,principal,term_days,apr,first_due_dt
770,1772,4814,2024-05-25 15:57:51,1003,7,0.261,2024-06-02 15:57:51
771,1773,299,2025-02-09 10:35:58,4303,30,0.325,2025-02-23 10:35:58
772,1777,3495,2025-06-04 13:24:07,4862,90,0.274,2025-07-03 13:24:07
773,1778,4739,2024-09-07 10:06:39,2775,30,0.202,2024-09-21 10:06:39
774,1779,2419,2025-03-03 18:14:39,2881,120,0.255,2025-04-09 18:14:39
775,1782,2017,2025-08-10 01:21:57,4145,30,0.151,2025-08-24 01:21:57
776,1785,148,2024-03-23 16:49:02,1254,60,0.261,2024-04-14 16:49:02
777,1786,2895,2025-03-02 03:59:29,3400,7,0.298,2025-03-10 03:59:29
778,1787,4841,2025-10-02 20:34:05,2117,7,0.289,2025-10-10 20:34:05
779,1790,2113,2025-12-02 00:11:51,4281,7,0.239,2025-12-10 00:11:51
780,1791,4094,2024-03-22 10:40:29,1749,30,0.18,2024-04-05 10:40:29
781,1793,1515,2024-08-24 11:59:27,3279,7,0.172,2024-09-01 11:59:27
782,1794,3737,2024-02-25 20:38:41,2347,90,0.331,2024-03-25 20:38:41
783,1799,4396,2025-06-25 16:02:46,615,14,0.1,2025-07-05 16:02:46
784,1805,1005,2025-09-27 21:43:43,1639,60,0.252,2025-10-19 21:43:43
785,1806,3396,2024-07-01 20:45:04,3610,120,0.229,2024-08-07 20:45:04
786,1808,1283,2024-09-05 15:12:59,3007,120,0.246,2024-10-12 15:12:59
787,1812,1014,2024-08-19 16:09:33,3410,7,0.262,2024-08-27 16:09:33
788,1815,3242,2024-09-28 06:59:13,1387,21,0.239,2024-10-10 06:59:13
789,1818,3175,2024-04-14 03:35:05,2317,120,0.221,2024-05-21 03:35:05
790,1821,4634,2025-07-28 17:32:29,1697,120,0.19,2025-09-03 17:32:29
791,1826,4115,2025-10-04 17:16:57,3331,60,0.189,2025-10-26 17:16:57
792,1829,3247,2025-02-23 16:45:03,1924,30,0.23,2025-03-09 16:45:03
793,1835,2760,2025-12-13 00:23:18,3134,60,0.267,2026-01-04 00:23:18
794,1836,3469,2025-07-27 19:10:09,2041,7,0.281,2025-08-04 19:10:09
795,1839,325,2024-03-05 23:09:21,2924,90,0.154,2024-04-03 23:09:21
796,1840,1575,2025-08-12 11:21:05,3697,180,0.244,2025-10-03 11:21:05
797,1852,585,2024-09-09 23:20:37,3885,14,0.187,2024-09-19 23:20:37
798,1853,957,2025-07-03 07:46:26,937,7,0.303,2025-07-11 07:46:26
799,1855,4492,2024-03-27 06:04:03,4913,90,0.227,2024-04-25 06:04:03
800,1856,4507,2024-10-14 18:29:46,2789,90,0.303,2024-11-12 18:29:46
801,1857,711,2025-02-03 12:09:40,4735,21,0.293,2025-02-15 12:09:40
802,1860,3473,2025-02-11 18:30:44,4878,90,0.261,2025-03-12 18:30:44
803,1862,3201,2024-12-30 09:43:57,1396,90,0.167,2025-01-28 09:43:57
804,1867,433,2025-02-22 01:09:56,3159,30,0.259,2025-03-08 01:09:56
805,1868,4659,2024-11-25 20:34:51,1288,60,0.284,2024-12-17 20:34:51
806,1869,1866,2024-12-10 02:25:12,782,120,0.167,2025-01-16 02:25:12
807,1871,4964,2024-11-23 03:14:24,2974,120,0.131,2024-12-30 03:14:24
808,1873,1450,2024-06-09 10:54:01,3408,120,0.182,2024-07-16 10:54:01
809,1874,2710,2024-08-09 11:09:12,4298,14,0.224,2024-08-19 11:09:12
810,1876,2238,2024-10-12 19:49:27,3112,60,0.267,2024-11-03 19:49:27
811,1877,2765,2024-07-28 01:52:04,4385,7,0.258,2024-08-05 01:52:04
812,1879,3966,2024-03-09 12:25:39,4846,21,0.184,2024-03-21 12:25:39
813,1881,4319,2025-04-24 18:14:21,995,30,0.16,2025-05-08 18:14:21
814,1884,63,2024-05-15 04:27:44,2003,60,0.36,2024-06-06 04:27:44
815,1885,2081,2024-08-10 05:58:00,4108,7,0.242,2024-08-18 05:58:00
816,1890,3401,2024-12-16 01:11:29,2878,21,0.261,2024-12-28 01:11:29
817,1891,4135,2024-01-27 23:25:42,3000,30,0.312,2024-02-10 23:25:42
818,1892,1740,2025-10-14 01:40:05,1863,120,0.205,2025-11-20 01:40:05
819,1894,4291,2024-05-28 16:33:08,3071,180,0.193,2024-07-19 16:33:08
820,1898,1436,2025-09-30 22:37:01,3453,14,0.22,2025-10-10 22:37:01
821,1900,3517,2025-05-22 06:21:35,2331,21,0.214,2025-06-03 06:21:35
822,1901,3547,2025-02-15 16:48:25,3165,180,0.163,2025-04-08 16:48:25
823,1909,4252,2025-02-18 06:49:23,2179,7,0.274,2025-02-26 06:49:23
824,1911,2895,2024-03-07 17:04:16,3069,90,0.266,2024-04-05 17:04:16
825,1914,2998,2025-01-17 14:05:48,4215,14,0.197,2025-01-27 14:05:48
826,1915,1564,2025-08-13 00:00:41,1739,21,0.288,2025-08-25 00:00:41
827,1916,2173,2025-01-17 14:39:52,2403,21,0.274,2025-01-29 14:39:52
828,1917,2890,2025-08-30 16:25:55,2711,60,0.188,2025-09-21 16:25:55
829,1919,1749,2024-10-24 13:52:58,3775,60,0.174,2024-11-15 13:52:58
830,1923,3461,2025-01-16 22:09:28,3016,120,0.13,2025-02-22 22:09:28
831,1925,4462,2024-08-12 02:08:56,2485,180,0.266,2024-10-03 02:08:56
832,1926,233,2025-07-28 03:39:43,3570,90,0.209,2025-08-26 03:39:43
833,1928,900,2025-07-11 05:04:34,4501,120,0.245,2025-08-17 05:04:34
834,1930,671,2024-05-02 02:32:52,3040,30,0.239,2024-05-16 02:32:52
835,1934,2054,2024-08-22 05:32:40,4388,120,0.241,2024-09-28 05:32:40
836,1938,4222,2024-06-09 20:40:01,1662,21,0.262,2024-06-21 20:40:01
837,1941,2589,2025-08-29 02:12:22,2044,60,0.236,2025-09-20 02:12:22
838,1945,51,2025-01-20 01:34:22,3927,14,0.163,2025-01-30 01:34:22
839,1946,328,2024-10-21 05:35:46,3425,21,0.222,2024-11-02 05:35:46
840,1947,75,2025-04-20 12:55:40,3361,21,0.202,2025-05-02 12:55:40
841,1949,2017,2024-01-30 01:41:16,2891,180,0.291,2024-03-22 01:41:16
842,1951,1779,2024-12-14 22:20:15,4886,7,0.229,2024-12-22 22:20:15
843,1952,1723,2024-11-09 13:47:46,3905,7,0.281,2024-11-17 13:47:46
844,1953,4244,2024-03-17 13:05:52,4795,90,0.144,2024-04-15 13:05:52
845,1958,2675,2024-03-06 07:12:50,1317,120,0.271,2024-04-12 07:12:50
846,1961,3543,2024-02-04 18:17:05,3020,180,0.216,2024-03-27 18:17:05
847,1962,412,2024-03-05 06:45:05,4431,180,0.23,2024-04-26 06:45:05
848,1964,2335,2025-07-27 04:53:46,1792,21,0.186,2025-08-08 04:53:46
849,1965,2362,2024-08-16 13:21:27,973,60,0.256,2024-09-07 13:21:27
850,1968,3960,2024-05-10 13:12:32,870,7,0.222,2024-05-18 13:12:32
851,1970,673,2025-07-23 09:38:02,1499,180,0.327,2025-09-13 09:38:02
852,1975,2667,2024-02-06 10:39:34,1987,7,0.272,2024-02-14 10:39:34
853,1977,2794,2024-09-21 08:48:21,1825,120,0.283,2024-10-28 08:48:21
854,1980,4280,2024-06-07 19:43:13,3763,180,0.28,2024-07-29 19:43:13
855,1985,3999,2024-01-26 09:00:52,4460,21,0.289,2024-02-07 09:00:52
856,1987,1760,2024-05-29 21:36:54,2595,30,0.273,2024-06-12 21:36:54
857,1988,2515,2024-07-15 12:40:11,2427,90,0.298,2024-08-13 12:40:11
858,1991,4952,2024-12-21 19:12:19,1921,14,0.223,2024-12-31 19:12:19
859,1999,2107,2025-10-23 10:49:58,3260,180,0.254,2025-12-14 10:49:58
860,2000,1983,2025-06-04 06:34:30,4363,90,0.155,2025-07-03 06:34:30
861,2005,1754,2024-06-02 09:26:16,4899,21,0.284,2024-06-14 09:26:16
862,2007,1206,2024-11-08 04:24:37,4641,30,0.328,2024-11-22 04:24:37
863,2009,4345,2024-03-02 00:07:06,592,14,0.276,2024-03-12 00:07:06
864,2010,2227,2024-11-23 17:15:43,1691,7,0.256,2024-12-01 17:15:43
865,2012,4962,2024-07-29 16:58:28,2892,14,0.296,2024-08-08 16:58:28
866,2014,809,2025-11-22 07:17:23,3033,21,0.171,2025-12-04 07:17:23
867,2015,82,2025-04-12 04:25:28,2047,90,0.288,2025-05-11 04:25:28
868,2017,997,2025-12-11 20:07:37,1974,30,0.284,2025-12-25 20:07:37
869,2018,1869,2025-09-07 20:53:12,3288,180,0.271,2025-10-29 20:53:12
870,2020,1381,2025-06-10 23:31:46,782,90,0.173,2025-07-09 23:31:46
871,2023,2497,2025-01-15 00:15:21,3358,14,0.29,2025-01-25 00:15:21
872,2024,2304,2024-08-27 19:32:53,807,7,0.31,2024-09-04 19:32:53
873,2031,249,2024-11-10 21:24:59,622,7,0.169,2024-11-18 21:24:59
874,2033,1218,2024-02-04 23:57:21,1793,14,0.201,2024-02-14 23:57:21
875,2035,1255,2024-03-10 21:14:59,2236,7,0.234,2024-03-18 21:14:59
876,2037,134,2025-02-08 05:39:23,4694,14,0.183,2025-02-18 05:39:23
877,2039,2608,2024-02-06 02:24:50,1959,90,0.282,2024-03-06 02:24:50
878,2040,3763,2025-06-28 01:02:46,4613,90,0.245,2025-07-27 01:02:46
879,2045,1550,2025-10-25 06:04:24,4007,120,0.242,2025-12-01 06:04:24
880,2046,1600,2024-10-08 20:30:33,1973,7,0.232,2024-10-16 20:30:33
881,2049,1303,2025-12-11 08:09:51,2338,180,0.191,2026-02-01 08:09:51
882,2051,1102,2025-02-14 12:35:15,1924,14,0.189,2025-02-24 12:35:15
883,2053,1979,2025-08-23 20:34:09,1067,7,0.2,2025-08-31 20:34:09
884,2055,286,2025-08-13 23:07:06,4144,14,0.253,2025-08-23 23:07:06
885,2057,3144,2024-04-08 23:44:19,1058,120,0.202,2024-05-15 23:44:19
886,2058,817,2024-07-16 21:43:42,2827,60,0.265,2024-08-07 21:43:42
887,2061,4567,2025-08-06 18:18:03,4280,21,0.259,2025-08-18 18:18:03
888,2065,4380,2024-05-16 22:19:01,3581,120,0.236,2024-06-22 22:19:01
889,2066,201,2025-03-19 12:50:23,1515,60,0.148,2025-04-10 12:50:23
890,2068,1279,2025-12-09 15:45:34,3394,21,0.274,2025-12-21 15:45:34
891,2069,4204,2025-06-20 15:03:09,700,120,0.264,2025-07-27 15:03:09
892,2070,1843,2025-10-01 03:19:31,3543,60,0.273,2025-10-23 03:19:31
893,2075,1712,2024-10-01 14:24:39,3334,30,0.312,2024-10-15 14:24:39
894,2080,2340,2025-09-22 16:31:11,1001,180,0.256,2025-11-13 16:31:11
895,2082,4408,2024-10-20 15:32:35,4911,60,0.308,2024-11-11 15:32:35
896,2085,2859,2024-08-11 18:17:53,780,21,0.253,2024-08-23 18:17:53
897,2086,4652,2025-06-13 22:33:35,2576,7,0.307,2025-06-21 22:33:35
898,2087,1057,2024-12-24 00:11:40,3943,30,0.197,2025-01-07 00:11:40
899,2091,4057,2024-09-11 19:49:17,1946,7,0.245,2024-09-19 19:49:17
900,2093,4675,2025-10-24 02:12:24,778,90,0.27,2025-11-22 02:12:24
901,2094,712,2024-10-29 00:00:47,3477,60,0.274,2024-11-20 00:00:47
902,2095,3304,2025-10-09 06:53:48,3096,30,0.263,2025-10-23 06:53:48
903,2097,4147,2024-05-10 14:10:25,1492,14,0.23,2024-05-20 14:10:25
904,2099,967,2024-05-06 05:51:49,3126,180,0.269,2024-06-27 05:51:49
905,2100,4785,2024-02-15 09:47:49,2512,90,0.273,2024-03-15 09:47:49
906,2104,2769,2025-05-25 01:14:42,2450,120,0.283,2025-07-01 01:14:42
907,2105,3836,2025-06-18 12:26:06,1541,21,0.243,2025-06-30 12:26:06
908,2107,733,2024-09-07 16:04:36,3950,14,0.219,2024-09-17 16:04:36
909,2109,4130,2025-03-07 22:02:43,3392,14,0.235,2025-03-17 22:02:43
910,2110,2525,2025-03-02 13:27:16,4266,60,0.283,2025-03-24 13:27:16
911,2111,3046,2025-10-25 13:52:56,999,14,0.204,2025-11-04 13:52:56
912,2115,3768,2025-02-10 22:29:58,3365,180,0.218,2025-04-03 22:29:58
913,2116,4195,2025-09-30 16:09:34,1217,30,0.267,2025-10-14 16:09:34
914,2118,1710,2025-12-23 15:03:44,3297,90,0.186,2026-01-21 15:03:44
915,2120,777,2024-03-10 16:40:34,1417,90,0.272,2024-04-08 16:40:34
916,2122,4329,2025-09-02 18:21:20,930,30,0.231,2025-09-16 18:21:20
917,2123,17,2025-08-09 20:48:34,4594,21,0.168,2025-08-21 20:48:34
918,2124,1559,2025-10-18 10:26:15,1268,30,0.217,2025-11-01 10:26:15
919,2126,3625,2024-05-24 16:46:21,580,120,0.266,2024-06-30 16:46:21
920,2128,412,2024-04-10 12:27:35,2834,180,0.274,2024-06-01 12:27:35
921,2131,1121,2025-05-24 05:37:53,3819,180,0.197,2025-07-15 05:37:53
922,2133,2003,2024-10-20 08:41:30,4075,180,0.249,2024-12-11 08:41:30
923,2137,882,2024-12-06 20:29:10,3289,30,0.193,2024-12-20 20:29:10
924,2138,2480,2025-09-04 03:18:54,3068,180,0.197,2025-10-26 03:18:54
925,2140,936,2024-09-11 04:28:39,2614,30,0.194,2024-09-25 04:28:39
926,2141,2692,2025-04-15 04:31:24,3450,60,0.2,2025-05-07 04:31:24
927,2142,4473,2024-10-09 12:35:40,2817,90,0.269,2024-11-07 12:35:40
928,2151,591,2024-10-10 01:12:23,4251,30,0.248,2024-10-24 01:12:23
929,2152,4253,2024-10-23 08:37:20,3088,21,0.286,2024-11-04 08:37:20
930,2153,400,2025-02-17 23:29:07,869,7,0.189,2025-02-25 23:29:07
931,2155,1944,2025-06-08 17:54:56,3473,180,0.304,2025-07-30 17:54:56
932,2157,636,2024-11-28 08:53:45,3898,7,0.146,2024-12-06 08:53:45
933,2158,3294,2025-10-25 19:22:50,3456,90,0.27,2025-11-23 19:22:50
934,2162,3135,2024-06-30 15:09:07,3344,21,0.283,2024-07-12 15:09:07
935,2164,4146,2024-03-20 08:44:05,4947,90,0.36,2024-04-18 08:44:05
936,2165,2744,2024-02-06 20:45:45,3281,14,0.203,2024-02-16 20:45:45
937,2166,198,2024-10-08 23:18:09,2819,180,0.247,2024-11-29 23:18:09
938,2167,797,2024-01-30 04:18:34,810,60,0.158,2024-02-21 04:18:34
939,2168,1266,2025-03-13 10:47:35,1019,30,0.325,2025-03-27 10:47:35
940,2170,3934,2024-07-10 13:58:47,2683,14,0.311,2024-07-20 13:58:47
941,2172,418,2025-10-15 10:18:56,1204,7,0.259,2025-10-23 10:18:56
942,2173,1108,2024-10-18 08:43:44,2353,21,0.233,2024-10-30 08:43:44
943,2176,4357,2024-04-02 05:41:08,1006,60,0.317,2024-04-24 05:41:08
944,2178,4426,2025-03-06 04:57:05,3099,30,0.19,2025-03-20 04:57:05
945,2179,2864,2025-11-23 15:11:03,2846,180,0.256,2026-01-14 15:11:03
946,2180,4339,2025-07-01 05:52:47,2306,60,0.247,2025-07-23 05:52:47
947,2185,698,2025-01-21 11:07:01,2909,7,0.182,2025-01-29 11:07:01
948,2186,2138,2024-06-25 19:29:06,1725,14,0.174,2024-07-05 19:29:06
949,2188,2206,2025-08-22 23:15:25,2032,30,0.238,2025-09-05 23:15:25
950,2190,3551,2024-10-23 23:54:37,1056,180,0.241,2024-12-14 23:54:37
951,2192,680,2025-02-01 00:44:35,4264,180,0.274,2025-03-25 00:44:35
952,2194,2890,2024-03-06 14:16:36,4705,14,0.216,2024-03-16 14:16:36
953,2196,2464,2024-11-22 14:07:19,3303,30,0.204,2024-12-06 14:07:19
954,2197,28,2025-09-20 12:07:02,1779,21,0.292,2025-10-02 12:07:02
955,2198,4156,2024-05-18 21:27:24,3898,120,0.211,2024-06-24 21:27:24
956,2199,2308,2024-02-29 19:15:05,2910,120,0.271,2024-04-06 19:15:05
957,2200,1388,2024-11-06 06:56:33,640,180,0.284,2024-12-28 06:56:33
958,2202,1518,2025-10-26 09:13:49,1802,21,0.159,2025-11-07 09:13:49
959,2204,3104,2025-01-22 09:47:02,509,21,0.234,2025-02-03 09:47:02
960,2206,1760,2024-05-26 08:11:26,1256,14,0.224,2024-06-05 08:11:26
961,2209,1661,2025-06-02 13:18:58,574,90,0.35,2025-07-01 13:18:58
962,2213,1526,2024-08-07 22:26:11,1401,7,0.36,2024-08-15 22:26:11
963,2216,3622,2025-10-11 09:27:18,983,21,0.308,2025-10-23 09:27:18
964,2221,4247,2024-02-26 02:11:16,4260,60,0.165,2024-03-19 02:11:16
965,2227,4212,2024-07-31 03:55:31,3431,14,0.182,2024-08-10 03:55:31
966,2230,3693,2024-05-13 10:07:00,3151,60,0.226,2024-06-04 10:07:00
967,2231,9,2025-11-24 19:58:23,2496,90,0.291,2025-12-23 19:58:23
968,2235,4198,2025-11-07 07:56:15,3178,120,0.236,2025-12-14 07:56:15
969,2236,377,2025-04-10 21:12:48,3426,7,0.284,2025-04-18 21:12:48
970,2238,62,2025-08-13 11:09:41,4292,7,0.308,2025-08-21 11:09:41
971,2241,1715,2025-03-11 18:21:57,4845,30,0.206,2025-03-25 18:21:57
972,2245,3396,2024-09-19 14:38:29,2719,30,0.26,2024-10-03 14:38:29
973,2248,2323,2025-04-13 23:51:53,2119,180,0.286,2025-06-04 23:51:53
974,2250,2600,2025-11-29 04:57:44,2674,30,0.29,2025-12-13 04:57:44
975,2251,2128,2024-08-22 11:52:16,968,90,0.235,2024-09-20 11:52:16
976,2252,3126,2024-06-04 18:37:16,3510,30,0.274,2024-06-18 18:37:16
977,2253,4417,2024-09-07 02:34:01,4570,21,0.298,2024-09-19 02:34:01
978,2259,4644,2025-07-28 15:24:29,3685,21,0.179,2025-08-09 15:24:29
979,2260,2923,2024-12-10 18:24:30,1159,7,0.213,2024-12-18 18:24:30
980,2261,694,2024-04-24 08:57:04,2437,14,0.223,2024-05-04 08:57:04
981,2262,335,2025-08-21 01:39:34,4146,90,0.19,2025-09-19 01:39:34
982,2265,4155,2024-04-12 20:15:13,1552,14,0.217,2024-04-22 20:15:13
983,2268,3765,2025-07-22 15:31:58,1401,14,0.236,2025-08-01 15:31:58
984,2269,2438,2025-06-06 04:55:06,2934,14,0.287,2025-06-16 04:55:06
985,2270,3007,2025-10-23 10:49:59,3037,14,0.209,2025-11-02 10:49:59
986,2271,1526,2025-01-04 07:58:47,2746,7,0.226,2025-01-12 07:58:47
987,2272,2574,2024-06-20 18:13:12,884,14,0.238,2024-06-30 18:13:12
988,2273,4673,2025-04-18 11:49:53,4981,90,0.276,2025-05-17 11:49:53
989,2283,2713,2025-10-07 16:47:26,4785,21,0.28,2025-10-19 16:47:26
990,2284,3546,2025-05-11 01:39:19,1583,60,0.297,2025-06-02 01:39:19
991,2292,424,2025-02-06 16:35:40,3962,60,0.142,2025-02-28 16:35:40
992,2293,3822,2024-04-11 07:46:19,2334,14,0.302,2024-04-21 07:46:19
993,2296,1357,2024-05-15 06:30:53,2933,120,0.169,2024-06-21 06:30:53
994,2302,2784,2024-08-23 15:36:45,2829,7,0.128,2024-08-31 15:36:45
995,2303,4262,2024-05-11 22:04:14,2515,180,0.278,2024-07-02 22:04:14
996,2308,478,2025-11-17 18:12:38,3280,7,0.159,2025-11-25 18:12:38
997,2310,4758,2025-04-09 16:27:18,1923,30,0.24,2025-04-23 16:27:18
998,2312,3454,2025-06-08 12:22:48,4215,60,0.263,2025-06-30 12:22:48
999,2313,1138,2025-10-24 22:21:30,4196,120,0.276,2025-11-30 22:21:30
1000,2314,3586,2024-11-19 10:42:43,852,120,0.187,2024-12-26 10:42:43
1001,2315,1784,2025-08-17 12:23:50,1638,30,0.302,2025-08-31 12:23:50
1002,2316,3811,2024-01-31 02:33:57,1906,120,0.18,2024-03-08 02:33:57
1003,2319,2795,2025-08-27 22:23:06,4716,21,0.222,2025-09-08 22:23:06
1004,2322,4670,2025-11-07 20:08:37,3425,120,0.201,2025-12-14 20:08:37
1005,2325,3449,2025-06-07 06:13:06,2166,14,0.277,2025-06-17 06:13:06
1006,2327,259,2025-05-09 11:53:55,4270,90,0.246,2025-06-07 11:53:55
1007,2335,573,2024-01-27 17:50:58,4263,180,0.321,2024-03-19 17:50:58
1008,2342,4061,2024-10-10 22:41:12,2676,7,0.357,2024-10-18 22:41:12
1009,2346,3709,2024-03-14 17:40:32,3348,90,0.196,2024-04-12 17:40:32
1010,2349,807,2024-12-07 00:58:46,4060,7,0.263,2024-12-15 00:58:46
1011,2354,2410,2025-11-01 00:50:05,1549,180,0.197,2025-12-23 00:50:05
1012,2355,4441,2025-05-23 02:47:47,1641,30,0.225,2025-06-06 02:47:47
1013,2356,1144,2025-03-19 22:56:34,2223,7,0.268,2025-03-27 22:56:34
1014,2358,3087,2025-07-23 20:22:42,4238,90,0.218,2025-08-21 20:22:42
1015,2360,3653,2024-04-28 17:40:49,1675,90,0.207,2024-05-27 17:40:49
1016,2362,310,2024-02-27 10:35:04,4558,60,0.333,2024-03-20 10:35:04
1017,2363,3704,2024-08-16 09:56:55,575,7,0.207,2024-08-24 09:56:55
1018,2367,285,2024-05-21 07:45:22,2540,30,0.268,2024-06-04 07:45:22
1019,2371,1806,2024-09-02 21:26:51,3442,180,0.29,2024-10-24 21:26:51
1020,2372,394,2024-03-19 12:21:49,3818,7,0.232,2024-03-27 12:21:49
1021,2376,127,2024-10-01 19:06:48,2622,90,0.298,2024-10-30 19:06:48
1022,2378,3308,2025-11-14 14:43:54,901,180,0.164,2026-01-05 14:43:54
1023,2379,4013,2025-01-28 19:45:50,1557,21,0.195,2025-02-09 19:45:50
1024,2380,1550,2025-11-14 23:24:48,2239,180,0.347,2026-01-05 23:24:48
1025,2383,1742,2025-04-02 22:03:01,599,14,0.258,2025-04-12 22:03:01
1026,2387,2511,2024-07-23 02:04:54,1020,90,0.178,2024-08-21 02:04:54
1027,2389,2987,2024-04-21 00:19:02,1083,21,0.226,2024-05-03 00:19:02
1028,2390,2950,2024-12-03 21:07:51,1905,90,0.218,2025-01-01 21:07:51
1029,2392,4904,2024-05-23 14:57:23,2901,60,0.29,2024-06-14 14:57:23
1030,2393,519,2024-10-07 14:39:32,1351,30,0.237,2024-10-21 14:39:32
1031,2395,3050,2025-05-06 17:13:30,3968,30,0.297,2025-05-20 17:13:30
1032,2396,3916,2024-02-20 13:53:56,4783,7,0.258,2024-02-28 13:53:56
1033,2397,4108,2025-10-11 04:47:15,1624,14,0.285,2025-10-21 04:47:15
1034,2398,2816,2024-05-06 00:17:59,966,21,0.309,2024-05-18 00:17:59
1035,2399,3012,2024-02-28 18:33:42,2182,90,0.226,2024-03-28 18:33:42
1036,2400,2006,2025-05-25 08:07:26,651,60,0.228,2025-06-16 08:07:26
1037,2401,1797,2025-03-19 04:57:07,3712,180,0.166,2025-05-10 04:57:07
1038,2402,2930,2024-07-29 04:31:03,3374,180,0.139,2024-09-19 04:31:03
1039,2404,3114,2024-07-05 08:57:55,4044,120,0.227,2024-08-11 08:57:55
1040,2405,868,2024-09-17 18:52:45,2976,60,0.257,2024-10-09 18:52:45
1041,2411,1546,2024-06-22 09:11:09,4519,90,0.119,2024-07-21 09:11:09
1042,2412,3075,2025-01-19 13:46:23,2144,21,0.318,2025-01-31 13:46:23
1043,2413,574,2024-04-09 13:51:45,2135,14,0.164,2024-04-19 13:51:45
1044,2415,2348,2025-11-23 06:47:25,3618,60,0.244,2025-12-15 06:47:25
1045,2417,259,2024-02-01 18:07:23,757,60,0.292,2024-02-23 18:07:23
1046,2419,3136,2024-05-24 13:27:43,2106,30,0.233,2024-06-07 13:27:43
1047,2420,1256,2024-06-19 23:36:18,3662,180,0.28,2024-08-10 23:36:18
1048,2422,3248,2025-04-06 00:01:53,1630,21,0.293,2025-04-18 00:01:53
1049,2425,4166,2024-05-30 13:06:49,2303,180,0.204,2024-07-21 13:06:49
1050,2426,1236,2024-06-04 15:45:18,3887,30,0.282,2024-06-18 15:45:18
1051,2427,3368,2025-06-05 07:23:00,950,14,0.228,2025-06-15 07:23:00
1052,2428,4883,2024-07-10 02:52:13,2303,7,0.165,2024-07-18 02:52:13
1053,2430,4965,2024-12-08 05:00:29,3298,180,0.236,2025-01-29 05:00:29
1054,2431,4351,2024-06-06 18:01:57,2678,90,0.261,2024-07-05 18:01:57
1055,2435,4578,2025-05-17 08:45:53,1469,60,0.254,2025-06-08 08:45:53
1056,2441,1642,2025-09-14 07:14:07,715,7,0.179,2025-09-22 07:14:07
1057,2442,4978,2025-07-17 02:23:23,1394,21,0.125,2025-07-29 02:23:23
1058,2448,1606,2025-06-10 08:48:47,3790,30,0.188,2025-06-24 08:48:47
1059,2449,3524,2024-09-04 02:05:27,3703,90,0.287,2024-10-03 02:05:27
1060,2451,4187,2024-07-31 09:47:02,545,90,0.167,2024-08-29 09:47:02
1061,2454,3635,2025-01-27 19:42:10,3008,90,0.221,2025-02-25 19:42:10
1062,2458,2301,2025-01-05 07:59:13,3469,180,0.244,2025-02-26 07:59:13
1063,2461,712,2024-02-24 06:20:51,1624,7,0.289,2024-03-03 06:20:51
1064,2462,4574,2025-11-17 06:26:30,4955,180,0.183,2026-01-08 06:26:30
1065,2464,996,2024-06-02 16:24:07,1227,7,0.212,2024-06-10 16:24:07
1066,2465,4643,2025-05-29 07:04:37,1596,120,0.199,2025-07-05 07:04:37
1067,2466,4132,2025-03-09 04:58:38,2631,21,0.234,2025-03-21 04:58:38
1068,2470,2643,2025-09-22 07:26:39,1497,21,0.259,2025-10-04 07:26:39
1069,2471,3154,2025-03-18 21:19:36,3024,60,0.246,2025-04-09 21:19:36
1070,2472,3167,2025-08-29 21:15:58,2274,7,0.267,2025-09-06 21:15:58
1071,2473,1289,2025-06-04 00:53:26,756,14,0.294,2025-06-14 00:53:26
1072,2474,591,2025-10-05 18:13:15,4966,60,0.244,2025-10-27 18:13:15
1073,2477,3057,2025-03-29 19:45:58,3076,14,0.205,2025-04-08 19:45:58
1074,2478,1558,2025-08-22 11:33:13,4940,180,0.224,2025-10-13 11:33:13
1075,2479,4376,2024-07-04 12:13:20,3056,60,0.219,2024-07-26 12:13:20
1076,2481,63,2024-08-07 22:08:38,2646,90,0.128,2024-09-05 22:08:38
1077,2482,3064,2025-03-21 14:07:29,4325,60,0.145,2025-04-12 14:07:29
1078,2484,831,2025-04-18 06:46:07,2821,21,0.219,2025-04-30 06:46:07
1079,2485,2820,2025-11-28 05:44:25,2792,90,0.173,2025-12-27 05:44:25
1080,2488,1394,2024-04-17 11:32:43,3918,180,0.216,2024-06-08 11:32:43
1081,2492,3087,2024-03-10 14:25:46,4247,120,0.328,2024-04-16 14:25:46
1082,2497,846,2024-05-26 04:45:10,2397,21,0.117,2024-06-07 04:45:10
1083,2501,2443,2024-06-27 14:14:48,881,7,0.232,2024-07-05 14:14:48
1084,2502,3712,2025-10-05 10:12:34,2481,180,0.318,2025-11-26 10:12:34
1085,2507,2102,2024-02-12 18:55:16,3680,90,0.226,2024-03-12 18:55:16
1086,2510,3158,2025-02-17 19:47:47,3385,60,0.202,2025-03-11 19:47:47
1087,2512,2840,2024-11-23 02:46:20,1358,60,0.314,2024-12-15 02:46:20
1088,2519,1402,2024-10-13 02:15:08,3188,180,0.288,2024-12-04 02:15:08
1089,2522,4682,2024-04-06 13:38:46,2011,180,0.182,2024-05-28 13:38:46
1090,2530,2634,2025-06-26 11:14:19,4976,7,0.194,2025-07-04 11:14:19
1091,2532,3831,2025-02-28 01:55:12,1871,180,0.248,2025-04-21 01:55:12
1092,2534,4068,2025-06-06 10:21:54,1991,7,0.214,2025-06-14 10:21:54
1093,2537,4797,2025-11-07 21:19:10,872,90,0.297,2025-12-06 21:19:10
