channel,product_type,requested_amount,requested_term,login_7d,login_30d,night_ratio,device_change_90d,app_install_cnt,sms_cnt_7d,age,gender,city_tier,education,marital_status,residence_years,company_type,monthly_income,phone_age_months,contact_count,emergency_contact_count,device_count,has_credit_card,bureau_score,delinq_12m,credit_utilization,open_accounts,inquiry_3m,device_cnt,brand_nunique,emulator_any,emulator_rate,rooted_any,rooted_rate,device_risk_score_mean,device_risk_score_max,ip_risk_level_mean,ip_risk_level_max,geo_consistent_rate,android_share,apply_hour,apply_dayofweek,y_dpd30_ever
app,installment,4083,120,5,9,0.05,0,77,52,28,F,4,middle,married,7,private,2902.0,92,186,3,1,0,571.0,0,0.32,0,2,1,1,0,0.0,0,0.0,23.0,23.0,1.0,1.0,1.0,1.0,1,5,0
partner,short_term,4057,21,6,35,0.41,0,41,24,20,M,4,college,married,0,private,4364.0,65,159,1,2,0,606.0,1,0.53,2,0,2,2,0,0.0,0,0.0,37.0,45.0,1.0,1.0,1.0,1.0,2,6,0
partner,installment,3606,60,1,16,0.29,0,69,39,24,M,2,graduate,married,3,private,3904.0,60,253,1,1,1,656.0,0,0.37,6,0,1,1,0,0.0,0,0.0,34.0,34.0,5.0,5.0,1.0,0.0,20,2,0
app,installment,3684,90,2,17,0.23,0,73,30,43,M,1,high,single,6,private,4415.0,31,378,3,1,0,771.0,0,0.26,1,0,1,1,0,0.0,0,0.0,51.0,51.0,3.0,3.0,1.0,1.0,17,1,0
app,installment,4431,60,4,19,0.21,0,20,22,39,M,3,college,married,10,state,2293.0,116,370,5,1,0,630.0,0,0.31,4,0,1,1,0,0.0,0,0.0,21.0,21.0,1.0,1.0,1.0,1.0,3,5,0
app,installment,4009,120,6,21,0.25,0,26,31,29,M,2,high,married,2,self_employed,3065.0,67,357,2,3,0,582.0,0,0.17,7,1,3,3,0,0.0,0,0.0,50.0,57.0,2.0,3.0,1.0,1.0,22,3,0
web,installment,4403,60,5,32,0.42,0,33,0,33,F,3,middle,married,5,private,3010.0,66,252,3,1,0,818.0,0,0.43,4,3,1,1,0,0.0,0,0.0,29.0,29.0,4.0,4.0,1.0,1.0,4,0,0
app,short_term,4443,7,7,9,0.26,0,65,51,41,F,4,college,single,0,state,2586.0,36,212,3,2,0,562.0,0,0.07,10,2,2,2,0,0.0,1,0.5,41.5,53.0,2.0,3.0,1.0,1.0,2,1,0
partner,short_term,4400,7,3,7,0.3,0,45,35,38,M,3,high,single,1,self_employed,3183.0,43,335,1,2,0,725.0,0,0.55,9,1,2,2,0,0.0,0,0.0,49.0,55.0,1.5,2.0,1.0,0.5,6,2,0
app,short_term,3675,30,8,30,0.41,0,39,43,18,F,3,college,married,3,private,3802.0,105,105,5,2,1,581.0,0,0.25,4,3,2,2,0,0.0,0,0.0,37.5,63.0,1.5,2.0,0.5,1.0,1,0,0
app,installment,4878,120,3,12,0.13,0,38,6,52,M,3,graduate,divorced,3,private,4351.0,5,301,5,1,0,571.0,0,0.18,2,1,1,1,0,0.0,0,0.0,41.0,41.0,1.0,1.0,1.0,1.0,15,3,0
app,short_term,1408,30,1,26,0.2,0,79,45,37,F,2,college,married,3,state,3767.0,27,298,1,2,0,592.0,0,0.05,4,1,2,2,0,0.0,0,0.0,49.0,79.0,1.5,2.0,1.0,0.5,6,2,0
web,installment,2670,180,4,28,0.12,0,39,43,20,F,4,graduate,married,0,unemployed,2948.0,86,384,1,2,0,622.0,0,0.42,2,1,2,2,0,0.0,0,0.0,26.0,52.0,2.0,2.0,1.0,1.0,22,1,0
app,installment,915,180,4,9,0.46,0,94,29,35,M,3,college,married,1,state,2633.0,94,131,3,2,0,536.0,0,0.15,4,1,2,2,0,0.0,0,0.0,51.5,60.0,2.0,3.0,1.0,0.5,0,2,0
partner,short_term,1003,7,4,20,0.31,0,50,28,26,M,4,high,married,10,private,2466.0,70,303,1,2,0,568.0,0,0.06,9,0,2,2,0,0.0,0,0.0,44.0,71.0,2.0,2.0,1.0,0.5,15,4,0
app,short_term,4303,30,0,7,0.31,0,41,13,26,F,3,high,married,6,state,3846.0,67,235,5,2,0,640.0,0,0.31,6,0,2,2,0,0.0,0,0.0,12.5,25.0,2.0,2.0,1.0,1.0,10,4,0
app,short_term,2775,30,6,8,0.17,0,52,8,37,M,3,college,single,9,private,3013.0,45,454,2,3,0,632.0,0,0.21,2,2,3,2,0,0.0,0,0.0,23.666666666666668,41.0,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,10,4,0
app,installment,2881,120,3,32,0.08,0,89,4,54,M,2,college,single,10,self_employed,5877.0,5,267,5,2,0,572.0,0,0.57,7,0,2,2,0,0.0,0,0.0,44.0,65.0,1.0,1.0,1.0,0.5,18,6,0
app,installment,1254,60,5,17,0.11,0,88,52,44,F,3,middle,married,4,private,3818.0,31,211,1,1,0,513.0,0,0.1,10,2,1,1,0,0.0,0,0.0,11.0,11.0,1.0,1.0,1.0,0.0,16,3,0
app,short_term,3400,7,5,31,0.13,1,34,61,22,M,3,middle,single,4,private,3935.0,29,200,3,3,1,738.0,0,0.2,6,0,3,3,0,0.0,0,0.0,38.666666666666664,61.0,2.6666666666666665,5.0,0.6666666666666666,1.0,3,4,0
app,short_term,1749,30,6,21,0.22,0,61,61,28,M,4,high,married,3,state,3665.0,113,140,4,1,1,686.0,2,0.07,6,0,1,1,0,0.0,0,0.0,57.0,57.0,1.0,1.0,1.0,1.0,10,2,0
app,short_term,3279,7,5,30,0.3,0,52,44,18,F,3,college,married,1,unemployed,3951.0,56,376,3,1,1,618.0,0,0.17,7,2,1,1,0,0.0,0,0.0,32.0,32.0,1.0,1.0,1.0,1.0,11,3,0
web,installment,2347,90,5,14,0.06,0,85,13,51,F,3,middle,single,8,private,6318.0,96,348,3,2,0,596.0,1,0.19,0,3,2,2,0,0.0,0,0.0,49.0,72.0,2.0,2.0,1.0,1.0,20,5,0
app,installment,3610,120,8,18,0.19,0,47,35,25,F,3,graduate,single,0,self_employed,3180.0,115,183,3,3,0,623.0,0,0.29,9,3,3,3,0,0.0,0,0.0,36.666666666666664,80.0,2.0,3.0,1.0,0.3333333333333333,20,5,0
app,installment,3007,120,5,11,0.24,0,66,25,28,F,2,college,single,2,private,5252.0,105,421,3,1,0,711.0,0,0.24,2,4,1,1,0,0.0,0,0.0,1.0,1.0,4.0,4.0,1.0,0.0,15,3,0
web,short_term,3410,7,7,21,0.1,0,63,38,46,M,3,middle,single,4,unemployed,4500.0,69,311,1,1,1,691.0,0,0.35,0,1,1,1,0,0.0,0,0.0,22.0,22.0,1.0,1.0,1.0,0.0,16,4,0
web,short_term,1387,21,4,8,0.37,0,70,39,32,F,2,high,single,9,private,4567.0,111,321,5,1,0,466.0,0,0.19,7,1,1,1,0,0.0,0,0.0,49.0,49.0,1.0,1.0,0.0,1.0,6,4,0
app,installment,2317,120,0,29,0.35,0,31,24,36,F,2,high,single,10,unemployed,3288.0,100,295,3,1,0,550.0,0,0.34,3,5,1,1,0,0.0,0,0.0,68.0,68.0,4.0,4.0,1.0,1.0,3,5,0
app,short_term,1924,30,8,23,0.33,0,72,18,19,M,2,high,married,8,private,4717.0,71,445,4,1,0,529.0,0,0.11,10,3,1,1,0,0.0,0,0.0,28.0,28.0,2.0,2.0,1.0,0.0,16,5,0
app,installment,4107,90,4,8,0.53,0,87,13,39,F,2,middle,married,3,private,1949.0,95,397,3,2,0,698.0,4,0.11,8,0,2,2,0,0.0,0,0.0,35.0,59.0,2.5,3.0,1.0,1.0,23,6,0
web,short_term,3885,14,7,29,0.16,0,61,39,21,M,5,high,married,10,private,2974.0,8,487,5,1,0,611.0,0,0.35,3,1,1,1,0,0.0,0,0.0,24.0,24.0,1.0,1.0,1.0,1.0,23,6,0
app,installment,4913,90,1,12,0.37,0,46,42,51,M,2,graduate,married,0,private,7404.0,119,248,2,2,0,573.0,0,0.44,2,0,2,2,0,0.0,0,0.0,53.5,69.0,2.5,3.0,1.0,1.0,6,1,0
app,installment,2789,90,7,8,0.13,0,55,46,36,M,5,college,married,5,self_employed,4876.0,78,182,2,1,0,502.0,0,0.22,10,0,1,1,0,0.0,0,0.0,70.0,70.0,1.0,1.0,1.0,1.0,18,4,0
app,short_term,4735,21,8,33,0.33,0,33,37,25,F,2,college,married,9,private,4878.0,94,153,1,1,0,745.0,0,0.19,0,1,1,1,0,0.0,0,0.0,40.0,40.0,1.0,1.0,0.0,1.0,12,5,0
app,installment,4878,90,4,41,0.41,0,65,32,41,M,3,high,single,7,state,4455.0,73,410,4,1,0,720.0,0,0.32,4,0,1,1,0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,18,5,0
app,installment,1396,90,2,13,0.03,0,33,29,35,F,2,middle,married,4,private,4136.0,70,342,3,3,0,706.0,0,0.03,0,4,3,3,0,0.0,0,0.0,48.666666666666664,51.0,1.6666666666666667,3.0,0.6666666666666666,0.6666666666666666,9,5,0
app,short_term,3159,30,3,12,0.17,0,30,8,34,M,5,high,married,0,private,3476.0,77,482,3,1,0,598.0,0,0.32,6,2,1,1,0,0.0,0,0.0,62.0,62.0,2.0,2.0,1.0,1.0,1,4,0
app,installment,1288,60,7,28,0.68,0,50,65,19,F,3,college,married,3,private,3518.0,18,187,2,3,0,598.0,0,0.68,8,0,3,3,0,0.0,0,0.0,43.0,68.0,2.3333333333333335,5.0,1.0,1.0,20,4,0
app,installment,782,120,5,22,0.28,0,75,36,39,F,2,middle,single,3,state,4677.0,13,208,5,3,0,646.0,1,0.25,5,0,3,3,1,0.3333333333333333,0,0.0,33.666666666666664,53.0,2.0,3.0,1.0,1.0,2,0,0
app,installment,2974,120,5,31,0.51,0,74,27,29,M,4,college,single,3,self_employed,2903.0,26,71,3,3,0,584.0,0,0.32,5,2,3,2,0,0.0,0,0.0,56.333333333333336,66.0,2.0,3.0,1.0,1.0,3,2,0
web,installment,3408,120,4,16,0.17,0,47,64,25,M,2,high,married,5,private,6313.0,35,401,2,1,1,662.0,0,0.62,5,1,1,1,0,0.0,0,0.0,48.0,48.0,2.0,2.0,1.0,1.0,10,6,0
app,short_term,4927,14,0,21,0.03,0,63,26,34,M,3,graduate,single,3,state,2865.0,61,264,2,2,1,542.0,0,0.49,5,2,2,2,0,0.0,0,0.0,60.0,78.0,1.5,2.0,1.0,0.5,11,1,0
app,installment,4297,60,6,20,0.32,1,63,18,28,F,4,high,single,3,self_employed,2075.0,107,108,5,1,0,525.0,0,0.35,5,0,1,1,0,0.0,0,0.0,42.0,42.0,1.0,1.0,1.0,1.0,19,2,0
web,short_term,4385,7,2,23,0.34,0,72,35,26,M,2,college,divorced,7,self_employed,5780.0,50,61,2,3,1,597.0,0,0.83,0,0,3,3,0,0.0,0,0.0,9.666666666666666,16.0,1.6666666666666667,3.0,1.0,1.0,1,3,0
app,short_term,4846,21,1,38,0.23,1,61,39,28,F,2,college,married,2,self_employed,5000.0,95,111,2,1,0,565.0,0,0.4,8,3,1,1,0,0.0,0,0.0,52.0,52.0,1.0,1.0,1.0,0.0,12,4,0
app,short_term,995,30,9,10,0.34,0,77,27,33,M,4,high,married,6,private,4432.0,68,174,5,2,1,591.0,0,0.43,9,0,2,2,0,0.0,0,0.0,53.0,78.0,1.0,1.0,1.0,1.0,18,1,0
web,installment,2003,60,2,13,0.29,0,59,35,19,M,5,college,married,0,state,4599.0,49,99,5,1,1,733.0,0,0.33,1,1,1,1,0,0.0,0,0.0,32.0,32.0,1.0,1.0,1.0,1.0,4,0,0
app,short_term,4251,7,9,6,0.2,0,65,32,34,M,4,graduate,single,10,self_employed,2739.0,37,259,1,3,0,489.0,0,0.22,7,0,3,3,0,0.0,0,0.0,17.333333333333332,26.0,2.6666666666666665,5.0,1.0,0.6666666666666666,5,4,0
app,short_term,3196,21,3,20,0.11,0,62,12,21,F,4,middle,married,2,self_employed,1919.0,36,65,4,1,1,750.0,0,0.24,3,0,1,1,0,0.0,0,0.0,24.0,24.0,2.0,2.0,1.0,1.0,1,5,0
app,short_term,4911,30,5,22,0.15,0,67,21,37,F,5,college,married,0,unemployed,2000.0,67,381,4,2,1,640.0,0,0.05,3,0,2,1,0,0.0,1,0.5,45.0,51.0,2.0,3.0,1.0,1.0,23,5,0
app,installment,3071,180,4,34,0.3,0,49,47,46,M,4,middle,single,5,private,3576.0,69,450,4,2,1,598.0,0,0.31,7,1,2,2,0,0.0,0,0.0,45.0,54.0,2.0,3.0,1.0,0.5,16,0,0
app,installment,3165,180,9,26,0.43,0,60,26,37,F,2,college,single,8,self_employed,6025.0,88,459,1,3,1,600.0,0,0.29,3,2,3,3,0,0.0,0,0.0,56.0,85.0,1.3333333333333333,2.0,0.6666666666666666,0.3333333333333333,16,2,0
partner,short_term,2179,7,4,15,0.48,0,89,41,25,F,5,high,married,9,private,2710.0,93,310,3,3,0,545.0,0,0.14,6,2,3,3,0,0.0,0,0.0,43.0,54.0,2.3333333333333335,4.0,1.0,0.6666666666666666,6,1,0
app,installment,3069,90,5,12,0.29,0,41,21,22,M,3,middle,single,4,private,3935.0,29,200,3,3,1,738.0,0,0.2,6,0,3,3,0,0.0,0,0.0,38.666666666666664,61.0,2.6666666666666665,5.0,0.6666666666666666,1.0,17,2,0
app,short_term,4215,14,7,4,0.22,0,60,20,31,F,3,middle,married,6,state,3236.0,78,54,4,1,1,562.0,0,0.52,8,0,1,1,0,0.0,1,1.0,72.0,72.0,1.0,1.0,1.0,1.0,14,1,0
app,short_term,2403,21,6,28,0.12,0,72,9,32,M,2,high,single,6,state,2737.0,81,469,1,3,0,629.0,0,0.17,2,0,3,3,0,0.0,0,0.0,43.0,50.0,2.3333333333333335,3.0,0.6666666666666666,1.0,14,2,0
partner,installment,3775,60,6,19,0.32,0,63,13,43,M,1,college,married,6,private,4213.0,51,235,3,2,0,652.0,3,0.28,6,2,2,2,0,0.0,0,0.0,50.5,65.0,3.5,4.0,1.0,0.5,13,1,0
app,installment,3016,120,1,20,0.45,0,76,0,33,F,2,high,married,7,state,7474.0,68,55,3,1,1,663.0,0,0.47,9,0,1,1,0,0.0,0,0.0,75.0,75.0,1.0,1.0,1.0,1.0,22,2,0
app,installment,2485,180,1,22,0.24,0,24,59,26,F,4,middle,single,5,self_employed,4867.0,42,323,2,3,0,514.0,0,0.4,5,0,3,3,0,0.0,1,0.3333333333333333,36.666666666666664,45.0,3.0,4.0,1.0,0.6666666666666666,2,5,0
partner,short_term,3040,30,6,9,0.33,0,52,21,37,M,4,college,single,6,private,4109.0,44,187,4,1,0,709.0,0,0.19,4,0,1,1,0,0.0,0,0.0,59.0,59.0,5.0,5.0,1.0,0.0,2,2,0
app,installment,4388,120,9,27,0.32,0,69,25,36,F,2,college,divorced,0,self_employed,3418.0,110,405,5,3,0,600.0,0,0.15,7,1,3,2,0,0.0,0,0.0,51.333333333333336,65.0,2.0,3.0,1.0,0.6666666666666666,5,2,0
app,short_term,1662,21,0,21,0.59,0,17,0,35,M,3,high,married,7,state,3416.0,82,201,5,2,0,633.0,0,0.07,1,0,2,2,0,0.0,0,0.0,60.0,62.0,1.5,2.0,1.0,1.0,20,3,0
app,short_term,3955,14,5,21,0.36,0,99,23,54,M,3,college,single,9,self_employed,2618.0,29,223,2,3,1,539.0,0,0.26,1,3,3,3,0,0.0,0,0.0,22.0,24.0,1.0,1.0,1.0,1.0,1,5,0
app,short_term,3425,21,4,19,0.47,0,65,36,52,F,3,college,single,8,self_employed,3130.0,29,435,5,3,1,521.0,1,0.31,4,0,3,3,0,0.0,0,0.0,28.0,71.0,1.3333333333333333,2.0,0.6666666666666666,0.3333333333333333,5,4,0
app,short_term,3361,21,1,31,0.56,1,49,24,30,M,2,college,married,3,private,4321.0,54,239,2,2,1,609.0,0,0.5,5,0,2,2,0,0.0,0,0.0,64.0,69.0,2.5,4.0,1.0,0.0,12,4,0
web,installment,2891,180,6,27,0.39,0,70,20,40,F,2,high,married,7,unemployed,6578.0,50,306,2,3,0,512.0,3,0.11,5,1,3,2,0,0.0,0,0.0,50.333333333333336,64.0,1.6666666666666667,3.0,0.6666666666666666,0.3333333333333333,1,6,0
app,short_term,4886,7,7,26,0.11,0,46,13,27,M,3,college,single,1,private,5619.0,62,167,5,3,0,589.0,0,0.26,6,0,3,2,0,0.0,0,0.0,32.666666666666664,40.0,1.0,1.0,1.0,1.0,22,3,0
app,short_term,3905,7,0,35,0.28,0,65,2,22,M,1,high,single,4,unemployed,4991.0,7,263,1,1,1,587.0,2,0.3,1,1,1,1,0,0.0,0,0.0,5.0,5.0,4.0,4.0,1.0,1.0,13,4,0
app,installment,4795,90,3,17,0.21,1,91,36,22,M,3,middle,married,2,private,7005.0,24,314,2,1,0,657.0,0,0.12,4,0,1,1,0,0.0,0,0.0,29.0,29.0,2.0,2.0,1.0,1.0,13,3,0
app,installment,1317,120,5,20,0.18,0,93,23,31,F,3,college,single,5,private,5673.0,66,74,4,2,0,553.0,0,0.36,2,0,2,2,0,0.0,1,0.5,36.5,48.0,1.0,1.0,1.0,1.0,7,2,0
app,installment,3020,180,4,17,0.61,0,55,29,21,M,4,college,married,0,private,3627.0,106,210,2,2,0,554.0,0,0.38,3,1,2,2,0,0.0,0,0.0,34.0,55.0,1.0,1.0,1.0,1.0,18,5,0
app,installment,4431,180,1,36,0.34,0,83,17,24,F,2,high,single,10,state,2996.0,34,404,1,3,1,634.0,0,0.2,1,0,3,2,0,0.0,0,0.0,49.333333333333336,55.0,2.3333333333333335,4.0,1.0,0.3333333333333333,6,6,0
app,installment,973,60,5,26,0.07,1,70,4,36,M,5,college,married,2,self_employed,3584.0,89,481,2,1,1,591.0,0,0.18,0,2,1,1,0,0.0,0,0.0,39.0,39.0,1.0,1.0,1.0,1.0,13,2,0
app,short_term,870,7,0,13,0.46,0,75,34,48,F,4,college,married,1,state,3873.0,65,416,5,3,0,640.0,1,0.39,8,0,3,2,0,0.0,0,0.0,44.666666666666664,57.0,1.6666666666666667,2.0,0.3333333333333333,1.0,13,4,0
app,short_term,1987,7,5,16,0.3,0,123,10,45,M,4,college,married,4,self_employed,2571.0,112,481,2,1,1,695.0,0,0.01,3,0,1,1,0,0.0,0,0.0,64.0,64.0,3.0,3.0,1.0,1.0,10,0,0
app,installment,1825,120,4,13,0.58,0,90,0,25,M,4,graduate,divorced,4,state,2047.0,89,161,2,3,0,578.0,0,0.18,3,0,3,2,0,0.0,1,0.3333333333333333,32.333333333333336,53.0,1.6666666666666667,3.0,1.0,1.0,8,3,0
app,installment,3763,180,7,15,0.29,0,69,38,36,M,4,college,married,8,private,3389.0,99,409,5,3,0,570.0,0,0.26,4,0,3,2,0,0.0,0,0.0,32.0,49.0,1.0,1.0,0.6666666666666666,1.0,19,1,0
app,short_term,4460,21,6,22,0.45,0,34,39,47,M,4,graduate,married,2,self_employed,7087.0,107,341,5,3,0,734.0,0,0.48,5,1,3,2,0,0.0,0,0.0,39.0,47.0,1.0,1.0,1.0,1.0,9,2,0
web,short_term,2595,30,4,33,0.4,0,64,63,53,F,1,high,single,0,self_employed,4962.0,91,108,5,3,1,734.0,0,0.15,3,4,3,2,0,0.0,0,0.0,35.0,68.0,1.0,1.0,1.0,0.3333333333333333,21,2,0
app,installment,2427,90,3,6,0.42,0,75,53,23,F,2,middle,married,4,private,3561.0,55,174,4,2,1,587.0,1,0.41,6,0,2,1,0,0.0,0,0.0,46.0,52.0,1.5,2.0,0.5,0.0,12,4,0
app,short_term,1921,14,2,11,0.2,0,64,57,48,F,4,college,married,1,self_employed,2494.0,7,247,2,2,0,479.0,0,0.3,2,0,2,2,0,0.0,0,0.0,54.0,54.0,1.5,2.0,1.0,1.0,19,3,0
app,short_term,4899,21,6,29,0.25,0,48,32,54,F,5,high,married,8,private,3437.0,26,444,2,1,0,739.0,1,0.34,9,0,1,1,0,0.0,0,0.0,31.0,31.0,1.0,1.0,1.0,0.0,9,5,0
web,short_term,4804,30,5,35,0.07,0,58,45,43,M,4,college,married,4,private,3094.0,58,78,4,3,1,611.0,0,0.28,1,3,3,3,0,0.0,0,0.0,34.0,64.0,1.0,1.0,1.0,1.0,4,1,0
web,short_term,592,14,4,10,0.15,0,61,23,43,F,4,middle,married,5,self_employed,3707.0,97,130,1,1,0,632.0,1,0.34,0,5,1,1,0,0.0,0,0.0,18.0,18.0,1.0,1.0,1.0,1.0,0,4,0
web,short_term,1691,7,6,13,0.3,0,82,23,34,F,3,college,married,4,private,5126.0,106,71,1,1,0,560.0,0,0.13,10,0,1,1,0,0.0,0,0.0,58.0,58.0,2.0,2.0,1.0,1.0,17,5,0
app,short_term,2967,14,8,6,0.38,0,37,32,24,M,3,high,married,1,self_employed,1928.0,69,366,4,3,1,602.0,0,0.3,1,0,3,3,0,0.0,0,0.0,50.333333333333336,64.0,2.3333333333333335,4.0,1.0,1.0,16,6,0
app,installment,2047,90,3,25,0.22,1,60,43,27,F,3,high,divorced,3,unemployed,2881.0,27,196,1,2,1,591.0,1,0.31,9,2,2,2,0,0.0,0,0.0,16.0,31.0,1.0,1.0,1.0,1.0,4,3,0
web,short_term,3358,14,0,23,0.18,0,58,27,46,M,2,high,single,8,private,3807.0,35,58,4,1,0,631.0,0,0.19,5,0,1,1,0,0.0,0,0.0,29.0,29.0,1.0,1.0,1.0,1.0,0,6,0
web,short_term,807,7,11,20,0.35,0,43,52,30,M,2,high,single,5,private,1701.0,100,106,4,2,0,736.0,0,0.35,0,0,2,2,0,0.0,0,0.0,31.0,31.0,1.5,2.0,1.0,0.5,19,1,0
app,short_term,622,7,8,38,0.06,0,50,43,31,M,5,high,married,3,private,4532.0,74,170,1,1,1,614.0,0,0.07,5,0,1,1,0,0.0,0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,21,5,0
app,short_term,1793,14,6,48,0.41,0,51,48,27,M,3,high,single,5,private,4620.0,99,319,3,3,1,635.0,0,0.26,2,4,3,3,0,0.0,1,0.3333333333333333,39.333333333333336,54.0,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,23,5,0
app,short_term,2236,7,2,23,0.08,0,32,23,22,M,2,middle,divorced,7,private,2877.0,48,129,2,3,0,564.0,0,0.4,1,0,3,1,0,0.0,0,0.0,37.666666666666664,42.0,2.3333333333333335,3.0,0.6666666666666666,1.0,21,3,0
app,short_term,4694,14,4,17,0.07,0,49,70,55,M,4,middle,single,1,private,3890.0,53,352,3,1,0,623.0,0,0.15,0,1,1,1,0,0.0,0,0.0,63.0,63.0,1.0,1.0,1.0,0.0,5,3,0
app,installment,1959,90,1,22,0.2,0,93,26,43,F,4,middle,married,6,private,4598.0,73,468,1,2,0,675.0,0,0.29,9,1,2,2,0,0.0,0,0.0,40.5,81.0,1.5,2.0,1.0,1.0,2,5,0
app,short_term,1973,7,8,10,0.36,0,77,43,27,M,2,middle,married,9,state,7831.0,57,448,2,2,0,608.0,0,0.08,3,3,2,2,0,0.0,0,0.0,28.5,34.0,1.0,1.0,1.0,0.5,20,0,0
web,short_term,1924,14,0,17,0.44,0,85,16,47,M,4,college,married,0,private,3010.0,47,193,1,1,0,628.0,0,0.26,8,0,1,1,0,0.0,0,0.0,20.0,20.0,3.0,3.0,1.0,1.0,12,3,0
partner,installment,1058,120,4,16,0.45,0,114,46,19,M,5,college,single,3,unemployed,2755.0,3,351,5,3,0,656.0,1,0.08,4,0,3,3,0,0.0,1,0.3333333333333333,40.666666666666664,48.0,3.0,4.0,0.6666666666666666,0.6666666666666666,23,0,0
app,installment,2827,60,6,9,0.43,0,64,26,51,M,2,college,married,3,private,5914.0,41,121,2,3,1,637.0,0,0.28,0,1,3,3,0,0.0,0,0.0,33.666666666666664,62.0,2.0,3.0,1.0,0.6666666666666666,21,6,0
app,installment,3581,120,8,19,0.15,0,58,8,45,M,4,high,married,7,state,2886.0,19,486,1,3,0,654.0,0,0.48,8,0,3,3,0,0.0,0,0.0,34.333333333333336,53.0,2.3333333333333335,4.0,1.0,1.0,22,0,0
app,installment,1515,60,4,32,0.05,0,69,23,44,M,3,college,married,5,private,2501.0,42,320,4,1,1,628.0,1,0.2,6,3,1,1,0,0.0,0,0.0,45.0,45.0,1.0,1.0,1.0,0.0,12,0,0
app,short_term,3334,30,1,19,0.11,0,52,41,43,F,4,middle,married,3,private,2686.0,41,183,2,2,1,615.0,0,0.09,4,1,2,2,0,0.0,1,0.5,30.5,50.0,1.0,1.0,1.0,1.0,14,0,0
web,installment,4911,60,3,16,0.31,0,62,53,21,M,2,college,married,1,private,4375.0,70,214,5,3,1,658.0,0,0.25,3,2,3,3,0,0.0,0,0.0,38.666666666666664,52.0,1.6666666666666667,2.0,1.0,0.6666666666666666,15,5,0
web,short_term,780,21,5,18,0.25,0,44,53,26,M,4,college,married,2,private,3627.0,51,259,4,3,1,681.0,0,0.29,10,0,3,3,0,0.0,0,0.0,25.666666666666668,46.0,1.3333333333333333,2.0,1.0,0.6666666666666666,18,4,0
web,short_term,3943,30,10,25,0.18,0,64,16,32,F,1,high,single,5,self_employed,3988.0,113,102,4,3,1,547.0,0,0.2,9,3,3,3,0,0.0,0,0.0,30.666666666666668,39.0,1.3333333333333333,2.0,1.0,1.0,0,6,0
app,short_term,1946,7,2,23,0.17,0,24,36,42,F,1,high,married,0,private,2612.0,70,60,2,3,0,644.0,0,0.08,10,0,3,3,0,0.0,0,0.0,46.333333333333336,63.0,2.6666666666666665,3.0,1.0,1.0,19,1,0
web,installment,3477,60,8,20,0.19,0,89,16,46,M,3,college,married,6,self_employed,3849.0,102,293,1,2,1,715.0,0,0.36,0,1,2,2,0,0.0,0,0.0,19.0,28.0,1.0,1.0,1.0,1.0,0,5,0
app,short_term,1492,14,6,18,0.11,0,71,36,29,M,4,high,married,3,self_employed,5427.0,113,494,1,2,0,599.0,0,0.57,3,3,2,1,0,0.0,0,0.0,71.0,86.0,1.0,1.0,1.0,1.0,14,1,0
partner,installment,3126,180,5,17,0.27,0,54,28,36,F,3,college,single,3,private,5212.0,77,300,2,1,1,548.0,0,0.24,7,0,1,1,0,0.0,0,0.0,48.0,48.0,3.0,3.0,1.0,1.0,5,4,0
web,installment,2512,90,3,9,0.1,0,97,54,25,M,4,graduate,single,9,self_employed,3992.0,112,394,1,1,0,639.0,0,0.68,10,3,1,1,0,0.0,0,0.0,32.0,32.0,3.0,3.0,1.0,1.0,9,2,0
app,short_term,3950,14,1,0,0.38,0,79,41,26,F,3,college,married,2,private,4286.0,118,445,1,1,1,595.0,0,0.27,9,1,1,1,0,0.0,1,1.0,33.0,33.0,2.0,2.0,1.0,1.0,16,3,0
app,short_term,3392,14,0,19,0.68,0,11,26,19,M,4,college,married,9,private,4510.0,13,375,2,3,0,492.0,0,0.17,4,4,3,2,0,0.0,0,0.0,42.333333333333336,61.0,1.6666666666666667,3.0,1.0,0.0,22,4,0
app,installment,4266,60,6,15,0.39,0,22,20,34,F,1,college,married,7,state,6414.0,41,248,4,1,1,642.0,1,0.06,8,0,1,1,0,0.0,0,0.0,52.0,52.0,4.0,4.0,1.0,1.0,13,5,0
app,installment,3365,180,7,11,0.28,0,62,50,29,M,5,high,single,4,state,3104.0,49,184,3,1,0,616.0,0,0.5,9,1,1,1,0,0.0,0,0.0,43.0,43.0,3.0,3.0,1.0,0.0,22,5,0
app,installment,1417,90,5,5,0.13,1,40,28,51,M,3,high,married,5,unemployed,2496.0,29,57,2,2,0,601.0,0,0.35,3,1,2,2,0,0.0,0,0.0,37.5,70.0,1.5,2.0,0.5,1.0,16,4,0
web,installment,580,120,0,23,0.03,1,69,17,34,F,2,high,single,2,unemployed,4632.0,105,458,3,1,0,584.0,0,0.49,0,0,1,1,0,0.0,0,0.0,44.0,44.0,4.0,4.0,1.0,1.0,16,3,0
