app_id,user_id,apply_dt,channel,product_type,requested_amount,requested_term,risk_score,decision,approve_dt,approved_amount,approved_term
1189,3940,2025-07-09 05:09:57,app,short_term,4475,7,605,rejected,,0,0
1190,3612,2024-07-06 08:29:51,app,installment,1111,60,484,rejected,,0,0
1191,4795,2024-02-28 18:53:02,partner,short_term,4594,14,579,approved,2024-02-28 18:53:02,4594,14
1192,1306,2025-12-16 21:28:11,app,short_term,4820,7,598,rejected,,0,0
1193,213,2025-11-03 11:06:53,app,short_term,507,7,568,approved,2025-11-03 11:06:53,507,7
1194,2950,2025-07-06 23:23:10,app,short_term,4749,7,585,approved,2025-07-08 23:23:10,4749,7
1195,3934,2024-10-02 23:46:57,web,short_term,4788,30,588,rejected,,0,0
1196,3172,2025-10-02 20:58:02,partner,installment,3362,180,475,rejected,,0,0
1197,4116,2024-12-12 14:59:38,app,short_term,2836,7,607,approved,2024-12-14 14:59:38,2836,7
1198,3713,2024-10-08 04:40:06,app,short_term,1384,30,557,rejected,,0,0
1199,3330,2025-07-03 08:13:11,web,installment,2204,60,607,approved,2025-07-05 08:13:11,2204,60
1200,4920,2025-11-24 08:24:29,partner,short_term,4410,21,587,approved,2025-11-24 08:24:29,4410,21
1201,3819,2025-09-25 23:07:43,app,short_term,3917,30,556,rejected,,0,0
1202,3766,2024-11-24 19:17:45,app,installment,2255,120,602,approved,2024-11-26 19:17:45,2255,120
1203,126,2024-08-01 12:25:17,web,short_term,2267,14,508,rejected,,0,0
1204,7,2024-09-15 09:27:03,app,short_term,2312,14,618,rejected,,0,0
1205,4249,2025-01-14 13:23:51,app,installment,1568,90,563,rejected,,0,0
1206,2241,2024-09-06 16:54:53,web,short_term,1932,14,623,rejected,,0,0
1207,3425,2024-11-30 21:14:15,app,installment,3467,90,615,rejected,,0,0
1208,3625,2025-02-27 04:49:39,web,short_term,781,30,639,rejected,,0,0
1209,3490,2024-03-04 21:29:33,app,installment,1652,90,580,rejected,,0,0
1210,4540,2025-06-30 14:47:58,app,short_term,1226,14,600,approved,2025-07-01 14:47:58,1226,14
1211,146,2025-09-08 07:22:16,web,short_term,702,7,596,approved,2025-09-08 07:22:16,702,7
1212,843,2025-09-07 02:07:29,app,installment,635,60,591,rejected,,0,0
1213,4584,2024-06-14 00:35:14,app,short_term,1685,7,615,approved,2024-06-15 00:35:14,1685,7
1214,482,2025-03-03 13:55:55,app,short_term,1082,7,581,approved,2025-03-05 13:55:55,1082,7
1215,1839,2024-03-26 17:13:30,app,short_term,2965,7,559,approved,2024-03-27 17:13:30,2965,7
1216,1894,2024-07-20 21:09:37,app,short_term,2260,7,647,approved,2024-07-20 21:09:37,2260,7
1217,710,2025-07-28 19:30:11,app,short_term,4337,7,563,rejected,,0,0
1218,3380,2024-02-12 10:32:40,app,short_term,1112,7,570,rejected,,0,0
1219,2040,2025-01-04 15:59:25,partner,short_term,969,30,532,rejected,,0,0
1220,3130,2025-10-12 17:35:08,web,short_term,1048,14,589,approved,2025-10-14 17:35:08,1048,14
1221,3966,2025-07-27 17:13:27,app,installment,1737,180,564,rejected,,0,0
1222,1167,2024-03-12 14:40:35,app,installment,1354,120,643,approved,2024-03-13 14:40:35,1354,120
1223,1336,2025-01-21 12:08:54,app,short_term,4106,21,645,approved,2025-01-22 12:08:54,4106,21
1224,1990,2024-08-06 11:18:41,app,short_term,4004,21,591,rejected,,0,0
1225,4853,2024-02-10 19:55:52,app,short_term,3823,21,537,rejected,,0,0
1226,3518,2024-04-11 14:17:30,app,short_term,1778,21,543,rejected,,0,0
1227,2232,2024-09-09 18:40:18,partner,installment,3830,90,564,rejected,,0,0
1228,2919,2024-11-20 10:10:29,app,short_term,2826,14,624,approved,2024-11-22 10:10:29,2826,14
1229,512,2025-09-14 06:52:56,app,installment,996,120,640,approved,2025-09-16 06:52:56,996,120
1230,3850,2025-11-13 21:23:11,web,short_term,3200,7,572,approved,2025-11-13 21:23:11,3200,7
1231,1162,2025-11-26 06:23:52,app,installment,1318,180,589,rejected,,0,0
1232,570,2025-09-21 08:02:10,app,installment,1750,60,564,approved,2025-09-22 08:02:10,1750,60
1233,3425,2024-05-07 04:13:45,app,short_term,4574,7,590,approved,2024-05-07 04:13:45,4574,7
1234,4932,2024-12-17 15:41:20,app,installment,3338,90,592,rejected,,0,0
1235,4079,2024-08-09 10:22:24,web,installment,1669,90,615,approved,2024-08-09 10:22:24,1669,90
1236,2946,2025-07-09 12:50:30,app,installment,652,90,612,rejected,,0,0
1237,2910,2024-06-13 16:38:38,app,installment,1019,60,569,approved,2024-06-15 16:38:38,1019,60
1238,2,2024-06-29 16:43:16,app,short_term,3473,14,565,approved,2024-06-29 16:43:16,3315,14
1239,3078,2024-10-13 14:38:41,web,installment,4743,180,605,approved,2024-10-15 14:38:41,4743,180
1240,3584,2025-10-06 05:57:04,app,short_term,2927,14,536,rejected,,0,0
1241,2123,2025-11-26 06:25:59,app,short_term,793,7,572,rejected,,0,0
1242,277,2024-04-15 07:39:25,web,short_term,4858,30,580,approved,2024-04-17 07:39:25,4858,30
1243,4526,2024-02-04 13:56:48,app,short_term,4114,30,564,rejected,,0,0
1244,996,2025-04-30 18:01:12,partner,short_term,3615,7,605,approved,2025-04-30 18:01:12,3615,7
1245,4340,2024-06-20 00:12:43,app,short_term,1755,7,592,rejected,,0,0
1246,3211,2024-02-22 09:10:45,web,installment,947,180,598,rejected,,0,0
1247,2996,2025-02-16 18:42:28,partner,installment,4900,60,576,approved,2025-02-17 18:42:28,4900,60
1248,1601,2024-11-08 00:46:34,web,installment,3769,60,583,approved,2024-11-10 00:46:34,3769,60
1249,1709,2025-09-10 13:49:37,app,short_term,4261,7,585,rejected,,0,0
1250,4286,2024-07-26 21:34:42,app,short_term,4482,14,648,approved,2024-07-28 21:34:42,4482,14
1251,4726,2025-08-04 08:44:21,web,short_term,3422,21,587,approved,2025-08-04 08:44:21,3422,21
1252,4441,2025-04-23 16:24:45,partner,short_term,3672,21,619,approved,2025-04-23 16:24:45,3672,21
1253,3698,2024-02-19 15:12:44,app,short_term,645,14,571,rejected,,0,0
1254,3459,2025-12-14 19:50:50,app,installment,3808,180,487,rejected,,0,0
1255,3825,2024-10-12 10:36:07,web,short_term,1804,7,614,approved,2024-10-13 10:36:07,1804,7
1256,4547,2024-09-28 10:09:18,app,short_term,1371,14,601,approved,2024-09-29 10:09:18,1371,14
1257,1571,2024-06-23 07:41:07,web,short_term,4645,7,600,approved,2024-06-24 07:41:07,4558,7
1258,234,2025-10-21 08:13:33,app,short_term,2385,21,584,approved,2025-10-23 08:13:33,2385,21
1259,2231,2025-10-12 07:19:07,app,short_term,1801,21,535,rejected,,0,0
1260,2055,2025-03-25 04:53:33,app,short_term,4223,21,591,rejected,,0,0
1261,2892,2025-05-28 17:02:26,partner,short_term,1737,30,591,approved,2025-05-30 17:02:26,1737,30
1262,2428,2025-09-28 07:04:59,app,short_term,3947,14,537,rejected,,0,0
1263,3476,2024-12-07 00:33:22,web,short_term,1434,21,599,approved,2024-12-07 00:33:22,1434,21
1264,1673,2024-10-07 03:31:31,app,short_term,919,7,535,approved,2024-10-09 03:31:31,919,7
1265,3672,2024-09-18 01:23:32,app,short_term,2996,14,626,approved,2024-09-18 01:23:32,2996,14
1266,1477,2025-01-17 14:10:22,partner,installment,4417,180,628,approved,2025-01-19 14:10:22,4417,180
1267,2062,2025-04-30 06:56:55,app,installment,2157,120,564,rejected,,0,0
1268,1357,2024-03-18 20:24:08,web,installment,1846,120,619,rejected,,0,0
1269,2210,2024-07-23 09:30:21,web,short_term,3693,21,575,approved,2024-07-25 09:30:21,3693,21
1270,2967,2024-06-29 21:22:56,app,short_term,2534,21,548,rejected,,0,0
1271,2429,2024-02-25 07:50:27,app,short_term,577,14,643,approved,2024-02-26 07:50:27,577,14
1272,2325,2024-04-07 00:44:35,app,installment,713,90,645,rejected,,0,0
1273,2876,2024-10-26 15:06:53,app,installment,2499,90,544,approved,2024-10-27 15:06:53,2499,90
1274,4010,2025-02-16 21:09:12,app,installment,3103,60,614,approved,2025-02-17 21:09:12,3103,60
1275,717,2025-05-03 14:37:37,app,short_term,2965,30,680,approved,2025-05-05 14:37:37,2965,30
1276,2347,2024-06-29 21:26:13,app,installment,3593,60,580,approved,2024-07-01 21:26:13,3593,60
1277,288,2025-04-21 05:19:09,app,installment,2239,120,625,rejected,,0,0
1278,780,2025-09-01 20:04:39,app,short_term,2164,30,603,approved,2025-09-01 20:04:39,2164,30
1279,4951,2025-04-11 20:04:59,web,short_term,2994,21,549,rejected,,0,0
1280,3754,2025-01-24 23:47:44,app,short_term,3945,30,624,rejected,,0,0
1281,4210,2024-08-13 01:55:23,app,installment,1547,120,647,rejected,,0,0
1282,339,2024-10-19 16:12:08,app,short_term,3695,30,588,approved,2024-10-21 16:12:08,3695,30
1283,2125,2024-10-23 11:36:24,app,short_term,2900,30,525,rejected,,0,0
1284,2454,2024-03-02 03:56:53,app,installment,1274,60,572,approved,2024-03-03 03:56:53,1274,60
1285,3722,2025-11-24 21:53:59,web,short_term,4953,7,560,approved,2025-11-25 21:53:59,3290,7
1286,1333,2024-12-12 04:26:49,app,short_term,781,30,589,rejected,,0,0
1287,286,2024-08-23 10:51:45,app,short_term,2949,30,664,approved,2024-08-25 10:51:45,2949,30
1288,3174,2024-11-28 13:39:23,partner,installment,1672,180,545,rejected,,0,0
1289,1340,2024-06-28 20:32:44,app,short_term,1348,30,532,rejected,,0,0
1290,2900,2024-04-09 11:47:16,web,short_term,1683,21,547,approved,2024-04-10 11:47:16,1683,21
1291,4665,2024-10-29 00:22:55,partner,short_term,2326,7,581,rejected,,0,0
1292,1437,2025-09-23 18:48:42,app,installment,534,60,643,approved,2025-09-25 18:48:42,534,60
1293,4867,2024-04-28 06:45:08,app,installment,2147,90,612,approved,2024-04-28 06:45:08,2147,90
1294,3782,2024-03-28 07:50:53,app,short_term,4076,14,615,approved,2024-03-30 07:50:53,4076,14
1295,620,2025-04-22 13:15:53,partner,short_term,1589,30,651,approved,2025-04-23 13:15:53,1589,30
1296,1571,2024-05-11 20:14:21,web,short_term,3251,14,631,rejected,,0,0
1297,4449,2024-10-07 09:34:49,app,short_term,564,7,622,approved,2024-10-08 09:34:49,564,7
1298,3550,2024-11-13 22:20:01,app,installment,982,120,599,approved,2024-11-13 22:20:01,982,120
1299,2603,2024-10-05 20:05:08,app,short_term,2392,21,530,rejected,,0,0
1300,418,2025-09-26 22:29:13,app,short_term,3368,21,653,approved,2025-09-28 22:29:13,3368,21
1301,2865,2024-01-29 14:50:54,app,short_term,1029,14,481,rejected,,0,0
1302,4127,2024-05-22 01:08:18,app,short_term,2846,14,600,approved,2024-05-23 01:08:18,2846,14
1303,3364,2024-04-19 18:38:04,app,short_term,4276,21,619,approved,2024-04-19 18:38:04,4276,21
1304,4569,2025-04-22 21:14:38,app,installment,1658,60,601,approved,2025-04-22 21:14:38,1658,60
1305,592,2024-11-09 11:18:01,app,short_term,3784,21,588,approved,2024-11-10 11:18:01,3784,21
1306,107,2024-05-28 21:54:56,app,short_term,3329,7,572,rejected,,0,0
1307,4866,2024-06-08 02:37:31,partner,short_term,1003,21,623,approved,2024-06-08 02:37:31,1003,21
1308,4715,2024-11-08 10:22:00,web,installment,823,90,591,approved,2024-11-09 10:22:00,823,90
1309,1889,2024-06-22 12:17:08,app,short_term,3463,14,651,rejected,,0,0
1310,1496,2025-03-06 13:34:48,web,installment,609,180,572,rejected,,0,0
1311,2527,2024-06-21 06:34:21,app,short_term,2100,7,563,approved,2024-06-22 06:34:21,2100,7
1312,2161,2024-08-15 07:09:34,app,short_term,3893,30,534,rejected,,0,0
1313,757,2025-04-26 04:52:52,web,short_term,931,14,649,rejected,,0,0
1314,2510,2024-06-05 14:22:22,app,installment,3589,90,618,approved,2024-06-05 14:22:22,3589,90
1315,4482,2024-02-21 04:16:43,app,installment,1528,90,571,rejected,,0,0
1316,4051,2025-10-13 21:30:51,app,installment,4289,90,572,approved,2025-10-13 21:30:51,4289,90
1317,740,2025-10-09 01:39:03,web,installment,2177,180,572,rejected,,0,0
1318,1454,2025-03-26 06:35:08,partner,installment,4278,90,569,rejected,,0,0
1319,2564,2024-12-01 00:25:19,app,short_term,2960,21,536,rejected,,0,0
1320,2753,2024-11-06 04:10:49,app,installment,2598,60,605,rejected,,0,0
1321,4952,2024-04-23 02:14:40,app,short_term,3373,14,576,approved,2024-04-23 02:14:40,3373,14
1322,827,2024-08-17 15:47:57,app,short_term,666,21,557,rejected,,0,0
1323,455,2024-03-23 00:51:41,app,installment,2235,180,564,rejected,,0,0
1324,3667,2025-12-09 06:31:44,web,short_term,2420,7,528,rejected,,0,0
1325,4294,2025-02-10 13:12:53,app,short_term,2883,7,638,approved,2025-02-10 13:12:53,2883,7
1326,3355,2024-12-01 12:22:36,app,installment,4949,180,563,rejected,,0,0
1327,2859,2024-12-02 16:31:43,web,installment,1566,180,621,approved,2024-12-02 16:31:43,1566,180
1328,2445,2025-02-09 00:55:57,web,short_term,1041,14,580,approved,2025-02-09 00:55:57,1041,14
1329,2575,2025-05-01 16:27:39,app,short_term,4440,21,589,rejected,,0,0
1330,4866,2025-12-22 13:24:55,app,short_term,3368,7,581,rejected,,0,0
1331,533,2025-04-11 01:56:31,app,installment,4016,60,538,rejected,,0,0
1332,1832,2025-12-02 16:13:58,web,short_term,3281,14,570,approved,2025-12-02 16:13:58,3281,14
1333,2993,2025-08-12 13:50:05,app,installment,1155,120,616,rejected,,0,0
1334,251,2025-07-03 01:39:20,app,short_term,1140,14,619,rejected,,0,0
1335,3310,2024-07-09 05:29:36,app,installment,1993,90,503,rejected,,0,0
1336,4428,2024-07-09 21:14:52,app,short_term,4426,30,605,approved,2024-07-11 21:14:52,4426,30
1337,3701,2025-10-05 00:28:13,app,short_term,1727,7,567,approved,2025-10-07 00:28:13,1727,7
1338,2901,2025-02-17 13:32:45,app,installment,2373,180,583,rejected,,0,0
1339,4233,2025-05-12 12:24:40,app,short_term,3257,7,604,approved,2025-05-14 12:24:40,3257,7
1340,4506,2024-10-22 00:25:28,app,installment,1911,180,634,approved,2024-10-22 00:25:28,1911,180
1341,1632,2024-09-14 01:32:23,web,short_term,4809,21,574,approved,2024-09-16 01:32:23,3369,21
1342,4444,2025-04-27 15:25:34,app,installment,1288,120,633,approved,2025-04-28 15:25:34,1288,120
1343,1520,2025-01-05 18:02:38,app,installment,2182,90,611,approved,2025-01-06 18:02:38,2182,90
1344,4011,2025-02-15 15:47:29,app,short_term,917,30,579,approved,2025-02-17 15:47:29,917,30
1345,515,2024-08-30 13:20:18,app,short_term,4928,14,546,rejected,,0,0
1346,387,2024-02-23 07:25:58,web,short_term,4628,14,609,rejected,,0,0
1347,1326,2024-06-26 23:03:53,app,installment,3257,180,593,rejected,,0,0
1348,4175,2024-03-17 20:42:37,partner,short_term,2228,14,530,rejected,,0,0
1349,2326,2025-08-12 04:17:19,partner,installment,3992,90,587,approved,2025-08-12 04:17:19,3992,90
1350,4997,2024-09-09 10:10:56,app,short_term,2173,30,535,rejected,,0,0
1351,2176,2025-09-14 00:00:23,web,short_term,4389,7,569,rejected,,0,0
1352,3168,2024-10-12 05:40:12,app,installment,993,60,587,approved,2024-10-13 05:40:12,993,60
1353,1407,2025-10-22 19:59:59,app,installment,1860,90,635,approved,2025-10-24 19:59:59,1860,90
1354,4990,2024-03-01 23:22:19,partner,short_term,3583,21,590,rejected,,0,0
1355,139,2024-02-11 14:28:52,app,short_term,2880,7,588,rejected,,0,0
1356,2720,2024-02-16 09:25:30,app,short_term,2093,14,668,approved,2024-02-17 09:25:30,2093,14
1357,3229,2025-09-27 14:59:02,web,installment,2403,180,508,rejected,,0,0
1358,204,2025-09-03 23:56:57,partner,short_term,685,21,577,rejected,,0,0
1359,1405,2025-03-29 23:57:52,app,short_term,1083,30,573,rejected,,0,0
1360,2034,2024-05-24 19:10:11,app,installment,1152,180,575,rejected,,0,0
1361,271,2025-09-03 09:01:40,app,short_term,1157,21,602,approved,2025-09-03 09:01:40,1157,21
1362,1350,2025-06-01 20:14:14,web,installment,2228,180,608,approved,2025-06-01 20:14:14,2228,180
1363,1948,2025-12-09 06:10:36,app,installment,4474,180,614,approved,2025-12-09 06:10:36,4474,180
1364,391,2025-07-10 07:53:38,app,installment,615,60,587,rejected,,0,0
1365,4988,2025-09-10 17:37:30,web,installment,2201,180,580,rejected,,0,0
1366,1839,2025-01-10 02:22:55,app,installment,3544,180,502,rejected,,0,0
1367,3933,2024-12-31 23:56:15,app,installment,1553,120,589,approved,2024-12-31 23:56:15,1553,120
1368,595,2024-02-01 14:05:23,app,short_term,869,21,607,rejected,,0,0
1369,3681,2025-07-21 04:12:19,app,short_term,1969,30,576,approved,2025-07-21 04:12:19,1969,30
1370,2736,2024-10-25 19:03:49,app,installment,2516,180,637,rejected,,0,0
1371,100,2025-11-21 06:36:55,partner,installment,2229,60,500,rejected,,0,0
1372,3414,2025-04-30 06:06:46,app,short_term,1021,30,611,rejected,,0,0
1373,252,2025-08-04 02:09:11,app,short_term,1624,30,585,approved,2025-08-04 02:09:11,1624,30
1374,271,2025-07-22 22:15:01,partner,installment,2002,60,635,approved,2025-07-24 22:15:01,2002,60
1375,1214,2025-09-01 23:23:23,partner,installment,2934,120,509,rejected,,0,0
1376,2674,2025-08-23 10:56:59,web,short_term,2590,7,584,rejected,,0,0
1377,251,2025-07-19 00:33:59,web,installment,2241,120,610,rejected,,0,0
1378,3546,2024-03-05 21:48:59,web,short_term,2014,30,628,approved,2024-03-06 21:48:59,2014,30
1379,2290,2024-08-24 13:45:46,app,short_term,4434,14,560,rejected,,0,0
1380,787,2024-11-12 07:03:25,web,short_term,2804,14,570,rejected,,0,0
1381,1173,2024-09-10 03:30:20,app,installment,770,180,528,rejected,,0,0
1382,4751,2025-02-23 01:32:38,app,short_term,3181,14,609,approved,2025-02-25 01:32:38,2930,14
1383,4801,2025-01-11 07:46:57,app,short_term,4770,14,648,approved,2025-01-12 07:46:57,4770,14
1384,4670,2025-10-08 11:28:14,web,installment,4414,60,599,rejected,,0,0
1385,4517,2024-09-23 14:50:11,web,short_term,621,7,547,approved,2024-09-24 14:50:11,621,7
1386,4233,2025-07-16 03:04:05,app,installment,4290,60,631,rejected,,0,0
1387,1553,2025-03-05 12:22:21,app,short_term,3910,21,582,rejected,,0,0
1388,3410,2025-06-23 05:07:11,web,short_term,2345,30,550,rejected,,0,0
1389,2284,2025-01-02 00:47:51,web,short_term,3558,21,639,approved,2025-01-02 00:47:51,3558,21
1390,1666,2024-07-04 07:10:03,app,short_term,2395,21,645,approved,2024-07-05 07:10:03,2395,21
1391,357,2024-11-03 02:02:52,app,short_term,2216,21,583,rejected,,0,0
1392,2113,2024-12-29 23:06:55,app,short_term,670,30,592,approved,2024-12-31 23:06:55,670,30
1393,3375,2024-05-11 02:13:08,web,installment,1694,120,564,approved,2024-05-13 02:13:08,1694,120
1394,4449,2025-06-29 11:29:44,web,short_term,4147,7,644,approved,2025-06-29 11:29:44,4147,7
1395,1070,2024-03-09 17:26:54,app,installment,2144,120,629,approved,2024-03-11 17:26:54,2144,120
1396,2153,2025-03-27 20:56:15,web,installment,4056,120,556,rejected,,0,0
1397,2310,2024-12-20 19:33:36,web,short_term,3870,7,601,approved,2024-12-21 19:33:36,3870,7
1398,1684,2024-11-24 16:29:04,web,short_term,2334,14,496,approved,2024-11-24 16:29:04,2334,14
1399,2212,2025-05-05 11:48:57,app,short_term,1985,30,598,approved,2025-05-07 11:48:57,1985,30
1400,2607,2025-03-05 20:51:29,app,short_term,4725,7,645,approved,2025-03-05 20:51:29,4725,7
1401,4330,2025-02-26 09:48:41,app,short_term,968,7,612,rejected,,0,0
1402,2569,2024-08-11 15:48:53,app,short_term,2227,14,590,rejected,,0,0
1403,2108,2025-06-23 03:34:34,app,short_term,3042,21,596,approved,2025-06-23 03:34:34,3042,21
1404,3953,2024-11-22 17:23:02,web,installment,2030,180,593,rejected,,0,0
1405,2730,2024-08-31 13:48:25,web,installment,4811,60,595,approved,2024-09-01 13:48:25,4811,60
1406,1943,2024-12-02 20:04:39,app,short_term,3287,30,545,approved,2024-12-03 20:04:39,3287,30
1407,4016,2025-07-20 11:28:20,app,installment,3652,60,623,approved,2025-07-20 11:28:20,3652,60
1408,1568,2025-08-02 16:52:20,app,short_term,4160,14,593,rejected,,0,0
1409,2751,2025-11-06 07:21:07,web,short_term,4588,14,617,rejected,,0,0
1410,2311,2024-08-19 10:36:56,web,short_term,1540,14,598,approved,2024-08-20 10:36:56,1540,14
1411,220,2025-07-21 22:27:30,app,short_term,3324,7,603,approved,2025-07-22 22:27:30,3324,7
1412,4055,2025-01-02 05:30:42,partner,installment,1111,90,509,rejected,,0,0
1413,2475,2024-11-16 16:55:28,app,installment,2021,180,593,approved,2024-11-17 16:55:28,2021,180
1414,4586,2025-12-01 01:54:24,web,short_term,963,7,589,approved,2025-12-03 01:54:24,963,7
1415,1259,2025-01-07 10:21:08,app,short_term,1846,30,590,rejected,,0,0
1416,2115,2024-07-05 10:08:46,app,short_term,3350,14,618,rejected,,0,0
1417,1702,2024-09-01 08:41:00,app,installment,2794,180,507,rejected,,0,0
1418,2557,2024-06-13 09:48:04,partner,short_term,1383,14,596,rejected,,0,0
1419,327,2025-11-28 10:06:10,partner,installment,2391,180,601,approved,2025-11-29 10:06:10,2391,180
1420,3909,2025-03-26 01:00:22,app,installment,4685,180,551,rejected,,0,0
1421,4549,2025-09-17 13:35:28,app,short_term,2025,7,576,rejected,,0,0
1422,1536,2025-03-16 13:54:05,app,short_term,4278,14,598,approved,2025-03-17 13:54:05,4278,14
1423,3646,2025-08-30 05:35:46,web,installment,2451,90,617,rejected,,0,0
1424,998,2025-03-06 17:33:49,app,short_term,2341,30,588,rejected,,0,0
1425,654,2024-09-10 07:37:31,app,short_term,2813,21,608,rejected,,0,0
1426,3642,2025-03-22 08:09:00,app,installment,3834,90,541,rejected,,0,0
1427,411,2024-03-16 14:18:21,app,short_term,3612,21,579,rejected,,0,0
1428,2163,2025-01-10 22:34:57,app,short_term,3886,30,592,rejected,,0,0
1429,4646,2024-11-02 15:26:05,partner,installment,1455,90,601,approved,2024-11-03 15:26:05,1455,90
1430,1446,2025-07-14 12:04:15,app,installment,3019,180,592,rejected,,0,0
1431,2901,2024-04-03 14:32:35,web,installment,2248,180,561,approved,2024-04-04 14:32:35,2248,180
1432,1222,2025-04-09 19:56:41,app,installment,1346,180,571,approved,2025-04-11 19:56:41,1346,180
1433,4834,2025-11-22 00:54:07,app,installment,2861,90,536,rejected,,0,0
1434,2610,2024-03-24 07:03:01,app,short_term,4867,30,628,approved,2024-03-24 07:03:01,4867,30
1435,3577,2025-11-16 21:13:17,app,short_term,3449,30,543,rejected,,0,0
1436,2094,2025-09-07 09:49:20,app,short_term,3133,7,465,rejected,,0,0
1437,3713,2025-08-24 12:50:43,app,installment,4310,120,537,rejected,,0,0
1438,4925,2025-05-07 23:13:51,app,installment,3362,120,610,approved,2025-05-09 23:13:51,3362,120
1439,479,2025-12-10 18:08:14,app,short_term,2561,30,633,rejected,,0,0
1440,4228,2024-11-05 05:01:19,app,short_term,3667,30,627,approved,2024-11-05 05:01:19,2901,30
1441,2241,2024-02-09 01:19:27,app,short_term,4198,21,610,approved,2024-02-11 01:19:27,4198,21
1442,4393,2025-03-26 09:38:58,app,short_term,4247,14,518,rejected,,0,0
1443,441,2024-08-07 03:08:40,app,short_term,1111,30,611,approved,2024-08-07 03:08:40,1111,30
1444,4703,2025-03-26 23:17:03,web,installment,4361,60,611,rejected,,0,0
1445,294,2025-01-30 13:47:04,app,short_term,3701,21,583,rejected,,0,0
1446,86,2024-04-26 13:08:42,web,short_term,2334,14,583,approved,2024-04-27 13:08:42,2334,14
1447,3012,2024-09-29 05:13:29,app,short_term,4653,21,608,approved,2024-09-30 05:13:29,4036,21
1448,2300,2025-07-06 19:29:44,app,short_term,1590,21,613,rejected,,0,0
1449,3629,2025-12-02 21:55:40,app,short_term,4861,14,651,approved,2025-12-04 21:55:40,4861,14
1450,737,2025-05-30 17:53:09,app,short_term,2648,14,591,rejected,,0,0
1451,3918,2025-06-20 22:26:00,app,installment,2031,180,609,rejected,,0,0
1452,3528,2025-08-25 20:59:33,partner,installment,3019,120,622,rejected,,0,0
1453,630,2024-07-02 23:59:15,app,short_term,1295,7,529,rejected,,0,0
1454,3927,2025-02-11 07:46:02,web,short_term,4927,21,587,rejected,,0,0
1455,789,2024-05-15 03:06:42,app,installment,1634,120,667,approved,2024-05-16 03:06:42,1634,120
1456,504,2024-06-14 13:06:25,app,installment,2557,60,577,rejected,,0,0
1457,1437,2024-07-13 19:25:33,app,short_term,2670,30,626,approved,2024-07-13 19:25:33,2670,30
1458,2604,2025-10-02 07:42:49,partner,short_term,982,14,558,approved,2025-10-02 07:42:49,982,14
1459,2097,2025-10-31 16:46:52,app,short_term,1824,14,508,approved,2025-10-31 16:46:52,1824,14
1460,3301,2024-08-15 22:25:09,app,installment,1324,180,662,approved,2024-08-17 22:25:09,1324,180
1461,4284,2024-06-11 20:20:57,app,installment,1799,180,580,rejected,,0,0
1462,2704,2024-10-13 16:44:07,web,short_term,667,14,573,rejected,,0,0
1463,1504,2024-03-29 01:08:24,app,short_term,3630,21,617,approved,2024-03-30 01:08:24,3627,21
1464,250,2025-12-16 10:30:58,app,installment,4618,90,525,rejected,,0,0
1465,1478,2024-08-14 21:41:36,app,installment,2277,90,565,rejected,,0,0
1466,1745,2024-06-18 21:48:44,web,short_term,1637,21,618,approved,2024-06-18 21:48:44,1637,21
1467,3985,2025-08-31 14:55:13,app,installment,2035,60,578,rejected,,0,0
1468,3756,2024-10-10 13:54:49,web,short_term,4757,7,493,rejected,,0,0
1469,2374,2024-05-26 05:51:05,app,short_term,2895,14,513,rejected,,0,0
1470,1053,2024-08-18 03:52:50,app,short_term,3091,7,555,rejected,,0,0
1471,4111,2024-12-03 07:58:41,partner,installment,1128,180,588,rejected,,0,0
1472,958,2025-10-25 18:16:14,app,short_term,4214,7,520,rejected,,0,0
1473,1730,2025-06-05 04:53:39,app,short_term,1438,7,579,rejected,,0,0
1474,2798,2025-02-26 10:29:15,web,short_term,695,21,521,rejected,,0,0
1475,4314,2025-03-12 02:14:32,partner,installment,1895,60,516,rejected,,0,0
1476,4141,2024-03-21 13:29:08,web,installment,1365,90,592,approved,2024-03-23 13:29:08,1365,90
1477,3530,2025-03-03 22:39:24,web,short_term,4760,21,537,approved,2025-03-04 22:39:24,4760,21
1478,3699,2024-07-11 19:24:25,app,short_term,838,30,624,approved,2024-07-11 19:24:25,838,30
1479,2573,2024-03-10 13:36:14,app,installment,3724,180,533,approved,2024-03-12 13:36:14,3724,180
1480,3414,2024-12-28 04:34:13,web,installment,3789,120,640,rejected,,0,0
1481,4342,2025-06-18 07:00:24,partner,installment,1173,90,606,approved,2025-06-20 07:00:24,1173,90
1482,4302,2025-09-23 04:20:47,app,installment,829,180,582,approved,2025-09-25 04:20:47,829,180
1483,3405,2025-03-10 21:12:49,web,short_term,3421,30,617,rejected,,0,0
1484,3050,2025-08-16 11:54:55,app,installment,723,90,614,approved,2025-08-16 11:54:55,723,90
1485,2926,2024-02-06 07:48:04,app,short_term,2140,30,602,approved,2024-02-07 07:48:04,2140,30
1486,2195,2024-06-14 09:21:49,web,short_term,1695,30,596,rejected,,0,0
1487,2702,2024-07-07 08:52:42,web,installment,3201,120,548,rejected,,0,0
1488,3085,2025-01-20 07:41:15,partner,installment,2154,90,392,rejected,,0,0
1489,4329,2024-08-01 11:55:01,app,installment,1041,180,601,rejected,,0,0
1490,3182,2025-01-19 22:46:29,app,installment,2145,60,645,approved,2025-01-20 22:46:29,2145,60
