risk_score_decile,cohort,mob,loan_cnt,dpd30_rate,ever_dpd30_rate,active_loan_cnt
5,2024-04,0,15,0.0,0.0,15
5,2024-04,1,15,0.0,0.0,8
5,2024-04,2,15,0.0,0.0,5
5,2024-04,3,15,0.0,0.0,4
5,2024-04,4,15,0.0,0.0,1
5,2024-04,5,15,0.0,0.0,1
5,2024-04,6,15,0.0,0.0,1
5,2024-05,0,19,0.0,0.0,19
5,2024-05,1,19,0.0,0.0,11
5,2024-05,2,19,0.0,0.0,9
5,2024-05,3,19,0.05263157894736842,0.05263157894736842,6
5,2024-05,4,19,0.05263157894736842,0.05263157894736842,6
5,2024-05,5,19,0.05263157894736842,0.05263157894736842,2
5,2024-05,6,19,0.05263157894736842,0.05263157894736842,2
5,2024-06,0,20,0.0,0.0,20
5,2024-06,1,20,0.0,0.0,10
5,2024-06,2,20,0.0,0.0,4
5,2024-06,3,20,0.0,0.0,2
5,2024-06,4,20,0.0,0.0,2
5,2024-06,5,20,0.05,0.05,1
5,2024-06,6,20,0.05,0.05,1
5,2024-07,0,15,0.0,0.0,15
5,2024-07,1,15,0.0,0.0,10
5,2024-07,2,15,0.0,0.0,6
5,2024-07,3,15,0.0,0.0,4
5,2024-07,4,15,0.0,0.0,3
5,2024-07,5,15,0.0,0.0,0
5,2024-07,6,15,0.0,0.0,0
5,2024-08,0,17,0.0,0.0,17
5,2024-08,1,17,0.0,0.0,8
5,2024-08,2,17,0.0,0.0,7
5,2024-08,3,17,0.0,0.0,5
5,2024-08,4,17,0.0,0.0,4
5,2024-08,5,17,0.0,0.0,3
5,2024-08,6,17,0.0,0.0,3
5,2024-09,0,14,0.0,0.0,14
5,2024-09,1,14,0.0,0.0,9
5,2024-09,2,14,0.0,0.0,7
5,2024-09,3,14,0.0,0.0,3
5,2024-09,4,14,0.0,0.0,1
5,2024-09,5,14,0.0,0.0,0
5,2024-09,6,14,0.0,0.0,0
5,2024-10,0,14,0.0,0.0,14
5,2024-10,1,14,0.0,0.0,13
5,2024-10,2,14,0.0,0.0,7
5,2024-10,3,14,0.0,0.0,5
5,2024-10,4,14,0.0,0.0,2
5,2024-10,5,14,0.0,0.0,1
5,2024-10,6,14,0.0,0.0,1
5,2024-11,0,18,0.0,0.0,18
5,2024-11,1,18,0.0,0.0,13
5,2024-11,2,18,0.0,0.0,11
5,2024-11,3,18,0.05555555555555555,0.05555555555555555,5
5,2024-11,4,18,0.05555555555555555,0.05555555555555555,4
5,2024-11,5,18,0.05555555555555555,0.05555555555555555,1
5,2024-11,6,18,0.05555555555555555,0.05555555555555555,1
5,2024-12,0,15,0.0,0.0,15
5,2024-12,1,15,0.0,0.0,7
5,2024-12,2,15,0.0,0.0,4
5,2024-12,3,15,0.0,0.0,3
5,2024-12,4,15,0.0,0.0,1
5,2024-12,5,15,0.0,0.0,0
5,2024-12,6,15,0.0,0.0,0
5,2025-01,0,12,0.0,0.0,12
5,2025-01,1,12,0.0,0.0,7
5,2025-01,2,12,0.0,0.0,1
5,2025-01,3,12,0.0,0.0,1
5,2025-01,4,12,0.0,0.0,0
5,2025-01,5,12,0.0,0.0,0
5,2025-01,6,12,0.0,0.0,0
5,2025-02,0,12,0.0,0.0,12
5,2025-02,1,12,0.0,0.0,8
5,2025-02,2,12,0.0,0.0,5
5,2025-02,3,12,0.0,0.0,3
5,2025-02,4,12,0.0,0.0,3
5,2025-02,5,12,0.0,0.0,3
5,2025-02,6,12,0.0,0.0,3
5,2025-03,0,13,0.0,0.0,13
5,2025-03,1,13,0.0,0.0,7
5,2025-03,2,13,0.0,0.0,4
5,2025-03,3,13,0.0,0.0,2
5,2025-03,4,13,0.0,0.0,2
5,2025-03,5,13,0.0,0.0,0
5,2025-03,6,13,0.0,0.0,0
5,2025-04,0,13,0.0,0.0,13
5,2025-04,1,13,0.0,0.0,8
5,2025-04,2,13,0.0,0.0,6
5,2025-04,3,13,0.0,0.0,4
5,2025-04,4,13,0.0,0.0,2
5,2025-04,5,13,0.0,0.0,1
5,2025-04,6,13,0.0,0.0,1
5,2025-05,0,16,0.0,0.0,16
5,2025-05,1,16,0.0,0.0,10
5,2025-05,2,16,0.0,0.0,6
5,2025-05,3,16,0.0,0.0,3
5,2025-05,4,16,0.0,0.0,1
5,2025-05,5,16,0.125,0.125,0
5,2025-05,6,16,0.125,0.125,0
5,2025-06,0,12,0.0,0.0,12
5,2025-06,1,12,0.0,0.0,8
5,2025-06,2,12,0.0,0.0,4
5,2025-06,3,12,0.0,0.0,3
5,2025-06,4,12,0.0,0.0,3
5,2025-06,5,12,0.0,0.0,3
5,2025-06,6,11,0.0,0.0,3
5,2025-07,0,16,0.0,0.0,16
5,2025-07,1,16,0.0,0.0,8
5,2025-07,2,16,0.0,0.0,6
5,2025-07,3,16,0.0,0.0,3
5,2025-07,4,16,0.0,0.0,2
5,2025-07,5,15,0.0,0.0,2
5,2025-08,0,11,0.0,0.0,11
5,2025-08,1,11,0.0,0.0,8
5,2025-08,2,11,0.0,0.0,6
5,2025-08,3,11,0.0,0.0,3
5,2025-08,4,10,0.0,0.0,1
5,2025-09,0,17,0.0,0.0,17
5,2025-09,1,17,0.0,0.0,10
5,2025-09,2,17,0.0,0.0,6
5,2025-09,3,14,0.0,0.0,5
5,2025-10,0,15,0.0,0.0,15
5,2025-10,1,15,0.0,0.0,12
5,2025-10,2,11,0.0,0.0,5
5,2025-11,0,18,0.0,0.0,18
5,2025-11,1,11,0.0,0.0,9
5,2025-12,0,12,0.0,0.0,12
6,2024-01,0,4,0.0,0.0,4
6,2024-01,1,4,0.0,0.0,3
6,2024-01,2,4,0.0,0.0,2
6,2024-01,3,4,0.0,0.0,1
6,2024-01,4,4,0.0,0.0,0
6,2024-01,5,4,0.0,0.0,0
6,2024-01,6,4,0.0,0.0,0
6,2024-02,0,19,0.0,0.0,19
6,2024-02,1,19,0.0,0.0,14
6,2024-02,2,19,0.0,0.0,10
6,2024-02,3,19,0.0,0.0,8
6,2024-02,4,19,0.0,0.0,7
6,2024-02,5,19,0.0,0.0,1
6,2024-02,6,19,0.0,0.0,1
6,2024-03,0,14,0.0,0.0,14
6,2024-03,1,14,0.0,0.0,11
6,2024-03,2,14,0.0,0.0,8
6,2024-03,3,14,0.0,0.0,7
6,2024-03,4,14,0.0,0.0,4
6,2024-03,5,14,0.0,0.0,2
6,2024-03,6,14,0.0,0.0,2
6,2024-04,0,18,0.0,0.0,18
6,2024-04,1,18,0.0,0.0,10
6,2024-04,2,18,0.0,0.0,5
6,2024-04,3,18,0.0,0.0,3
6,2024-04,4,18,0.0,0.0,2
6,2024-04,5,18,0.0,0.0,1
6,2024-04,6,18,0.0,0.0,1
6,2024-05,0,20,0.0,0.0,20
6,2024-05,1,20,0.0,0.0,14
6,2024-05,2,20,0.0,0.0,13
6,2024-05,3,20,0.0,0.0,9
6,2024-05,4,20,0.0,0.0,8
6,2024-05,5,20,0.0,0.0,7
6,2024-05,6,20,0.05,0.05,7
6,2024-06,0,13,0.0,0.0,13
6,2024-06,1,13,0.0,0.0,10
6,2024-06,2,13,0.0,0.0,8
6,2024-06,3,13,0.0,0.0,6
6,2024-06,4,13,0.0,0.0,5
6,2024-06,5,13,0.0,0.0,3
6,2024-06,6,13,0.0,0.0,3
6,2024-07,0,15,0.0,0.0,15
6,2024-07,1,15,0.0,0.0,9
6,2024-07,2,15,0.0,0.0,6
6,2024-07,3,15,0.0,0.0,2
6,2024-07,4,15,0.0,0.0,1
6,2024-07,5,15,0.0,0.0,0
6,2024-07,6,15,0.0,0.0,0
6,2024-08,0,7,0.0,0.0,7
6,2024-08,1,7,0.0,0.0,6
6,2024-08,2,7,0.0,0.0,4
6,2024-08,3,7,0.0,0.0,3
6,2024-08,4,7,0.0,0.0,2
6,2024-08,5,7,0.0,0.0,0
6,2024-08,6,7,0.0,0.0,0
6,2024-09,0,15,0.0,0.0,15
6,2024-09,1,15,0.0,0.0,10
6,2024-09,2,15,0.06666666666666667,0.06666666666666667,7
6,2024-09,3,15,0.06666666666666667,0.06666666666666667,6
6,2024-09,4,15,0.06666666666666667,0.06666666666666667,3
6,2024-09,5,15,0.06666666666666667,0.06666666666666667,0
6,2024-09,6,15,0.06666666666666667,0.06666666666666667,0
6,2024-10,0,19,0.0,0.0,19
6,2024-10,1,19,0.0,0.0,15
6,2024-10,2,19,0.0,0.0,11
6,2024-10,3,19,0.0,0.0,9
6,2024-10,4,19,0.0,0.0,6
6,2024-10,5,19,0.0,0.0,4
6,2024-10,6,19,0.0,0.0,4
6,2024-11,0,12,0.0,0.0,12
6,2024-11,1,12,0.0,0.0,9
6,2024-11,2,12,0.0,0.0,9
6,2024-11,3,12,0.0,0.0,6
6,2024-11,4,12,0.0,0.0,5
6,2024-11,5,12,0.0,0.0,2
6,2024-11,6,12,0.0,0.0,2
6,2024-12,0,17,0.0,0.0,17
6,2024-12,1,17,0.0,0.0,14
6,2024-12,2,17,0.0,0.0,12
6,2024-12,3,17,0.0,0.0,10
6,2024-12,4,17,0.0,0.0,6
6,2024-12,5,17,0.0,0.0,4
6,2024-12,6,17,0.0,0.0,4
6,2025-01,0,10,0.0,0.0,10
6,2025-01,1,10,0.0,0.0,6
6,2025-01,2,10,0.0,0.0,5
6,2025-01,3,10,0.0,0.0,4
6,2025-01,4,10,0.0,0.0,1
6,2025-01,5,10,0.0,0.0,0
6,2025-01,6,10,0.0,0.0,0
6,2025-02,0,9,0.0,0.0,9
6,2025-02,1,9,0.0,0.0,6
6,2025-02,2,9,0.0,0.0,2
6,2025-02,3,9,0.0,0.0,2
6,2025-02,4,9,0.0,0.0,2
6,2025-02,5,9,0.0,0.0,2
6,2025-02,6,9,0.0,0.0,2
6,2025-03,0,10,0.0,0.0,10
6,2025-03,1,10,0.0,0.0,10
6,2025-03,2,10,0.0,0.0,8
6,2025-03,3,10,0.0,0.0,5
6,2025-03,4,10,0.0,0.0,3
6,2025-03,5,10,0.0,0.0,2
6,2025-03,6,10,0.0,0.0,2
6,2025-04,0,23,0.0,0.0,23
6,2025-04,1,23,0.043478260869565216,0.043478260869565216,14
6,2025-04,2,23,0.043478260869565216,0.043478260869565216,12
6,2025-04,3,23,0.043478260869565216,0.043478260869565216,8
6,2025-04,4,23,0.043478260869565216,0.043478260869565216,5
6,2025-04,5,23,0.043478260869565216,0.043478260869565216,4
6,2025-04,6,23,0.043478260869565216,0.043478260869565216,4
6,2025-05,0,11,0.0,0.0,11
6,2025-05,1,11,0.0,0.0,6
6,2025-05,2,11,0.0,0.0,4
6,2025-05,3,11,0.09090909090909091,0.09090909090909091,3
6,2025-05,4,11,0.09090909090909091,0.09090909090909091,2
6,2025-05,5,11,0.09090909090909091,0.09090909090909091,0
6,2025-05,6,11,0.09090909090909091,0.09090909090909091,0
6,2025-06,0,19,0.0,0.0,19
6,2025-06,1,19,0.0,0.0,12
6,2025-06,2,19,0.0,0.0,10
6,2025-06,3,19,0.0,0.0,9
6,2025-06,4,19,0.0,0.0,5
6,2025-06,5,19,0.0,0.0,2
6,2025-06,6,17,0.0,0.0,2
6,2025-07,0,15,0.0,0.0,15
6,2025-07,1,15,0.0,0.0,11
6,2025-07,2,15,0.0,0.0,7
6,2025-07,3,15,0.0,0.0,2
6,2025-07,4,15,0.0,0.0,1
6,2025-07,5,14,0.0,0.0,0
6,2025-08,0,12,0.0,0.0,12
6,2025-08,1,12,0.0,0.0,10
6,2025-08,2,12,0.0,0.0,10
6,2025-08,3,12,0.0,0.0,6
6,2025-08,4,6,0.0,0.0,3
6,2025-09,0,17,0.0,0.0,17
6,2025-09,1,17,0.0,0.0,11
6,2025-09,2,17,0.0,0.0,8
6,2025-09,3,16,0.0,0.0,6
6,2025-10,0,13,0.0,0.0,13
6,2025-10,1,13,0.0,0.0,9
6,2025-10,2,11,0.0,0.0,5
6,2025-11,0,12,0.0,0.0,12
6,2025-11,1,7,0.0,0.0,3
6,2025-12,0,11,0.0,0.0,11
7,2024-01,0,3,0.0,0.0,3
7,2024-01,1,3,0.0,0.0,1
7,2024-01,2,3,0.0,0.0,1
7,2024-01,3,3,0.0,0.0,1
7,2024-01,4,3,0.0,0.0,1
7,2024-01,5,3,0.0,0.0,1
7,2024-01,6,3,0.0,0.0,1
7,2024-02,0,13,0.0,0.0,13
7,2024-02,1,13,0.0,0.0,10
7,2024-02,2,13,0.0,0.0,8
7,2024-02,3,13,0.0,0.0,6
7,2024-02,4,13,0.0,0.0,3
7,2024-02,5,13,0.0,0.0,1
7,2024-02,6,13,0.0,0.0,1
7,2024-03,0,15,0.0,0.0,15
7,2024-03,1,15,0.0,0.0,9
7,2024-03,2,15,0.0,0.0,7
7,2024-03,3,15,0.0,0.0,4
7,2024-03,4,15,0.0,0.0,3
7,2024-03,5,15,0.0,0.0,1
7,2024-03,6,15,0.0,0.0,1
7,2024-04,0,17,0.0,0.0,17
7,2024-04,1,17,0.0,0.0,11
7,2024-04,2,17,0.0,0.0,5
7,2024-04,3,17,0.0,0.0,3
7,2024-04,4,17,0.0,0.0,2
7,2024-04,5,17,0.058823529411764705,0.058823529411764705,1
7,2024-04,6,17,0.058823529411764705,0.058823529411764705,1
7,2024-05,0,13,0.0,0.0,13
7,2024-05,1,13,0.0,0.0,8
7,2024-05,2,13,0.0,0.0,4
7,2024-05,3,13,0.0,0.0,4
7,2024-05,4,13,0.0,0.0,3
7,2024-05,5,13,0.0,0.0,0
7,2024-05,6,13,0.0,0.0,0
7,2024-06,0,17,0.0,0.0,17
7,2024-06,1,17,0.0,0.0,6
7,2024-06,2,17,0.0,0.0,3
7,2024-06,3,17,0.0,0.0,1
7,2024-06,4,17,0.0,0.0,0
7,2024-06,5,17,0.0,0.0,0
7,2024-06,6,17,0.0,0.0,0
7,2024-07,0,17,0.0,0.0,17
7,2024-07,1,17,0.0,0.0,10
7,2024-07,2,17,0.0,0.0,9
7,2024-07,3,17,0.0,0.0,8
7,2024-07,4,17,0.0,0.0,5
7,2024-07,5,17,0.058823529411764705,0.058823529411764705,1
7,2024-07,6,17,0.058823529411764705,0.058823529411764705,1
7,2024-08,0,16,0.0,0.0,16
7,2024-08,1,16,0.0,0.0,13
7,2024-08,2,16,0.0,0.0,7
7,2024-08,3,16,0.0,0.0,4
7,2024-08,4,16,0.0,0.0,3
7,2024-08,5,16,0.0,0.0,1
7,2024-08,6,16,0.0,0.0,1
7,2024-09,0,14,0.0,0.0,14
7,2024-09,1,14,0.0,0.0,10
7,2024-09,2,14,0.0,0.0,5
7,2024-09,3,14,0.0,0.0,4
7,2024-09,4,14,0.0,0.0,3
7,2024-09,5,14,0.0,0.0,1
7,2024-09,6,14,0.0,0.0,1
7,2024-10,0,15,0.0,0.0,15
7,2024-10,1,15,0.0,0.0,8
7,2024-10,2,15,0.0,0.0,7
7,2024-10,3,15,0.0,0.0,7
7,2024-10,4,15,0.0,0.0,3
7,2024-10,5,15,0.06666666666666667,0.06666666666666667,2
7,2024-10,6,15,0.13333333333333333,0.13333333333333333,2
7,2024-11,0,17,0.0,0.0,17
7,2024-11,1,17,0.0,0.0,10
7,2024-11,2,17,0.0,0.0,6
7,2024-11,3,17,0.0,0.0,4
7,2024-11,4,17,0.0,0.0,2
7,2024-11,5,17,0.0,0.0,1
7,2024-11,6,17,0.0,0.0,1
7,2024-12,0,17,0.0,0.0,17
7,2024-12,1,17,0.0,0.0,11
7,2024-12,2,17,0.0,0.0,8
7,2024-12,3,17,0.0,0.0,7
7,2024-12,4,17,0.0,0.0,6
7,2024-12,5,17,0.0,0.0,3
7,2024-12,6,17,0.0,0.0,3
7,2025-01,0,12,0.0,0.0,12
7,2025-01,1,12,0.0,0.0,7
7,2025-01,2,12,0.0,0.0,5
7,2025-01,3,12,0.0,0.0,5
7,2025-01,4,12,0.0,0.0,2
7,2025-01,5,12,0.0,0.0,0
7,2025-01,6,12,0.0,0.0,0
7,2025-02,0,14,0.0,0.0,14
7,2025-02,1,14,0.0,0.0,9
7,2025-02,2,14,0.0,0.0,5
7,2025-02,3,14,0.0,0.0,2
7,2025-02,4,14,0.0,0.0,1
7,2025-02,5,14,0.0,0.0,1
7,2025-02,6,14,0.0,0.0,1
7,2025-03,0,12,0.0,0.0,12
7,2025-03,1,12,0.0,0.0,8
7,2025-03,2,12,0.0,0.0,5
7,2025-03,3,12,0.0,0.0,3
7,2025-03,4,12,0.0,0.0,1
7,2025-03,5,12,0.0,0.0,0
7,2025-03,6,12,0.0,0.0,0
7,2025-04,0,12,0.0,0.0,12
7,2025-04,1,12,0.0,0.0,5
7,2025-04,2,12,0.0,0.0,5
7,2025-04,3,12,0.0,0.0,3
7,2025-04,4,12,0.0,0.0,1
7,2025-04,5,12,0.0,0.0,0
7,2025-04,6,12,0.0,0.0,0
7,2025-05,0,14,0.0,0.0,14
7,2025-05,1,14,0.0,0.0,9
7,2025-05,2,14,0.0,0.0,7
7,2025-05,3,14,0.0,0.0,7
7,2025-05,4,14,0.0,0.0,5
7,2025-05,5,14,0.0,0.0,0
7,2025-05,6,14,0.0,0.0,0
7,2025-06,0,16,0.0,0.0,16
7,2025-06,1,16,0.0,0.0,10
7,2025-06,2,16,0.0,0.0,5
7,2025-06,3,16,0.0,0.0,3
7,2025-06,4,16,0.0,0.0,1
7,2025-06,5,16,0.0,0.0,1
7,2025-06,6,14,0.0,0.0,1
7,2025-07,0,11,0.0,0.0,11
7,2025-07,1,11,0.0,0.0,7
7,2025-07,2,11,0.0,0.0,4
7,2025-07,3,11,0.0,0.0,2
7,2025-07,4,11,0.0,0.0,2
7,2025-07,5,10,0.0,0.0,2
7,2025-08,0,19,0.0,0.0,19
7,2025-08,1,19,0.0,0.0,12
7,2025-08,2,19,0.0,0.0,10
7,2025-08,3,19,0.0,0.0,8
7,2025-08,4,16,0.0,0.0,5
7,2025-09,0,13,0.0,0.0,13
7,2025-09,1,13,0.0,0.0,8
7,2025-09,2,13,0.0,0.0,5
7,2025-09,3,9,0.0,0.0,2
7,2025-10,0,16,0.0,0.0,16
7,2025-10,1,16,0.0,0.0,12
7,2025-10,2,11,0.09090909090909091,0.09090909090909091,5
7,2025-11,0,17,0.0,0.0,17
7,2025-11,1,14,0.0,0.0,3
7,2025-12,0,8,0.0,0.0,8
8,2024-01,0,2,0.0,0.0,2
8,2024-01,1,2,0.0,0.0,0
8,2024-01,2,2,0.0,0.0,0
8,2024-01,3,2,0.0,0.0,0
8,2024-01,4,2,0.0,0.0,0
8,2024-01,5,2,0.0,0.0,0
8,2024-01,6,2,0.0,0.0,0
8,2024-02,0,13,0.0,0.0,13
8,2024-02,1,13,0.0,0.0,10
8,2024-02,2,13,0.0,0.0,7
8,2024-02,3,13,0.0,0.0,5
8,2024-02,4,13,0.0,0.0,3
8,2024-02,5,13,0.0,0.0,1
8,2024-02,6,13,0.07692307692307693,0.07692307692307693,1
8,2024-03,0,13,0.0,0.0,13
8,2024-03,1,13,0.0,0.0,9
8,2024-03,2,13,0.0,0.0,5
8,2024-03,3,13,0.0,0.0,3
8,2024-03,4,13,0.0,0.0,2
8,2024-03,5,13,0.0,0.0,0
8,2024-03,6,13,0.0,0.0,0
8,2024-04,0,8,0.0,0.0,8
8,2024-04,1,8,0.0,0.0,2
8,2024-04,2,8,0.0,0.0,1
8,2024-04,3,8,0.0,0.0,1
8,2024-04,4,8,0.0,0.0,0
8,2024-04,5,8,0.0,0.0,0
8,2024-04,6,8,0.0,0.0,0
8,2024-05,0,21,0.0,0.0,21
8,2024-05,1,21,0.0,0.0,15
8,2024-05,2,21,0.0,0.0,9
8,2024-05,3,21,0.0,0.0,6
8,2024-05,4,21,0.0,0.0,3
8,2024-05,5,21,0.0,0.0,2
8,2024-05,6,21,0.0,0.0,2
8,2024-06,0,16,0.0,0.0,16
8,2024-06,1,16,0.0,0.0,12
8,2024-06,2,16,0.0,0.0,10
8,2024-06,3,16,0.0,0.0,6
8,2024-06,4,16,0.0,0.0,3
8,2024-06,5,16,0.0,0.0,1
8,2024-06,6,16,0.0625,0.0625,1
8,2024-07,0,17,0.0,0.0,17
8,2024-07,1,17,0.0,0.0,12
8,2024-07,2,17,0.0,0.0,8
8,2024-07,3,17,0.0,0.0,7
8,2024-07,4,17,0.0,0.0,6
8,2024-07,5,17,0.0,0.0,1
8,2024-07,6,17,0.0,0.0,1
8,2024-08,0,18,0.0,0.0,18
8,2024-08,1,18,0.0,0.0,6
8,2024-08,2,18,0.0,0.0,5
8,2024-08,3,18,0.0,0.0,4
8,2024-08,4,18,0.0,0.0,4
8,2024-08,5,18,0.0,0.0,1
8,2024-08,6,18,0.0,0.0,1
8,2024-09,0,15,0.0,0.0,15
8,2024-09,1,15,0.0,0.0,9
8,2024-09,2,15,0.0,0.0,4
8,2024-09,3,15,0.0,0.0,3
8,2024-09,4,15,0.0,0.0,3
8,2024-09,5,15,0.0,0.0,2
8,2024-09,6,15,0.0,0.0,2
8,2024-10,0,10,0.0,0.0,10
8,2024-10,1,10,0.0,0.0,5
8,2024-10,2,10,0.0,0.0,4
8,2024-10,3,10,0.0,0.0,4
8,2024-10,4,10,0.0,0.0,2
8,2024-10,5,10,0.0,0.0,1
8,2024-10,6,10,0.1,0.1,1
8,2024-11,0,14,0.0,0.0,14
8,2024-11,1,14,0.0,0.0,8
8,2024-11,2,14,0.0,0.0,1
8,2024-11,3,14,0.0,0.0,0
8,2024-11,4,14,0.0,0.0,0
8,2024-11,5,14,0.0,0.0,0
8,2024-11,6,14,0.0,0.0,0
8,2024-12,0,17,0.0,0.0,17
8,2024-12,1,17,0.0,0.0,9
8,2024-12,2,17,0.0,0.0,7
8,2024-12,3,17,0.0,0.0,6
8,2024-12,4,17,0.0,0.0,5
8,2024-12,5,17,0.0,0.0,4
8,2024-12,6,17,0.0,0.0,4
8,2025-01,0,14,0.0,0.0,14
8,2025-01,1,14,0.0,0.0,7
8,2025-01,2,14,0.0,0.0,7
8,2025-01,3,14,0.07142857142857142,0.07142857142857142,5
8,2025-01,4,14,0.07142857142857142,0.07142857142857142,5
8,2025-01,5,14,0.07142857142857142,0.07142857142857142,2
8,2025-01,6,14,0.07142857142857142,0.07142857142857142,2
8,2025-02,0,12,0.0,0.0,12
8,2025-02,1,12,0.0,0.0,7
8,2025-02,2,12,0.0,0.0,7
8,2025-02,3,12,0.0,0.0,4
8,2025-02,4,12,0.0,0.0,2
8,2025-02,5,12,0.0,0.0,1
8,2025-02,6,12,0.0,0.0,1
8,2025-03,0,15,0.0,0.0,15
8,2025-03,1,15,0.0,0.0,11
8,2025-03,2,15,0.0,0.0,7
8,2025-03,3,15,0.0,0.0,3
8,2025-03,4,15,0.0,0.0,1
8,2025-03,5,15,0.0,0.0,0
8,2025-03,6,15,0.06666666666666667,0.06666666666666667,0
8,2025-04,0,12,0.0,0.0,12
8,2025-04,1,12,0.0,0.0,9
8,2025-04,2,12,0.0,0.0,8
8,2025-04,3,12,0.0,0.0,7
8,2025-04,4,12,0.0,0.0,6
8,2025-04,5,12,0.0,0.0,3
8,2025-04,6,12,0.0,0.0,3
8,2025-05,0,14,0.0,0.0,14
8,2025-05,1,14,0.0,0.0,10
8,2025-05,2,14,0.0,0.0,7
8,2025-05,3,14,0.0,0.0,5
8,2025-05,4,14,0.0,0.0,4
8,2025-05,5,14,0.0,0.0,3
8,2025-05,6,14,0.0,0.0,3
8,2025-06,0,21,0.0,0.0,21
8,2025-06,1,21,0.0,0.0,13
8,2025-06,2,21,0.0,0.0,10
8,2025-06,3,21,0.0,0.0,6
8,2025-06,4,21,0.0,0.0,5
8,2025-06,5,21,0.0,0.0,3
8,2025-06,6,16,0.0,0.0,3
8,2025-07,0,10,0.0,0.0,10
8,2025-07,1,10,0.0,0.0,8
8,2025-07,2,10,0.1,0.1,6
8,2025-07,3,10,0.1,0.1,3
8,2025-07,4,10,0.1,0.1,2
8,2025-07,5,10,0.1,0.1,1
8,2025-08,0,14,0.0,0.0,14
8,2025-08,1,14,0.0,0.0,9
8,2025-08,2,14,0.07142857142857142,0.07142857142857142,7
8,2025-08,3,14,0.07142857142857142,0.07142857142857142,6
8,2025-08,4,11,0.09090909090909091,0.09090909090909091,2
8,2025-09,0,15,0.0,0.0,15
8,2025-09,1,15,0.0,0.0,12
8,2025-09,2,15,0.06666666666666667,0.06666666666666667,10
8,2025-09,3,12,0.08333333333333333,0.08333333333333333,6
8,2025-10,0,19,0.0,0.0,19
8,2025-10,1,19,0.0,0.0,11
8,2025-10,2,16,0.0,0.0,5
8,2025-11,0,12,0.0,0.0,12
8,2025-11,1,10,0.0,0.0,8
8,2025-12,0,10,0.0,0.0,10
9,2024-02,0,9,0.0,0.0,9
9,2024-02,1,9,0.0,0.0,4
9,2024-02,2,9,0.0,0.0,4
9,2024-02,3,9,0.0,0.0,3
9,2024-02,4,9,0.0,0.0,1
9,2024-02,5,9,0.0,0.0,1
9,2024-02,6,9,0.0,0.0,1
9,2024-03,0,22,0.0,0.0,22
9,2024-03,1,22,0.0,0.0,15
9,2024-03,2,22,0.0,0.0,11
9,2024-03,3,22,0.0,0.0,10
9,2024-03,4,22,0.0,0.0,6
9,2024-03,5,22,0.0,0.0,5
9,2024-03,6,22,0.0,0.0,5
9,2024-04,0,15,0.0,0.0,15
9,2024-04,1,15,0.0,0.0,10
9,2024-04,2,15,0.0,0.0,7
9,2024-04,3,15,0.0,0.0,7
9,2024-04,4,15,0.0,0.0,7
9,2024-04,5,15,0.06666666666666667,0.06666666666666667,4
9,2024-04,6,15,0.06666666666666667,0.06666666666666667,4
9,2024-05,0,25,0.0,0.0,25
9,2024-05,1,25,0.0,0.0,20
9,2024-05,2,25,0.0,0.0,14
9,2024-05,3,25,0.0,0.0,10
9,2024-05,4,25,0.0,0.0,6
9,2024-05,5,25,0.0,0.0,2
9,2024-05,6,25,0.0,0.0,2
9,2024-06,0,12,0.0,0.0,12
9,2024-06,1,12,0.0,0.0,9
9,2024-06,2,12,0.0,0.0,6
9,2024-06,3,12,0.0,0.0,3
9,2024-06,4,12,0.0,0.0,1
9,2024-06,5,12,0.0,0.0,0
9,2024-06,6,12,0.0,0.0,0
9,2024-07,0,17,0.0,0.0,17
9,2024-07,1,17,0.0,0.0,11
9,2024-07,2,17,0.0,0.0,5
9,2024-07,3,17,0.0,0.0,2
9,2024-07,4,17,0.0,0.0,1
9,2024-07,5,17,0.0,0.0,0
9,2024-07,6,17,0.0,0.0,0
9,2024-08,0,13,0.0,0.0,13
9,2024-08,1,13,0.0,0.0,12
9,2024-08,2,13,0.0,0.0,7
9,2024-08,3,13,0.0,0.0,5
9,2024-08,4,13,0.0,0.0,2
9,2024-08,5,13,0.0,0.0,1
9,2024-08,6,13,0.0,0.0,1
9,2024-09,0,14,0.0,0.0,14
9,2024-09,1,14,0.0,0.0,11
9,2024-09,2,14,0.0,0.0,8
9,2024-09,3,14,0.0,0.0,7
9,2024-09,4,14,0.0,0.0,5
9,2024-09,5,14,0.0,0.0,1
9,2024-09,6,14,0.0,0.0,1
9,2024-10,0,17,0.0,0.0,17
9,2024-10,1,17,0.0,0.0,12
9,2024-10,2,17,0.0,0.0,11
9,2024-10,3,17,0.0,0.0,10
9,2024-10,4,17,0.0,0.0,7
9,2024-10,5,17,0.0,0.0,5
9,2024-10,6,17,0.0,0.0,5
9,2024-11,0,17,0.0,0.0,17
9,2024-11,1,17,0.0,0.0,11
9,2024-11,2,17,0.0,0.0,8
9,2024-11,3,17,0.0,0.0,7
9,2024-11,4,17,0.0,0.0,6
9,2024-11,5,17,0.0,0.0,2
9,2024-11,6,17,0.0,0.0,2
9,2024-12,0,18,0.0,0.0,18
9,2024-12,1,18,0.0,0.0,14
9,2024-12,2,18,0.0,0.0,8
9,2024-12,3,18,0.0,0.0,7
9,2024-12,4,18,0.0,0.0,6
9,2024-12,5,18,0.0,0.0,2
