device_id,user_id,first_seen_dt,os,brand,emulator_flag,rooted_flag,device_risk_score,ip_risk_level,geo_consistent_flag
875,439,2024-04-01 00:50:04,android,vivo,0,1,9,1,1
876,439,2024-04-06 00:50:04,android,apple,0,0,44,2,1
877,440,2024-11-02 05:34:11,android,samsung,0,0,45,2,1
878,440,2024-10-21 05:34:11,android,vivo,0,0,38,3,1
879,441,2026-03-15 09:04:17,android,samsung,0,0,22,1,1
880,442,2024-08-07 16:37:15,android,huawei,0,0,49,1,1
881,443,2024-05-02 12:26:12,android,xiaomi,0,0,37,1,1
882,443,2024-05-13 12:26:12,android,huawei,0,0,66,1,1
883,443,2024-05-15 12:26:12,ios,other,0,0,65,2,0
884,444,2025-02-02 15:59:32,android,xiaomi,0,0,7,4,1
885,444,2025-04-01 15:59:32,android,huawei,0,1,3,1,1
886,445,2025-04-25 02:41:15,android,xiaomi,0,0,45,2,0
887,445,2025-03-30 02:41:15,android,oppo,0,0,40,2,1
888,445,2025-03-23 02:41:15,android,other,0,0,40,1,1
889,446,2025-05-31 21:22:51,android,huawei,0,0,42,4,1
890,447,2024-11-06 00:40:55,android,samsung,0,0,25,4,1
891,447,2024-09-22 00:40:55,android,vivo,0,0,55,1,1
892,447,2024-09-11 00:40:55,android,xiaomi,0,0,7,2,1
893,448,2026-02-15 14:31:10,android,oppo,0,0,70,1,1
894,448,2025-12-20 14:31:10,ios,huawei,0,0,42,4,1
895,448,2026-03-19 14:31:10,ios,oppo,0,0,3,1,1
896,449,2025-01-23 08:19:06,ios,samsung,1,0,30,1,1
897,449,2025-03-06 08:19:06,android,other,0,0,35,2,1
898,449,2025-04-01 08:19:06,android,huawei,0,0,69,1,1
899,450,2024-10-19 02:32:16,ios,samsung,0,0,30,2,1
900,450,2024-07-21 02:32:16,ios,oppo,0,0,37,2,1
901,450,2024-08-31 02:32:16,ios,oppo,0,0,15,1,1
902,451,2026-02-07 00:11:00,android,huawei,0,1,59,1,1
903,451,2026-01-01 00:11:00,android,vivo,0,0,37,2,0
904,452,2025-11-07 02:38:37,ios,vivo,0,0,34,3,1
905,453,2025-02-03 09:22:00,android,huawei,0,0,48,3,1
906,454,2024-02-25 03:32:17,android,other,0,0,50,1,1
907,454,2024-03-15 03:32:17,android,huawei,0,0,35,1,1
908,455,2025-06-28 18:19:14,android,vivo,0,0,81,4,1
909,455,2025-06-27 18:19:14,android,xiaomi,0,0,28,1,1
910,455,2025-05-17 18:19:14,android,xiaomi,0,1,43,4,1
911,456,2025-02-21 07:04:10,android,samsung,0,0,25,1,0
912,456,2025-02-06 07:04:10,ios,apple,0,0,53,1,1
913,456,2025-05-19 07:04:10,ios,xiaomi,0,0,38,4,1
914,457,2024-05-20 04:36:42,android,other,0,0,51,2,1
915,457,2024-07-07 04:36:42,android,vivo,0,0,38,2,1
916,458,2025-04-06 19:14:38,ios,other,0,0,57,1,1
917,458,2025-05-13 19:14:38,android,oppo,0,0,61,1,1
918,458,2025-06-12 19:14:38,android,huawei,0,0,0,2,1
919,459,2025-09-07 18:42:12,android,vivo,0,0,45,3,1
920,460,2024-06-17 07:19:21,android,xiaomi,0,0,49,2,1
921,461,2025-08-10 00:36:45,android,samsung,0,0,49,3,1
922,462,2024-05-13 10:44:59,android,huawei,0,0,63,3,1
923,462,2024-07-11 10:44:59,android,xiaomi,0,0,20,2,1
924,463,2025-08-06 15:26:10,android,oppo,0,0,0,2,0
925,464,2025-01-15 22:52:58,android,xiaomi,0,0,40,1,1
926,465,2023-12-31 18:04:23,android,xiaomi,0,0,25,3,1
927,466,2025-12-15 08:22:59,android,vivo,0,0,37,1,1
928,466,2026-02-13 08:22:59,ios,xiaomi,0,0,34,2,1
929,466,2026-03-25 08:22:59,android,apple,0,0,12,1,1
930,467,2024-07-31 03:48:03,android,xiaomi,0,0,66,1,0
931,468,2025-06-29 02:39:55,ios,other,0,0,32,2,0
932,468,2025-03-11 02:39:55,android,xiaomi,0,1,33,2,1
933,468,2025-06-23 02:39:55,ios,apple,0,0,25,1,1
934,469,2024-05-24 11:19:24,android,oppo,0,0,9,1,1
935,470,2026-01-02 02:34:00,android,other,0,0,42,2,1
936,471,2025-07-31 23:27:48,android,huawei,0,0,34,1,1
937,471,2025-09-30 23:27:48,android,xiaomi,0,0,30,1,1
938,471,2025-08-05 23:27:48,android,huawei,1,0,40,2,1
939,472,2025-08-12 04:24:11,android,xiaomi,0,0,53,1,1
940,473,2025-02-22 10:02:23,android,huawei,0,0,39,1,1
941,473,2024-11-17 10:02:23,android,other,0,0,48,1,1
942,473,2024-11-23 10:02:23,android,apple,0,1,53,2,1
943,474,2025-02-11 04:31:32,android,huawei,0,0,62,1,1
944,475,2025-06-30 00:57:23,ios,apple,0,0,79,1,1
945,476,2025-08-16 21:03:20,android,xiaomi,0,0,46,1,1
946,476,2025-08-02 21:03:20,android,apple,0,0,27,2,1
947,477,2025-09-05 07:04:54,ios,apple,0,0,30,1,1
948,477,2025-12-12 07:04:54,android,vivo,0,0,13,1,1
949,477,2025-09-16 07:04:54,android,oppo,0,0,28,1,1
950,478,2024-02-29 00:30:01,android,oppo,0,0,49,1,0
951,479,2025-07-27 09:35:42,android,vivo,0,0,59,2,1
952,479,2025-06-01 09:35:42,android,apple,0,0,46,3,1
953,480,2024-03-25 16:12:10,android,other,0,0,49,2,1
954,480,2024-04-25 16:12:10,ios,huawei,0,0,25,3,1
955,480,2024-05-02 16:12:10,android,apple,0,0,66,1,0
956,481,2024-08-23 04:33:51,android,oppo,0,0,59,1,0
957,482,2025-09-05 11:35:21,android,vivo,0,0,37,2,1
958,482,2025-10-08 11:35:21,ios,samsung,0,0,20,3,1
959,483,2024-07-23 20:59:26,android,xiaomi,0,0,35,2,0
960,483,2024-07-04 20:59:26,ios,huawei,0,0,67,2,1
961,483,2024-07-28 20:59:26,android,xiaomi,0,0,49,1,1
962,484,2025-08-24 16:14:07,ios,samsung,0,0,61,2,1
963,484,2025-11-06 16:14:07,android,xiaomi,0,0,15,3,1
964,485,2025-03-04 23:53:48,android,vivo,0,0,41,2,1
965,485,2025-01-24 23:53:48,android,samsung,0,0,77,1,1
966,485,2025-02-01 23:53:48,android,vivo,0,0,23,1,1
967,486,2024-06-10 19:51:56,android,xiaomi,0,0,10,1,1
968,486,2024-09-03 19:51:56,android,vivo,0,0,72,2,1
969,486,2024-08-30 19:51:56,android,vivo,0,0,46,4,1
970,487,2024-10-24 23:57:29,android,oppo,0,0,60,1,1
971,487,2024-11-23 23:57:29,android,oppo,0,0,34,2,1
972,488,2025-02-13 11:04:59,android,oppo,0,0,25,3,1
973,488,2025-03-13 11:04:59,ios,samsung,0,0,65,2,1
974,488,2025-05-08 11:04:59,android,xiaomi,0,0,59,3,1
975,489,2025-08-30 13:22:42,android,huawei,0,0,32,1,1
976,489,2025-07-13 13:22:42,android,other,0,0,51,3,1
977,489,2025-10-19 13:22:42,android,apple,1,0,42,3,1
978,490,2025-05-10 09:23:49,android,oppo,0,0,6,1,1
979,491,2026-01-11 06:04:54,android,vivo,0,0,54,1,1
980,492,2025-11-24 10:47:11,android,xiaomi,0,0,47,1,1
981,492,2025-10-16 10:47:11,ios,apple,0,0,74,1,1
982,492,2025-10-20 10:47:11,android,vivo,0,0,50,1,1
983,493,2025-07-20 22:45:13,android,apple,0,1,22,4,1
984,494,2025-04-18 06:26:14,android,apple,0,0,71,4,1
985,494,2025-05-22 06:26:14,android,oppo,0,0,50,1,0
986,495,2024-08-07 14:16:25,android,vivo,0,0,54,2,1
987,496,2025-01-03 04:15:14,android,xiaomi,0,0,31,1,1
988,497,2024-06-01 19:01:40,ios,oppo,0,0,43,1,0
989,497,2024-07-10 19:01:40,android,samsung,0,0,26,1,1
990,497,2024-03-25 19:01:40,android,vivo,0,0,23,2,1
991,498,2025-01-10 03:42:15,android,xiaomi,0,0,25,1,1
992,499,2026-01-07 07:47:37,android,huawei,0,0,28,5,1
993,499,2025-11-14 07:47:37,ios,samsung,0,0,59,1,1
994,500,2024-11-09 21:27:14,android,oppo,0,0,70,1,0
995,500,2024-12-07 21:27:14,android,vivo,0,0,46,1,1
996,500,2024-11-01 21:27:14,ios,apple,0,0,74,4,1
997,501,2024-04-28 00:31:44,ios,apple,0,0,56,1,1
998,501,2024-05-12 00:31:44,ios,samsung,0,0,73,1,1
999,502,2025-04-28 21:49:53,ios,other,0,0,10,2,1
1000,503,2026-02-28 17:00:45,android,oppo,0,0,0,2,1
1001,503,2026-02-04 17:00:45,android,other,0,0,35,2,1
1002,504,2025-11-07 06:26:09,android,xiaomi,0,1,13,1,0
1003,505,2024-11-06 01:49:10,android,xiaomi,0,0,70,4,1
1004,505,2024-08-28 01:49:10,ios,other,0,0,42,1,1
1005,506,2025-02-17 08:16:24,android,other,0,0,51,2,1
1006,506,2025-03-11 08:16:24,android,oppo,0,0,25,4,1
1007,507,2025-05-03 15:24:33,android,other,0,0,33,1,1
1008,507,2025-01-29 15:24:33,android,vivo,0,0,33,3,0
1009,508,2024-09-07 22:08:56,android,xiaomi,0,1,43,2,1
1010,508,2024-08-05 22:08:56,ios,xiaomi,0,0,22,1,1
1011,508,2024-08-18 22:08:56,android,huawei,0,1,23,2,1
1012,509,2024-08-27 03:29:00,android,oppo,0,0,57,1,1
1013,509,2024-09-02 03:29:00,android,xiaomi,0,0,48,5,1
1014,509,2024-09-13 03:29:00,android,xiaomi,0,0,19,1,1
1015,510,2024-09-20 18:19:28,android,huawei,0,0,15,2,1
1016,510,2024-09-13 18:19:28,android,xiaomi,0,0,35,1,1
1017,510,2024-09-02 18:19:28,android,vivo,0,0,53,1,1
1018,511,2026-04-16 01:03:51,ios,vivo,0,0,16,2,1
1019,511,2026-02-19 01:03:51,android,xiaomi,0,0,0,1,1
1020,512,2025-07-10 14:10:12,android,oppo,0,0,69,1,1
1021,512,2025-08-05 14:10:12,android,xiaomi,0,0,47,1,0
1022,512,2025-09-08 14:10:12,android,xiaomi,0,0,2,1,1
1023,513,2025-10-21 19:48:13,ios,samsung,0,0,49,1,1
1024,514,2025-12-06 02:17:05,android,xiaomi,0,0,34,3,1
1025,515,2025-11-27 04:11:36,android,vivo,0,0,59,1,1
1026,515,2026-03-16 04:11:36,android,vivo,0,0,42,3,1
1027,516,2024-04-08 20:28:19,android,xiaomi,1,0,0,1,1
1028,516,2024-05-30 20:28:19,android,xiaomi,0,0,82,1,0
1029,516,2024-07-06 20:28:19,android,other,0,1,62,1,1
1030,517,2025-11-23 14:12:01,android,samsung,0,0,44,1,1
1031,517,2025-10-30 14:12:01,android,huawei,0,0,60,1,1
1032,518,2024-05-06 14:06:40,android,other,0,0,30,3,1
1033,518,2024-05-14 14:06:40,ios,apple,0,0,45,3,1
1034,519,2025-01-11 01:22:34,android,other,0,0,0,4,1
1035,519,2025-01-24 01:22:34,android,xiaomi,0,0,44,4,1
1036,519,2025-02-10 01:22:34,android,oppo,0,0,65,2,1
1037,520,2025-04-08 22:28:40,android,apple,1,0,42,2,1
1038,520,2025-03-05 22:28:40,android,oppo,0,0,49,3,1
1039,520,2025-04-19 22:28:40,ios,huawei,0,0,41,1,1
1040,521,2024-10-14 05:43:34,ios,xiaomi,0,0,27,4,1
1041,522,2024-06-25 16:57:18,ios,huawei,0,0,48,1,1
1042,522,2024-07-02 16:57:18,android,xiaomi,0,0,40,1,1
1043,523,2024-08-21 09:07:09,android,oppo,0,1,35,1,1
1044,523,2024-09-07 09:07:09,ios,xiaomi,0,0,40,1,1
1045,523,2024-05-14 09:07:09,android,oppo,0,0,58,1,1
1046,524,2025-09-09 00:06:59,android,samsung,0,0,47,2,1
1047,524,2025-08-21 00:06:59,ios,xiaomi,0,0,17,2,1
1048,525,2024-09-06 16:02:33,ios,vivo,0,0,40,4,1
1049,525,2024-09-13 16:02:33,android,oppo,0,0,42,1,1
1050,525,2024-11-25 16:02:33,android,xiaomi,0,0,21,2,1
1051,526,2024-10-11 13:03:48,ios,other,0,0,22,4,1
1052,526,2024-09-02 13:03:48,android,oppo,0,0,19,2,0
1053,526,2024-08-20 13:03:48,android,huawei,0,0,66,1,1
1054,527,2025-12-20 01:17:59,android,xiaomi,0,0,51,2,0
1055,528,2024-07-23 00:38:10,android,huawei,0,0,49,4,1
1056,528,2024-07-14 00:38:10,ios,oppo,0,0,3,1,0
1057,528,2024-05-15 00:38:10,ios,huawei,0,0,42,2,1
1058,529,2026-01-02 03:28:35,android,oppo,0,1,25,3,1
1059,529,2026-01-10 03:28:35,android,xiaomi,0,0,48,1,1
1060,530,2025-12-19 07:24:09,ios,other,0,0,34,1,1
1061,531,2025-04-15 22:45:53,android,oppo,0,0,34,3,1
1062,531,2025-04-02 22:45:53,android,huawei,0,0,56,2,1
1063,532,2024-05-29 20:06:56,ios,huawei,0,0,60,1,1
1064,533,2024-07-26 18:40:56,android,xiaomi,0,0,35,1,1
1065,533,2024-05-17 18:40:56,android,xiaomi,0,0,35,3,1
1066,533,2024-08-11 18:40:56,android,other,1,0,37,2,1
1067,534,2024-08-15 20:17:45,android,apple,0,0,19,1,1
1068,534,2024-07-19 20:17:45,ios,apple,0,0,42,3,1
1069,535,2025-03-20 12:19:19,android,xiaomi,0,0,23,1,1
1070,536,2024-04-27 03:18:24,android,huawei,0,0,46,1,1
1071,537,2024-12-05 15:07:36,android,xiaomi,0,0,78,1,1
1072,537,2024-11-24 15:07:36,android,huawei,0,0,47,1,1
1073,538,2024-04-14 07:23:09,android,xiaomi,0,0,33,3,1
1074,539,2025-02-15 09:46:40,android,xiaomi,0,0,9,1,1
1075,539,2025-03-22 09:46:40,android,huawei,0,0,61,1,1
1076,540,2024-04-20 10:30:47,ios,other,0,0,68,2,1
1077,541,2025-07-21 14:18:49,android,huawei,0,0,60,3,1
1078,541,2025-09-05 14:18:49,android,oppo,0,0,54,2,1
1079,542,2024-04-26 10:31:39,android,samsung,0,0,50,5,1
1080,542,2024-05-31 10:31:39,android,xiaomi,0,0,24,1,0
1081,543,2024-05-24 05:16:42,ios,xiaomi,0,0,23,2,1
1082,543,2024-05-15 05:16:42,ios,oppo,0,0,39,1,0
1083,543,2024-07-18 05:16:42,android,vivo,0,0,62,1,1
1084,544,2024-07-15 11:43:06,android,huawei,0,0,35,1,1
1085,544,2024-06-22 11:43:06,android,huawei,0,0,57,4,1
1086,545,2025-11-27 15:00:59,android,samsung,0,0,33,1,1
1087,545,2025-11-08 15:00:59,android,vivo,0,0,34,1,1
1088,545,2025-11-21 15:00:59,android,vivo,0,0,50,1,1
1089,546,2024-04-07 23:15:05,android,xiaomi,0,0,42,2,0
1090,547,2025-01-29 08:37:45,android,oppo,0,0,27,2,1
1091,548,2025-06-01 12:50:22,android,huawei,0,0,41,1,1
1092,548,2025-04-15 12:50:22,android,apple,0,0,53,1,1
1093,549,2025-03-16 16:14:31,android,samsung,0,0,68,1,1
1094,549,2025-03-03 16:14:31,android,xiaomi,0,1,37,1,1
1095,549,2025-01-30 16:14:31,android,vivo,0,0,16,1,1
1096,550,2025-08-17 22:07:06,ios,huawei,0,0,31,2,1
1097,550,2025-08-06 22:07:06,android,xiaomi,0,0,71,1,1
1098,551,2025-10-25 06:20:06,android,xiaomi,0,0,86,2,0
1099,551,2025-10-05 06:20:06,android,xiaomi,0,1,0,2,1
1100,551,2025-09-12 06:20:06,android,xiaomi,0,0,30,1,0
1101,552,2024-12-18 08:24:20,ios,xiaomi,0,0,17,1,0
1102,552,2024-11-12 08:24:20,ios,xiaomi,0,0,38,2,1
1103,552,2024-10-19 08:24:20,android,huawei,0,0,63,3,1
1104,553,2025-09-01 14:22:37,android,apple,0,0,15,2,1
1105,554,2024-08-13 03:12:14,android,other,0,0,30,2,0
1106,555,2026-01-13 15:05:09,android,xiaomi,0,0,85,2,1
1107,555,2026-01-05 15:05:09,android,apple,0,0,36,1,1
1108,556,2025-04-21 07:17:58,android,vivo,0,0,9,4,1
1109,556,2025-01-30 07:17:58,android,other,0,0,2,1,1
1110,556,2025-03-30 07:17:58,android,oppo,0,0,22,1,1
1111,557,2025-09-06 06:57:13,android,vivo,0,0,11,1,1
1112,557,2025-07-16 06:57:13,android,huawei,0,0,48,3,1
1113,557,2025-09-30 06:57:13,android,samsung,0,0,38,1,1
1114,558,2025-11-25 18:05:11,android,oppo,0,0,58,5,1
1115,558,2025-10-22 18:05:11,android,xiaomi,0,1,16,2,1
1116,558,2025-11-22 18:05:11,android,huawei,0,0,47,5,0
1117,559,2025-11-04 15:14:59,ios,oppo,0,0,65,1,0
1118,560,2025-12-29 07:49:33,android,oppo,0,0,77,3,1
1119,560,2025-09-08 07:49:33,ios,vivo,0,0,61,2,0
1120,561,2025-04-05 15:43:04,android,xiaomi,0,0,47,3,0
1121,561,2025-03-07 15:43:04,ios,oppo,0,0,42,1,1
1122,561,2025-03-11 15:43:04,android,other,0,0,62,1,1
1123,562,2024-03-20 17:40:59,android,huawei,0,0,21,1,1
1124,562,2024-02-29 17:40:59,android,oppo,0,0,41,3,1
1125,562,2024-01-27 17:40:59,android,other,0,0,11,1,1
1126,563,2025-03-19 22:49:24,android,other,0,0,33,1,0
1127,564,2024-08-11 11:51:07,android,apple,0,0,41,2,1
1128,565,2025-12-31 01:19:21,android,xiaomi,0,1,21,2,1
1129,565,2025-10-11 01:19:21,android,huawei,0,0,62,3,1
1130,565,2025-12-09 01:19:21,android,vivo,0,0,53,2,1
1131,566,2024-09-14 19:46:12,android,apple,0,0,49,2,1
1132,566,2024-08-29 19:46:12,android,other,0,0,40,1,1
1133,567,2024-06-21 11:47:00,android,huawei,0,0,12,3,1
1134,568,2024-07-03 01:16:13,android,xiaomi,0,0,60,3,1
1135,569,2025-05-11 01:45:39,android,oppo,0,0,49,1,1
1136,570,2025-05-04 23:59:45,android,oppo,0,0,25,2,1
1137,570,2025-05-16 23:59:45,android,huawei,0,0,31,5,1
1138,571,2025-11-23 15:41:31,ios,huawei,0,0,45,1,0
1139,571,2026-02-09 15:41:31,android,samsung,0,0,33,1,1
1140,572,2024-12-19 20:55:03,ios,apple,0,0,31,1,1
1141,572,2024-11-26 20:55:03,ios,oppo,0,0,73,1,1
1142,572,2024-11-17 20:55:03,android,huawei,0,0,18,3,1
1143,573,2024-11-12 01:30:48,android,vivo,0,0,45,1,1
1144,573,2024-08-28 01:30:48,android,samsung,0,0,40,1,1
1145,574,2024-05-02 22:55:55,android,samsung,0,0,45,2,1
1146,575,2024-03-12 03:58:11,android,vivo,0,0,30,1,1
1147,575,2024-01-01 03:58:11,android,xiaomi,0,0,42,3,0
1148,576,2024-11-15 17:43:10,android,huawei,0,0,51,1,1
1149,576,2025-01-03 17:43:10,android,oppo,0,0,44,4,1
1150,577,2025-10-31 20:19:14,android,oppo,0,0,65,3,1
1151,578,2025-02-05 08:09:05,ios,other,0,0,70,2,1
1152,578,2025-05-03 08:09:05,android,samsung,1,0,46,1,1
1153,578,2025-03-15 08:09:05,android,xiaomi,0,0,49,2,1
1154,579,2026-01-03 06:57:15,ios,oppo,0,0,55,1,1
1155,579,2026-01-01 06:57:15,android,xiaomi,0,0,42,1,0
1156,579,2025-12-10 06:57:15,ios,apple,0,0,45,2,1
1157,580,2024-03-14 05:17:30,android,samsung,0,0,0,3,1
1158,580,2024-03-19 05:17:30,android,xiaomi,0,0,41,2,1
1159,581,2024-04-11 02:59:02,android,other,0,0,53,2,1
1160,581,2024-05-19 02:59:02,android,other,0,0,41,1,0
1161,581,2024-06-28 02:59:02,android,other,0,0,49,1,1
1162,582,2025-09-25 10:11:37,android,xiaomi,0,0,23,4,1
1163,582,2025-12-17 10:11:37,android,vivo,0,0,30,1,1
1164,583,2024-05-18 22:07:13,ios,huawei,0,0,70,2,1
1165,583,2024-06-26 22:07:13,ios,xiaomi,0,0,42,1,1
1166,583,2024-03-28 22:07:13,android,oppo,0,0,49,2,1
1167,584,2024-04-13 22:22:18,android,samsung,0,0,15,3,1
1168,584,2024-02-29 22:22:18,android,vivo,0,0,27,3,1
1169,585,2024-11-09 23:42:14,android,other,0,0,24,1,1
1170,586,2026-02-06 03:13:46,android,samsung,0,0,70,1,1
1171,586,2025-11-12 03:13:46,android,xiaomi,0,0,50,2,1
1172,587,2025-06-23 05:59:48,android,oppo,0,0,31,2,1
1173,587,2025-05-22 05:59:48,android,oppo,0,0,42,1,1
1174,588,2024-03-23 08:27:44,android,samsung,0,0,29,2,0
1175,589,2025-09-16 02:32:09,android,huawei,0,1,27,1,0
1176,589,2025-11-27 02:32:09,ios,huawei,0,0,74,1,1
1177,589,2025-12-15 02:32:09,android,apple,0,0,21,1,1
1178,590,2025-11-03 19:25:59,ios,xiaomi,0,0,46,1,1
1179,590,2025-10-14 19:25:59,android,apple,0,0,43,4,1
1180,591,2025-08-04 12:12:12,android,xiaomi,0,0,7,1,1
1181,591,2025-09-07 12:12:12,android,oppo,0,0,21,2,1
1182,592,2025-11-03 22:28:59,android,samsung,0,0,1,3,1
1183,592,2025-12-03 22:28:59,android,oppo,0,0,26,4,1
1184,593,2024-07-13 02:39:46,android,xiaomi,0,0,51,3,1
1185,593,2024-07-20 02:39:46,android,xiaomi,0,0,23,1,1
1186,593,2024-10-01 02:39:46,android,xiaomi,0,0,28,1,1
1187,594,2026-04-04 02:04:41,android,vivo,0,0,71,3,1
1188,595,2024-11-28 02:35:57,android,other,0,0,35,2,1
1189,596,2025-10-07 11:29:36,android,xiaomi,0,0,72,3,1
1190,596,2025-10-16 11:29:36,android,oppo,0,0,41,1,1
1191,597,2025-03-21 22:28:01,ios,other,0,0,52,1,1
1192,597,2025-03-26 22:28:01,android,other,0,0,44,2,1
1193,597,2025-04-24 22:28:01,android,xiaomi,0,0,50,2,1
1194,598,2025-10-07 00:26:47,android,apple,0,0,42,1,1
1195,598,2025-10-01 00:26:47,android,vivo,0,0,64,3,1
1196,599,2025-07-01 07:23:46,android,oppo,0,0,26,4,1
1197,599,2025-03-28 07:23:46,ios,huawei,0,0,59,3,1
1198,600,2025-04-09 00:18:25,android,apple,0,0,78,3,1
1199,600,2025-05-08 00:18:25,android,xiaomi,0,0,58,2,1
1200,601,2025-06-24 21:17:50,android,apple,0,1,31,1,1
1201,601,2025-04-25 21:17:50,android,oppo,0,0,19,3,1
1202,602,2025-10-23 16:00:58,android,samsung,0,0,7,2,1
1203,602,2025-08-26 16:00:58,ios,xiaomi,0,0,38,1,1
1204,603,2025-08-08 12:01:57,ios,vivo,0,0,56,2,1
1205,603,2025-08-30 12:01:57,android,vivo,0,0,32,2,1
1206,603,2025-09-29 12:01:57,ios,xiaomi,0,0,36,3,1
1207,604,2024-04-07 05:21:16,android,apple,0,0,65,1,1
1208,604,2024-04-15 05:21:16,android,xiaomi,0,0,6,4,0
1209,605,2025-11-03 00:28:53,ios,oppo,0,0,56,3,1
1210,605,2025-11-01 00:28:53,android,huawei,0,0,29,2,1
1211,606,2025-02-18 07:54:43,android,other,0,0,26,1,1
1212,606,2025-02-12 07:54:43,ios,oppo,0,0,37,2,0
1213,606,2025-03-09 07:54:43,ios,other,0,0,0,4,0
1214,607,2024-08-19 20:25:17,android,other,0,0,33,5,1
1215,607,2024-11-27 20:25:17,ios,apple,0,0,82,1,1
1216,607,2024-08-19 20:25:17,android,oppo,0,0,31,1,1
1217,608,2025-01-13 09:11:04,android,apple,0,0,17,2,0
1218,608,2025-01-24 09:11:04,ios,xiaomi,0,0,51,1,1
1219,609,2026-01-28 21:33:01,ios,xiaomi,0,0,50,2,1
1220,609,2026-01-31 21:33:01,android,vivo,0,0,73,2,1
1221,610,2025-10-04 00:39:50,ios,samsung,0,0,39,3,0
1222,610,2025-12-05 00:39:50,android,huawei,0,0,47,1,1
1223,611,2025-08-31 14:23:52,ios,samsung,1,0,15,2,1
1224,611,2025-10-05 14:23:52,android,other,0,0,24,4,1
1225,612,2025-02-01 20:14:41,ios,oppo,0,0,33,2,0
1226,612,2025-01-28 20:14:41,ios,xiaomi,0,0,16,1,1
1227,613,2025-10-14 10:05:42,ios,vivo,0,0,87,1,1
1228,614,2024-10-14 02:46:04,ios,apple,0,0,35,3,1
1229,614,2024-12-09 02:46:04,android,xiaomi,0,0,37,1,1
1230,615,2025-05-24 21:37:09,ios,vivo,0,0,39,1,1
1231,616,2025-05-15 21:08:54,android,xiaomi,0,0,67,2,1
1232,616,2025-05-02 21:08:54,ios,huawei,0,0,57,1,1
1233,616,2025-05-22 21:08:54,android,huawei,0,0,35,1,1
1234,617,2024-07-07 08:28:23,android,xiaomi,0,0,58,1,1
1235,617,2024-07-18 08:28:23,ios,other,0,0,60,1,1
1236,618,2024-09-12 12:26:14,android,samsung,0,0,34,2,1
1237,618,2024-09-13 12:26:14,ios,vivo,0,0,41,2,1
1238,618,2024-10-27 12:26:14,ios,oppo,0,0,17,1,1
1239,619,2024-03-15 15:03:09,android,xiaomi,0,0,59,1,1
1240,620,2024-06-29 00:44:33,android,other,0,0,28,2,0
1241,621,2025-01-01 12:59:55,android,oppo,0,0,34,1,1
1242,621,2025-01-02 12:59:55,android,other,0,0,27,1,1
1243,622,2024-12-29 20:24:35,android,samsung,0,0,50,4,1
1244,622,2024-12-27 20:24:35,android,other,0,0,45,2,1
1245,623,2024-05-17 12:54:54,android,other,0,0,16,1,1
1246,623,2024-07-12 12:54:54,android,oppo,0,0,49,1,1
1247,624,2025-01-31 07:54:06,ios,xiaomi,0,0,57,1,1
1248,625,2025-05-11 01:11:24,ios,xiaomi,0,0,43,1,1
1249,626,2024-07-05 18:37:31,android,other,0,0,48,1,1
1250,626,2024-07-27 18:37:31,android,oppo,0,0,39,1,1
1251,626,2024-07-06 18:37:31,android,xiaomi,0,1,42,2,1
1252,627,2024-09-10 21:54:37,android,samsung,0,0,7,3,1
1253,627,2024-08-27 21:54:37,android,oppo,0,0,73,2,1
1254,627,2024-11-14 21:54:37,android,xiaomi,0,0,42,2,1
1255,628,2024-12-31 06:48:24,ios,xiaomi,0,0,10,3,1
1256,628,2024-10-11 06:48:24,android,oppo,0,0,33,1,1
1257,628,2024-11-05 06:48:24,ios,xiaomi,0,0,42,5,1
1258,629,2025-02-01 16:32:38,android,apple,0,0,63,3,1
1259,629,2025-03-05 16:32:38,android,xiaomi,0,0,59,1,1
1260,630,2024-10-21 11:11:44,android,oppo,0,0,52,3,1
1261,630,2024-09-18 11:11:44,android,oppo,0,0,36,1,0
1262,631,2025-07-02 23:16:10,android,oppo,0,0,46,1,1
1263,631,2025-08-30 23:16:10,android,vivo,0,0,43,2,1
1264,632,2024-09-14 01:43:20,android,xiaomi,0,0,54,1,1
1265,632,2024-12-09 01:43:20,android,huawei,1,0,56,1,1
1266,633,2024-11-06 17:52:16,ios,xiaomi,0,0,74,1,1
1267,634,2025-01-19 00:12:38,android,huawei,0,0,61,4,1
1268,635,2024-06-05 12:41:05,android,apple,0,0,60,1,1
1269,636,2025-08-27 14:13:24,ios,vivo,0,0,27,1,1
1270,637,2024-08-03 21:01:00,ios,huawei,0,0,40,1,1
1271,637,2024-07-19 21:01:00,android,xiaomi,0,0,33,1,1
1272,638,2025-10-15 17:00:51,android,other,0,0,68,1,1
1273,638,2025-11-19 17:00:51,ios,vivo,0,0,48,1,1
1274,639,2026-03-11 15:59:27,android,huawei,0,0,62,2,1
1275,639,2026-01-02 15:59:27,ios,samsung,0,0,26,1,1
1276,639,2026-02-15 15:59:27,android,other,0,0,39,2,1
1277,640,2025-06-19 17:10:19,android,samsung,0,0,41,2,0
1278,640,2025-06-18 17:10:19,android,vivo,0,0,68,1,1
1279,640,2025-05-28 17:10:19,android,huawei,0,0,28,1,1
1280,641,2025-12-15 22:25:02,android,vivo,0,0,20,2,0
1281,642,2025-10-24 13:25:11,ios,apple,0,0,42,4,1
1282,642,2025-12-12 13:25:11,android,other,0,0,31,2,1
