app_id,user_id,apply_dt,login_7d,login_30d,night_ratio,device_change_90d,app_install_cnt,sms_cnt_7d
1387,1553,2025-03-05 12:22:21,4,24,0.49,0,75,19
1388,3410,2025-06-23 05:07:11,3,20,0.52,0,63,26
1389,2284,2025-01-02 00:47:51,1,25,0.36,0,62,20
1390,1666,2024-07-04 07:10:03,4,23,0.36,0,57,37
1391,357,2024-11-03 02:02:52,8,33,0.4,0,28,60
1392,2113,2024-12-29 23:06:55,3,16,0.44,0,45,58
1393,3375,2024-05-11 02:13:08,7,18,0.4,0,67,28
1394,4449,2025-06-29 11:29:44,5,9,0.25,0,33,61
1395,1070,2024-03-09 17:26:54,5,14,0.19,0,69,18
1396,2153,2025-03-27 20:56:15,0,37,0.36,0,69,26
1397,2310,2024-12-20 19:33:36,8,18,0.12,0,60,42
1398,1684,2024-11-24 16:29:04,4,23,0.23,0,50,24
1399,2212,2025-05-05 11:48:57,3,12,0.16,0,84,21
1400,2607,2025-03-05 20:51:29,8,25,0.19,0,65,4
1401,4330,2025-02-26 09:48:41,5,20,0.21,0,87,35
1402,2569,2024-08-11 15:48:53,9,24,0.12,0,13,35
1403,2108,2025-06-23 03:34:34,5,19,0.54,0,48,35
1404,3953,2024-11-22 17:23:02,1,23,0.1,0,78,14
1405,2730,2024-08-31 13:48:25,5,20,0.32,0,68,35
1406,1943,2024-12-02 20:04:39,10,12,0.42,0,52,7
1407,4016,2025-07-20 11:28:20,5,13,0.05,0,34,43
1408,1568,2025-08-02 16:52:20,5,0,0.21,0,86,49
1409,2751,2025-11-06 07:21:07,8,17,0.56,0,23,28
1410,2311,2024-08-19 10:36:56,5,20,0.37,0,67,35
1411,220,2025-07-21 22:27:30,6,13,0.43,0,42,35
1412,4055,2025-01-02 05:30:42,0,12,0.82,0,72,28
1413,2475,2024-11-16 16:55:28,9,5,0.31,0,69,33
1414,4586,2025-12-01 01:54:24,7,13,0.38,0,38,36
1415,1259,2025-01-07 10:21:08,3,13,0.19,0,38,39
1416,2115,2024-07-05 10:08:46,5,21,0.16,0,63,25
1417,1702,2024-09-01 08:41:00,3,23,0.11,0,70,25
1418,2557,2024-06-13 09:48:04,1,43,0.34,0,66,46
1419,327,2025-11-28 10:06:10,4,29,0.24,1,94,47
1420,3909,2025-03-26 01:00:22,6,13,0.13,0,42,47
1421,4549,2025-09-17 13:35:28,7,17,0.21,0,63,9
1422,1536,2025-03-16 13:54:05,4,15,0.37,1,22,57
1423,3646,2025-08-30 05:35:46,4,34,0.2,0,85,20
1424,998,2025-03-06 17:33:49,2,14,0.39,1,69,12
1425,654,2024-09-10 07:37:31,5,5,0.06,0,60,34
1426,3642,2025-03-22 08:09:00,3,11,0.42,0,51,64
1427,411,2024-03-16 14:18:21,0,10,0.04,0,53,48
1428,2163,2025-01-10 22:34:57,7,13,0.5,0,44,31
1429,4646,2024-11-02 15:26:05,6,19,0.7,0,43,62
1430,1446,2025-07-14 12:04:15,5,26,0.17,0,38,25
1431,2901,2024-04-03 14:32:35,5,21,0.21,0,75,16
1432,1222,2025-04-09 19:56:41,3,25,0.21,0,61,46
1433,4834,2025-11-22 00:54:07,6,11,0.12,0,31,37
1434,2610,2024-03-24 07:03:01,3,10,0.12,0,64,29
1435,3577,2025-11-16 21:13:17,10,11,0.44,0,55,50
1436,2094,2025-09-07 09:49:20,5,23,0.55,0,71,19
1437,3713,2025-08-24 12:50:43,4,5,0.37,0,59,35
1438,4925,2025-05-07 23:13:51,9,17,0.3,0,52,34
1439,479,2025-12-10 18:08:14,5,22,0.06,0,49,32
1440,4228,2024-11-05 05:01:19,3,24,0.45,0,49,26
1441,2241,2024-02-09 01:19:27,1,18,0.09,0,96,19
1442,4393,2025-03-26 09:38:58,1,31,0.5,0,71,36
1443,441,2024-08-07 03:08:40,10,19,0.29,0,48,31
1444,4703,2025-03-26 23:17:03,8,28,0.47,1,60,38
1445,294,2025-01-30 13:47:04,5,5,0.65,0,42,37
1446,86,2024-04-26 13:08:42,6,26,0.19,0,50,17
1447,3012,2024-09-29 05:13:29,2,17,0.16,0,43,45
1448,2300,2025-07-06 19:29:44,9,26,0.5,0,49,28
1449,3629,2025-12-02 21:55:40,4,33,0.47,0,57,7
1450,737,2025-05-30 17:53:09,5,23,0.42,0,45,37
1451,3918,2025-06-20 22:26:00,7,0,0.05,0,27,18
1452,3528,2025-08-25 20:59:33,3,0,0.28,0,81,33
1453,630,2024-07-02 23:59:15,6,12,0.23,0,84,3
1454,3927,2025-02-11 07:46:02,3,0,0.11,0,46,33
1455,789,2024-05-15 03:06:42,7,22,0.26,0,47,6
1456,504,2024-06-14 13:06:25,3,26,0.13,0,66,30
1457,1437,2024-07-13 19:25:33,5,0,0.17,0,81,44
1458,2604,2025-10-02 07:42:49,6,45,0.35,0,85,9
1459,2097,2025-10-31 16:46:52,7,25,0.21,0,51,12
1460,3301,2024-08-15 22:25:09,2,0,0.14,0,96,0
1461,4284,2024-06-11 20:20:57,5,49,0.32,0,106,43
1462,2704,2024-10-13 16:44:07,5,26,0.3,0,46,48
1463,1504,2024-03-29 01:08:24,5,30,0.19,0,69,30
1464,250,2025-12-16 10:30:58,4,0,0.41,0,59,29
1465,1478,2024-08-14 21:41:36,2,9,0.18,0,33,21
1466,1745,2024-06-18 21:48:44,4,18,0.29,0,45,23
1467,3985,2025-08-31 14:55:13,10,8,0.44,1,61,14
1468,3756,2024-10-10 13:54:49,4,11,0.37,0,45,19
1469,2374,2024-05-26 05:51:05,0,31,0.28,0,43,28
1470,1053,2024-08-18 03:52:50,4,23,0.47,0,52,26
1471,4111,2024-12-03 07:58:41,11,1,0.61,0,36,32
1472,958,2025-10-25 18:16:14,6,4,0.55,0,111,46
1473,1730,2025-06-05 04:53:39,4,15,0.36,0,48,21
1474,2798,2025-02-26 10:29:15,10,28,0.24,0,39,27
1475,4314,2025-03-12 02:14:32,4,24,0.24,0,93,30
1476,4141,2024-03-21 13:29:08,4,13,0.26,0,54,36
1477,3530,2025-03-03 22:39:24,9,15,0.09,0,47,35
1478,3699,2024-07-11 19:24:25,1,11,0.47,0,80,50
1479,2573,2024-03-10 13:36:14,5,0,0.54,0,75,16
1480,3414,2024-12-28 04:34:13,4,19,0.18,0,69,33
1481,4342,2025-06-18 07:00:24,1,20,0.14,0,54,37
1482,4302,2025-09-23 04:20:47,3,27,0.13,0,78,38
1483,3405,2025-03-10 21:12:49,5,26,0.43,0,64,47
1484,3050,2025-08-16 11:54:55,6,13,0.47,0,110,35
1485,2926,2024-02-06 07:48:04,2,29,0.41,1,97,42
1486,2195,2024-06-14 09:21:49,2,21,0.22,0,50,11
1487,2702,2024-07-07 08:52:42,3,32,0.43,0,86,64
1488,3085,2025-01-20 07:41:15,6,27,0.35,0,72,29
1489,4329,2024-08-01 11:55:01,5,9,0.13,1,41,12
1490,3182,2025-01-19 22:46:29,6,19,0.3,1,48,21
1491,96,2025-05-21 07:13:35,5,16,0.17,0,34,55
1492,3222,2025-10-28 02:52:15,5,0,0.59,0,90,17
1493,1561,2024-04-22 06:55:47,6,29,0.62,0,53,55
1494,4499,2025-06-10 21:14:27,5,17,0.3,0,31,30
1495,3633,2024-05-23 12:49:47,5,17,0.38,1,69,46
1496,4888,2025-10-13 20:01:06,0,6,0.19,1,48,3
1497,2008,2025-07-14 18:17:51,3,38,0.51,0,42,22
1498,2886,2025-10-14 04:41:32,3,27,0.16,0,34,35
1499,3808,2024-03-15 20:04:15,4,16,0.04,1,45,22
1500,3244,2024-05-03 22:33:03,7,8,0.32,0,51,28
1501,1777,2024-10-27 23:58:03,4,19,0.42,0,15,22
1502,1042,2025-12-07 02:12:20,2,18,0.15,0,38,18
1503,3728,2024-11-03 05:45:00,9,33,0.44,0,67,31
1504,3854,2024-02-14 17:26:12,7,21,0.31,1,73,49
1505,1482,2025-05-16 19:10:05,3,9,0.12,0,59,27
1506,719,2025-02-18 03:42:26,3,20,0.53,0,61,0
1507,3676,2024-05-05 03:33:31,1,33,0.28,0,64,19
1508,2485,2025-11-27 01:06:12,0,33,0.25,0,64,3
1509,4390,2024-04-21 07:26:02,6,15,0.25,0,74,13
1510,730,2025-07-08 01:33:44,1,10,0.34,1,57,21
1511,2308,2025-08-14 01:42:47,8,23,0.38,0,71,14
1512,2745,2024-06-09 15:44:21,10,13,0.12,0,61,30
1513,2971,2025-11-28 19:33:37,5,30,0.29,0,69,42
1514,2687,2024-02-14 04:16:36,5,28,0.26,0,69,30
1515,3801,2024-05-19 18:02:15,5,11,0.54,0,85,53
1516,2652,2025-09-29 18:13:21,4,20,0.32,0,83,43
1517,2719,2024-11-24 03:04:19,5,33,0.14,0,66,12
1518,1042,2025-05-31 15:48:42,8,23,0.35,0,81,13
1519,3746,2025-05-28 02:11:00,8,24,0.09,0,42,38
1520,2716,2025-06-27 01:48:48,0,16,0.21,0,75,34
1521,4594,2025-11-15 06:43:12,6,2,0.25,0,69,11
1522,3902,2025-07-29 16:26:04,3,4,0.22,0,54,22
1523,1190,2024-09-13 15:41:12,8,9,0.45,0,39,37
1524,1318,2024-04-13 18:57:33,5,22,0.26,0,14,22
1525,314,2025-10-12 18:03:27,3,13,0.26,0,33,11
1526,2552,2024-08-12 04:15:00,4,10,0.07,0,78,40
1527,3210,2025-12-10 16:52:40,2,11,0.11,0,67,30
1528,3453,2024-09-27 02:38:56,10,14,0.17,0,37,42
1529,4197,2024-07-10 04:25:50,5,10,0.47,1,80,28
1530,3962,2024-07-23 08:36:19,3,24,0.15,0,35,19
1531,4308,2024-04-28 23:08:21,6,8,0.21,0,54,37
1532,3184,2025-11-26 10:07:28,3,32,0.06,0,61,43
1533,1761,2025-04-07 23:25:25,1,5,0.68,0,61,11
1534,3893,2024-07-31 02:12:58,5,25,0.26,0,45,0
1535,882,2024-07-07 02:33:42,4,23,0.53,0,43,18
1536,1375,2025-07-11 19:31:53,8,22,0.29,0,27,0
1537,3854,2024-08-28 11:52:34,8,11,0.28,0,70,38
1538,1524,2025-05-10 09:47:30,8,4,0.41,0,58,3
1539,425,2025-04-17 20:09:02,6,18,0.4,0,55,5
1540,1743,2024-03-23 23:54:45,8,15,0.26,0,69,19
1541,307,2025-05-21 08:39:02,0,10,0.31,0,78,22
1542,4442,2024-05-16 20:51:17,3,15,0.38,0,65,39
1543,4978,2024-11-07 08:03:22,0,29,0.17,1,108,63
1544,3417,2025-04-14 09:05:51,1,28,0.74,0,98,30
1545,273,2025-10-07 18:59:24,4,23,0.26,0,58,51
1546,4715,2025-02-07 12:48:15,6,11,0.41,0,60,34
1547,1,2024-03-08 13:22:40,3,17,0.26,0,75,0
1548,1825,2025-04-25 21:22:11,9,45,0.52,0,57,23
1549,424,2025-07-18 17:37:58,0,13,0.57,1,35,21
1550,2134,2025-07-23 16:29:58,4,32,0.11,0,62,27
1551,2235,2024-10-06 09:00:57,6,22,0.28,0,87,32
1552,3258,2024-07-10 07:37:59,10,14,0.51,0,47,7
1553,891,2024-02-06 13:31:38,1,32,0.38,0,65,35
1554,4788,2025-05-02 10:47:56,11,11,0.25,0,88,14
1555,4979,2025-07-24 23:28:33,0,20,0.06,1,25,33
1556,1077,2024-12-04 22:33:34,5,11,0.29,1,105,26
1557,477,2024-11-01 03:17:59,6,16,0.13,0,29,22
1558,1572,2024-12-17 18:18:38,6,31,0.48,1,55,10
1559,512,2024-02-12 01:23:53,2,12,0.22,1,40,51
1560,1285,2025-09-08 21:53:12,2,7,0.12,0,71,47
1561,1086,2024-05-03 07:52:05,8,7,0.25,0,93,17
1562,1780,2024-06-21 12:09:52,7,16,0.25,0,53,42
1563,2011,2024-05-21 10:43:33,2,20,0.58,1,76,28
1564,3529,2024-05-11 06:07:32,7,19,0.29,0,79,5
1565,4623,2024-03-23 14:58:04,4,19,0.55,0,71,17
1566,4775,2025-05-22 02:57:35,3,38,0.35,0,51,36
1567,4309,2025-08-30 22:51:07,0,30,0.61,0,45,40
1568,4887,2025-05-27 10:29:19,4,9,0.27,0,64,0
1569,1775,2025-03-10 04:19:38,2,25,0.37,0,47,42
1570,3359,2025-05-19 11:54:13,0,23,0.23,0,100,22
1571,2312,2025-02-06 20:28:26,0,14,0.22,0,65,23
1572,4216,2024-01-25 11:04:29,3,3,0.19,0,87,40
1573,54,2024-04-22 05:32:50,2,11,0.1,0,44,16
1574,2899,2024-05-17 13:31:17,5,8,0.34,0,61,16
1575,4831,2024-06-28 09:33:35,4,10,0.37,0,50,22
1576,4266,2024-07-09 17:01:27,9,28,0.5,0,54,1
1577,2004,2025-01-12 13:00:22,1,25,0.29,0,46,53
1578,1532,2024-03-12 16:23:41,6,19,0.22,1,57,23
1579,4068,2025-03-25 16:13:01,6,4,0.29,0,40,5
1580,1379,2024-06-09 00:49:07,5,15,0.41,1,60,31
1581,1810,2025-05-31 08:03:36,5,17,0.08,0,79,27
1582,1525,2024-07-06 16:22:58,5,21,0.28,0,47,14
1583,4167,2025-05-21 11:31:11,7,4,0.02,0,34,23
1584,2645,2024-03-21 13:05:30,3,11,0.48,1,73,27
1585,2963,2025-12-02 07:31:32,9,9,0.55,0,50,0
1586,895,2025-02-13 16:51:02,7,21,0.31,0,43,14
1587,2638,2024-05-13 08:52:13,0,15,0.2,0,66,22
1588,3948,2024-07-12 10:57:05,6,12,0.11,1,53,44
1589,4104,2024-09-18 08:39:11,4,12,0.21,0,48,45
1590,2988,2025-05-27 19:58:54,3,10,0.39,0,62,19
1591,4760,2025-05-28 20:33:35,7,26,0.2,0,50,7
1592,134,2024-07-08 05:12:39,0,28,0.4,0,76,31
1593,2565,2024-09-22 16:50:32,4,15,0.12,0,65,5
1594,432,2025-09-06 09:12:39,3,18,0.33,0,80,49
1595,307,2025-03-06 23:01:44,3,27,0.12,1,42,25
1596,4821,2024-12-10 12:44:18,5,16,0.08,0,78,8
1597,1246,2024-04-13 15:15:37,1,14,0.16,0,56,43
1598,51,2024-01-27 09:13:28,5,13,0.09,0,56,41
1599,448,2024-06-26 07:49:50,8,39,0.4,0,12,30
1600,3342,2025-07-28 00:25:41,7,18,0.64,0,65,19
1601,2691,2024-06-21 17:50:57,1,21,0.37,0,29,43
1602,2953,2024-02-05 21:19:58,6,22,0.49,0,65,58
1603,1286,2025-04-21 20:12:19,4,14,0.12,0,71,35
1604,4576,2025-10-19 01:07:31,10,17,0.26,0,66,43
1605,1510,2024-03-20 17:27:38,5,28,0.6,0,69,32
1606,1210,2024-01-25 17:23:35,3,18,0.08,0,75,29
1607,38,2024-03-25 21:46:33,6,31,0.43,1,70,39
1608,198,2025-07-05 06:55:31,3,21,0.29,0,77,28
1609,1749,2024-11-20 18:05:31,10,22,0.54,0,30,41
1610,4395,2024-11-04 11:08:59,8,8,0.55,0,64,30
1611,3072,2025-02-27 14:21:47,1,26,0.04,0,51,19
1612,4625,2024-07-03 12:50:30,5,9,0.53,0,73,54
1613,3946,2025-08-06 15:22:41,4,17,0.19,0,37,37
1614,4032,2025-04-24 15:12:06,0,27,0.3,0,51,38
1615,1790,2025-07-20 21:54:46,5,20,0.34,0,44,46
1616,820,2024-05-18 14:32:39,4,22,0.21,0,47,13
1617,3064,2024-05-28 14:50:03,10,21,0.47,0,54,40
1618,2450,2024-08-31 00:57:45,4,23,0.44,0,78,2
1619,1600,2024-09-06 21:23:38,4,27,0.23,0,57,49
1620,1169,2024-08-26 00:26:26,5,10,0.5,0,64,21
1621,1712,2025-03-16 18:49:27,8,32,0.3,0,71,40
1622,2850,2024-04-25 14:21:39,5,15,0.07,0,60,7
1623,2599,2024-04-24 04:08:18,11,26,0.49,0,49,65
1624,3073,2024-03-17 06:43:48,2,20,0.63,0,93,29
1625,3689,2025-05-24 09:16:22,0,10,0.06,0,66,21
1626,4284,2025-05-15 18:51:21,5,15,0.16,0,58,31
1627,1857,2024-03-21 21:06:11,7,23,0.1,0,62,8
1628,1741,2024-10-08 12:59:27,5,20,0.67,0,17,28
1629,3458,2024-06-10 02:03:22,2,8,0.46,0,45,19
1630,927,2024-02-25 18:48:49,5,25,0.17,0,75,40
1631,624,2025-08-16 21:41:04,0,21,0.3,0,73,38
1632,4057,2025-12-05 16:06:37,0,13,0.21,0,72,17
1633,4028,2024-02-27 18:25:41,0,4,0.17,0,83,18
1634,228,2025-04-10 23:44:23,3,32,0.3,0,45,43
1635,3062,2025-04-20 03:16:50,4,25,0.13,0,73,40
1636,1358,2024-04-27 01:10:58,0,39,0.6,0,71,40
1637,4421,2024-05-02 04:55:37,8,25,0.42,1,30,37
1638,2650,2025-11-13 06:35:04,7,10,0.2,0,72,23
1639,1552,2025-12-19 08:44:57,3,19,0.36,0,62,29
1640,3005,2024-06-26 16:42:53,1,7,0.28,0,48,13
1641,1098,2024-05-08 04:36:46,2,10,0.76,0,90,15
1642,4070,2025-09-18 16:22:28,5,26,0.24,0,93,21
1643,2155,2025-06-07 13:28:12,8,24,0.13,0,60,29
1644,3072,2024-02-21 08:47:15,2,21,0.01,0,77,55
1645,3982,2024-05-04 22:29:25,5,30,0.53,0,53,35
1646,1520,2024-03-28 14:57:27,0,22,0.24,0,66,27
1647,1799,2025-04-22 02:34:48,5,29,0.35,0,41,38
1648,1612,2024-07-13 06:58:35,3,18,0.74,0,60,4
1649,2773,2025-06-03 03:00:14,4,23,0.21,0,48,26
1650,783,2024-07-15 16:48:10,5,6,0.42,0,80,2
1651,3009,2025-07-19 17:58:56,3,27,0.6,1,29,26
1652,817,2024-08-05 13:41:40,0,15,0.17,0,54,18
1653,4241,2025-11-25 17:08:39,2,28,0.21,0,54,40
1654,4165,2024-07-15 00:24:47,3,3,0.58,0,29,6
1655,3235,2025-08-13 08:45:35,4,40,0.09,0,79,54
1656,2565,2024-02-17 17:28:36,0,15,0.32,0,91,21
1657,462,2024-09-07 17:19:04,7,19,0.07,0,37,27
1658,4794,2024-06-05 14:09:44,7,36,0.05,0,87,27
1659,1884,2025-10-14 09:13:42,5,6,0.19,0,53,30
1660,1730,2025-12-08 18:42:08,3,12,0.23,1,74,7
1661,324,2025-08-08 21:41:11,3,10,0.37,1,24,16
1662,2337,2025-07-13 17:49:43,8,37,0.26,0,47,31
1663,955,2024-03-14 22:44:27,2,0,0.29,0,79,31
1664,4960,2024-07-07 20:35:14,6,24,0.13,0,60,15
1665,4018,2025-04-10 06:23:24,2,12,0.25,0,56,46
1666,2912,2024-02-12 10:18:02,7,12,0.12,0,55,29
1667,1899,2025-11-15 00:35:25,0,23,0.57,1,63,55
1668,2135,2024-03-15 11:31:55,3,14,0.17,0,44,17
1669,3668,2025-01-16 22:25:34,9,33,0.12,0,44,49
1670,680,2024-11-03 18:07:19,4,30,0.35,0,23,58
1671,93,2025-09-24 05:50:30,5,17,0.18,0,60,29
1672,561,2025-09-23 13:44:47,7,15,0.12,0,39,6
1673,13,2024-10-19 04:33:40,10,11,0.28,0,53,0
1674,2590,2025-10-06 14:52:14,3,30,0.53,1,73,32
1675,836,2024-05-13 06:53:54,6,32,0.19,0,56,31
1676,4073,2024-07-30 04:53:21,1,32,0.19,0,70,5
1677,3337,2024-03-08 00:15:06,4,19,0.14,1,42,14
1678,4488,2025-02-17 11:24:30,4,8,0.45,0,74,2
1679,2122,2024-08-05 03:41:01,5,37,0.67,0,75,56
1680,589,2024-05-27 15:44:29,3,16,0.32,0,65,45
1681,390,2024-07-20 07:51:21,10,10,0.29,0,52,19
1682,2879,2025-10-03 13:47:17,6,24,0.06,0,81,33
1683,3960,2025-04-09 01:27:09,7,10,0.73,0,38,31
1684,2166,2025-09-23 14:40:54,3,30,0.34,0,54,14
1685,3017,2024-02-05 05:57:06,2,18,0.15,0,42,28
1686,2252,2024-10-28 22:53:42,5,4,0.21,0,61,25
1687,2871,2025-07-27 12:30:12,8,18,0.14,0,98,12
1688,1191,2024-09-15 10:59:29,5,27,0.23,1,66,32
1689,2644,2025-11-16 07:41:50,5,26,0.3,0,50,9
1690,3753,2025-07-23 09:49:07,4,18,0.45,0,39,25
1691,4470,2025-11-27 17:03:39,1,30,0.4,0,85,42
1692,2408,2025-08-20 03:26:09,4,3,0.29,0,67,14
1693,468,2025-08-08 14:26:19,2,10,0.15,0,44,27
1694,151,2025-09-24 00:44:03,7,22,0.41,0,25,35
1695,3642,2025-09-24 04:37:00,0,28,0.47,0,78,3
1696,1373,2024-04-06 20:23:09,3,13,0.36,0,55,36
1697,4400,2024-11-20 04:13:31,3,29,0.25,0,43,40
1698,4354,2025-05-10 01:07:40,4,36,0.28,0,79,0
1699,1870,2025-06-11 07:34:43,3,16,0.43,0,66,42
1700,3359,2024-08-30 13:59:42,7,17,0.07,0,53,60
1701,2938,2025-12-08 20:23:39,1,26,0.28,0,43,55
1702,3641,2024-07-31 21:54:53,3,23,0.43,0,72,30
1703,251,2024-12-04 10:54:09,8,20,0.27,1,67,17
1704,3980,2024-06-23 02:55:20,0,5,0.21,0,48,23
1705,2808,2024-09-30 05:41:16,9,29,0.2,0,62,32
1706,1356,2025-08-06 01:56:14,4,0,0.16,0,74,32
1707,253,2025-12-10 21:37:33,3,19,0.47,0,72,37
1708,892,2024-12-07 19:57:29,5,14,0.05,0,75,48
1709,1817,2024-08-11 13:41:10,7,0,0.32,0,21,33
1710,1307,2024-08-07 19:01:36,7,19,0.32,0,67,41
1711,4446,2024-10-30 02:47:35,7,26,0.53,0,43,0
1712,278,2024-06-30 23:13:38,3,21,0.3,0,36,21
1713,1272,2025-10-11 07:28:35,9,22,0.21,0,52,59
1714,4736,2024-03-10 14:03:28,7,14,0.31,0,92,33
1715,297,2025-11-01 02:47:43,6,14,0.2,0,61,36
1716,3049,2024-09-22 13:35:06,6,22,0.32,0,58,29
1717,535,2024-12-07 01:44:35,5,9,0.05,0,77,52
1718,2674,2024-12-15 11:41:23,6,20,0.38,1,54,37
1719,404,2024-11-20 11:49:39,4,17,0.31,0,84,12
1720,4601,2025-10-10 22:33:30,5,24,0.19,0,39,37
1721,1994,2025-05-15 18:28:27,3,44,0.23,0,35,17
1722,2125,2024-01-28 06:20:31,4,23,0.09,1,45,24
1723,2329,2025-12-09 06:50:29,2,28,0.52,0,73,24
1724,1748,2024-11-30 09:44:53,5,24,0.35,0,51,63
1725,4118,2025-06-18 01:47:58,2,25,0.51,1,63,28
1726,304,2024-12-21 05:41:27,4,0,0.12,0,67,23
1727,1410,2024-02-11 02:03:42,6,35,0.41,0,41,24
1728,4455,2024-01-24 20:17:27,1,16,0.29,0,69,39
1729,3098,2025-01-28 17:06:41,2,17,0.23,0,73,30
1730,4178,2024-05-04 07:20:29,5,15,0.12,0,61,25
1731,1707,2024-05-18 03:57:21,4,19,0.21,0,20,22
1732,419,2024-02-15 22:27:40,6,21,0.25,0,26,31
1733,2660,2024-12-09 04:29:20,5,32,0.42,0,33,0
1734,330,2025-11-23 09:24:58,6,13,0.23,0,69,46
1735,3529,2024-03-27 14:45:41,7,18,0.46,0,52,5
1736,2582,2025-01-13 14:25:26,5,22,0.23,0,42,13
1737,1811,2025-09-20 10:29:06,7,15,0.27,0,82,37
1738,3097,2025-10-03 11:07:56,8,12,0.1,0,55,37
1739,3727,2024-02-04 09:11:05,0,14,0.13,0,74,40
1740,329,2025-01-14 02:05:56,7,9,0.26,0,65,51
1741,1823,2024-06-25 21:52:26,2,16,0.48,0,71,50
1742,3332,2024-12-04 06:31:34,3,7,0.3,0,45,35
1743,2196,2024-02-28 18:17:10,5,32,0.12,0,98,52
1744,2887,2024-09-02 22:33:47,1,18,0.32,0,49,23
1745,679,2025-11-27 07:34:24,8,27,0.4,0,61,10
1746,3818,2025-02-18 03:22:10,14,29,0.22,0,90,13
1747,4284,2025-08-20 19:38:50,1,26,0.47,0,40,37
1748,4640,2025-06-05 02:41:13,4,11,0.35,0,39,25
1749,2646,2025-12-06 18:14:27,6,16,0.26,0,59,24
1750,891,2024-07-01 01:37:46,8,30,0.41,0,39,43
1751,3364,2025-01-02 15:46:52,3,12,0.13,0,38,6
1752,3901,2025-12-01 06:05:52,9,15,0.13,0,68,27
1753,3902,2024-07-06 00:35:12,6,11,0.37,0,67,27
1754,1243,2024-04-23 19:43:25,5,25,0.45,0,77,37
1755,79,2024-08-07 06:13:19,1,26,0.2,0,79,45
1756,4298,2025-10-18 16:11:45,7,20,0.52,1,80,36
1757,849,2025-03-05 16:20:05,11,22,0.08,0,95,43
1758,1999,2025-10-17 10:37:07,0,37,0.3,0,59,23
1759,4889,2024-02-05 14:22:58,6,20,0.71,0,52,55
1760,4596,2025-11-22 10:42:52,4,19,0.45,0,89,23
1761,1553,2025-09-19 04:59:23,7,23,0.26,0,47,32
1762,3046,2025-09-26 14:00:52,3,41,0.14,0,50,22
1763,2693,2025-02-11 22:47:40,4,28,0.12,0,39,43
1764,252,2025-06-29 22:18:12,5,27,0.27,0,47,35
1765,1638,2025-05-10 00:33:06,0,18,0.2,0,89,11
1766,4307,2025-06-02 02:48:47,8,21,0.43,1,66,41
1767,4407,2025-07-24 13:38:22,2,14,0.51,0,88,40
1768,2211,2025-09-20 05:33:24,7,13,0.73,1,73,66
1769,200,2024-12-25 00:49:53,4,9,0.46,0,94,29
1770,3161,2025-09-01 16:43:55,5,11,0.34,0,82,58
1771,3842,2025-05-31 01:14:02,10,18,0.17,0,43,42
1772,4814,2024-05-24 15:57:51,4,20,0.31,0,50,28
1773,299,2025-02-07 10:35:58,0,7,0.31,0,41,13
1774,2191,2025-04-13 04:42:21,0,17,0.32,0,58,32
1775,3856,2024-06-17 09:18:06,3,20,0.11,0,92,40
1776,1944,2024-05-01 10:35:32,4,19,0.21,0,69,28
1777,3495,2025-06-04 13:24:07,0,36,0.25,0,55,42
1778,4739,2024-09-06 10:06:39,6,8,0.17,0,52,8
1779,2419,2025-03-02 18:14:39,3,32,0.08,0,89,4
1780,1197,2025-03-01 18:50:09,2,18,0.36,0,71,54
1781,3983,2025-05-15 21:12:03,6,13,0.47,0,81,3
1782,2017,2025-08-09 01:21:57,4,29,0.36,0,49,45
1783,842,2025-08-07 14:30:56,8,15,0.4,0,56,0
1784,3789,2025-12-15 19:08:49,3,24,0.47,0,64,13
1785,148,2024-03-21 16:49:02,5,17,0.11,0,88,52
1786,2895,2025-02-28 03:59:29,5,31,0.13,1,34,61
1787,4841,2025-09-30 20:34:05,8,31,0.44,0,73,11
1788,1500,2024-03-30 20:07:51,3,26,0.26,0,69,30
1789,1615,2025-10-14 08:50:14,5,6,0.6,0,68,32
1790,2113,2025-11-30 00:11:51,6,17,0.44,0,64,54
1791,4094,2024-03-20 10:40:29,6,21,0.22,0,61,61
1792,4984,2024-06-22 21:02:27,2,20,0.05,0,79,40
1793,1515,2024-08-22 11:59:27,5,30,0.3,0,52,44
1794,3737,2024-02-24 20:38:41,5,14,0.06,0,85,13
1795,719,2025-09-05 13:30:06,5,12,0.12,0,57,1
1796,4830,2025-11-23 16:45:47,6,27,0.39,0,56,22
1797,4154,2025-07-15 04:21:10,2,25,0.25,0,68,38
1798,455,2024-02-28 16:58:46,5,16,0.32,1,68,56
1799,4396,2025-06-24 16:02:46,2,34,0.36,0,63,28
1800,345,2024-01-29 14:15:39,4,19,0.37,0,80,42
1801,1901,2024-07-15 08:29:40,3,6,0.21,0,37,6
1802,188,2024-12-04 12:08:39,2,4,0.29,0,14,51
1803,1889,2025-06-02 23:48:04,7,36,0.33,0,60,34
1804,4524,2025-02-09 01:27:09,4,31,0.25,0,71,28
1805,1005,2025-09-27 21:43:43,6,11,0.29,0,91,35
1806,3396,2024-06-29 20:45:04,8,18,0.19,0,47,35
1807,2642,2024-05-29 10:33:39,0,30,0.35,0,68,64
1808,1283,2024-09-05 15:12:59,5,11,0.24,0,66,25
1809,4769,2025-12-11 14:02:53,2,26,0.33,0,85,18
1810,2824,2025-12-09 03:15:45,6,28,0.64,0,89,35
1811,2065,2025-11-02 17:19:55,5,9,0.24,0,42,19
