user_id,bureau_score,delinq_12m,credit_utilization,open_accounts,inquiry_3m
871,676.0,0,0.39,3,1
872,627.0,0,0.52,1,2
873,817.0,0,0.4,9,0
874,702.0,0,0.38,7,0
875,566.0,0,0.73,2,0
876,518.0,1,0.14,3,0
877,566.0,2,0.21,7,3
878,592.0,1,0.67,9,4
879,539.0,1,0.34,10,1
880,510.0,0,0.06,1,0
881,619.0,0,0.25,6,0
882,671.0,0,0.43,10,0
883,749.0,0,0.49,9,1
884,606.0,1,0.38,0,2
885,648.0,3,0.52,0,4
886,452.0,0,0.09,10,0
887,669.0,0,0.4,2,0
888,519.0,0,0.19,1,0
889,624.0,0,0.37,1,1
890,597.0,0,0.07,0,0
891,581.0,0,0.25,4,3
892,481.0,0,0.3,2,1
893,539.0,0,0.05,0,2
894,524.0,1,0.1,3,4
895,552.0,0,0.44,3,2
896,695.0,1,0.41,8,3
897,572.0,3,0.42,2,2
898,546.0,0,0.46,9,0
899,652.0,1,0.45,1,0
900,626.0,0,0.3,4,5
901,763.0,0,0.54,10,1
902,681.0,1,0.23,2,1
903,441.0,2,0.15,9,0
904,664.0,0,0.23,3,0
905,655.0,1,0.28,0,1
906,733.0,1,0.3,9,1
907,584.0,0,0.38,8,3
908,688.0,0,0.53,0,0
909,572.0,0,0.27,5,1
910,623.0,0,0.51,4,3
911,516.0,0,0.26,7,2
912,490.0,4,0.05,2,0
913,670.0,1,0.36,3,4
914,600.0,0,0.32,3,0
915,498.0,0,0.46,9,1
916,665.0,0,0.57,2,5
917,381.0,0,0.47,3,0
918,535.0,0,0.14,8,1
919,467.0,1,0.33,2,0
920,696.0,0,0.55,2,1
921,565.0,0,0.37,4,0
922,606.0,1,0.39,9,4
923,624.0,0,0.64,3,0
924,665.0,3,0.46,7,0
925,656.0,3,0.43,3,0
926,664.0,0,0.35,3,0
927,579.0,0,0.35,10,1
928,668.0,1,0.36,0,0
929,548.0,0,0.43,1,4
930,568.0,5,0.25,1,2
931,477.0,0,0.24,1,1
932,734.0,1,0.16,5,0
933,521.0,0,0.37,1,5
934,713.0,0,0.14,9,0
935,643.0,0,0.19,7,4
936,616.0,0,0.37,4,0
937,629.0,0,0.55,4,2
938,515.0,0,0.11,4,2
939,728.0,1,0.24,5,1
940,571.0,0,0.03,10,0
941,681.0,0,0.15,2,0
942,557.0,0,0.13,4,1
943,485.0,0,0.46,3,4
944,759.0,0,0.14,1,0
945,552.0,3,0.16,6,1
946,637.0,1,0.29,2,0
947,358.0,2,0.07,7,0
948,594.0,0,0.46,9,0
949,648.0,0,0.49,7,4
950,611.0,2,0.33,5,1
951,592.0,3,0.64,7,2
952,583.0,0,0.02,8,2
953,670.0,3,0.47,5,0
954,497.0,0,0.29,6,1
955,581.0,0,0.4,3,3
956,715.0,0,0.15,2,2
957,481.0,0,0.1,0,2
958,591.0,2,0.61,2,1
959,512.0,0,0.54,3,0
960,624.0,0,0.42,1,0
961,603.0,0,0.27,9,0
962,524.0,1,0.73,1,2
963,602.0,0,0.58,3,0
964,605.0,1,0.2,6,0
965,551.0,3,0.41,1,0
966,567.0,0,0.52,8,3
967,548.0,0,0.24,7,0
968,418.0,0,0.51,7,1
969,674.0,0,0.32,8,0
970,696.0,0,0.48,9,0
971,460.0,0,0.37,5,3
972,697.0,0,0.18,9,0
973,632.0,0,0.29,10,0
974,512.0,1,0.26,10,3
975,583.0,0,0.67,9,1
976,544.0,0,0.1,8,1
977,674.0,0,0.13,10,2
978,527.0,2,0.33,5,0
979,770.0,0,0.09,2,1
980,693.0,0,0.53,3,0
981,502.0,0,0.26,2,0
982,731.0,0,0.31,0,2
983,658.0,0,0.15,5,0
984,588.0,3,0.38,10,0
985,654.0,0,0.47,9,4
986,674.0,1,0.34,3,1
987,539.0,3,0.21,4,0
988,667.0,0,0.04,1,0
989,565.0,0,0.34,4,2
990,665.0,0,0.41,0,0
991,589.0,1,0.17,1,0
992,519.0,1,0.09,2,5
993,650.0,2,0.14,7,1
994,570.0,0,0.32,9,1
995,612.0,1,0.38,9,2
996,633.0,0,0.52,10,0
997,718.0,0,0.45,1,1
998,565.0,2,0.68,2,0
999,532.0,2,0.42,5,0
1000,732.0,0,0.33,9,0
1001,600.0,0,0.13,0,0
1002,556.0,0,0.15,6,3
1003,629.0,0,0.62,1,0
1004,573.0,0,0.51,3,0
1005,579.0,1,0.32,7,5
1006,806.0,0,0.33,3,1
1007,521.0,0,0.32,8,0
1008,485.0,0,0.46,4,0
1009,698.0,0,0.42,10,0
1010,570.0,0,0.26,1,1
1011,626.0,0,0.35,2,0
1012,651.0,0,0.43,7,4
1013,460.0,0,0.25,10,1
1014,691.0,0,0.35,0,1
1015,555.0,0,0.26,6,4
1016,752.0,0,0.18,9,0
1017,536.0,0,0.46,9,1
1018,725.0,3,0.4,8,1
1019,740.0,0,0.19,5,1
1020,561.0,2,0.33,3,0
1021,585.0,2,0.14,6,0
1022,575.0,3,0.28,5,0
1023,722.0,2,0.86,3,0
1024,614.0,1,0.45,4,1
1025,643.0,0,0.43,1,3
1026,589.0,0,0.62,10,2
1027,638.0,0,0.23,1,4
1028,643.0,0,0.29,5,6
1029,552.0,1,0.45,4,0
1030,742.0,0,0.24,10,2
1031,584.0,0,0.06,5,2
1032,682.0,0,0.13,8,0
1033,499.0,0,0.43,6,1
1034,655.0,0,0.31,8,2
1035,685.0,0,0.19,4,1
1036,621.0,2,0.48,7,1
1037,686.0,1,0.48,9,1
1038,543.0,0,0.33,7,0
1039,638.0,1,0.36,4,0
1040,478.0,0,0.29,4,0
1041,612.0,0,0.54,5,1
1042,537.0,0,0.19,1,1
1043,594.0,0,0.5,1,4
1044,710.0,0,0.65,5,4
1045,739.0,0,0.45,2,0
1046,497.0,1,0.59,8,5
1047,700.0,0,0.15,3,0
1048,712.0,0,0.52,1,0
1049,626.0,0,0.23,4,1
1050,709.0,4,0.29,5,0
1051,567.0,0,0.09,3,1
1052,559.0,2,0.1,2,0
1053,559.0,0,0.31,6,2
1054,657.0,0,0.51,4,0
1055,592.0,0,0.13,7,0
1056,543.0,1,0.14,2,4
1057,547.0,0,0.2,9,3
1058,600.0,1,0.05,7,1
1059,532.0,0,0.19,1,0
1060,653.0,0,0.21,7,2
1061,696.0,0,0.17,4,2
1062,678.0,0,0.22,4,0
1063,833.0,0,0.1,6,0
1064,633.0,0,0.48,2,1
1065,736.0,0,0.06,10,1
1066,615.0,0,0.57,3,0
1067,578.0,0,0.1,10,1
1068,610.0,0,0.46,2,1
1069,613.0,0,0.39,2,2
1070,590.0,0,0.32,10,1
1071,513.0,0,0.51,6,0
1072,522.0,0,0.33,2,0
1073,691.0,3,0.32,5,1
1074,667.0,0,0.33,4,1
1075,742.0,0,0.23,8,1
1076,569.0,0,0.6,5,0
1077,561.0,0,0.3,0,0
1078,508.0,1,0.47,7,0
1079,684.0,0,0.42,9,1
1080,529.0,1,0.22,8,0
1081,598.0,0,0.28,2,0
1082,625.0,0,0.7,4,3
1083,475.0,0,0.33,0,2
1084,662.0,0,0.16,5,1
1085,681.0,0,0.46,3,1
1086,622.0,0,0.61,9,0
1087,593.0,0,0.43,2,3
1088,597.0,2,0.36,1,0
1089,712.0,0,0.41,7,0
1090,604.0,0,0.54,4,0
1091,598.0,0,0.33,7,0
1092,545.0,5,0.01,2,3
1093,376.0,0,0.52,9,0
1094,688.0,0,0.37,0,1
1095,600.0,0,0.28,4,2
1096,530.0,0,0.39,1,0
1097,769.0,0,0.25,7,1
1098,635.0,0,0.22,2,1
1099,584.0,0,0.43,5,2
1100,681.0,0,0.33,6,3
1101,629.0,0,0.26,2,0
1102,628.0,0,0.26,8,0
1103,551.0,0,0.14,2,1
1104,656.0,1,0.38,10,4
1105,675.0,2,0.39,7,4
1106,552.0,0,0.29,10,6
1107,448.0,0,0.1,0,3
1108,676.0,0,0.5,9,0
1109,650.0,1,0.13,10,3
1110,667.0,0,0.54,5,0
1111,604.0,0,0.49,9,1
1112,677.0,1,0.64,4,1
1113,548.0,0,0.36,5,1
1114,585.0,0,0.61,4,0
1115,516.0,0,0.68,7,2
1116,693.0,1,0.39,10,0
1117,596.0,0,0.22,2,4
1118,619.0,0,0.54,6,1
1119,635.0,0,0.42,5,0
1120,581.0,0,0.06,8,0
1121,666.0,0,0.43,4,4
1122,733.0,0,0.32,0,2
1123,678.0,0,0.76,8,1
1124,462.0,1,0.46,10,2
1125,609.0,0,0.28,10,3
1126,612.0,4,0.43,5,1
1127,699.0,3,0.05,3,5
1128,556.0,2,0.24,6,0
1129,517.0,0,0.55,9,2
1130,667.0,0,0.33,8,1
1131,598.0,0,0.16,6,6
1132,550.0,0,0.91,0,3
1133,579.0,3,0.27,2,5
1134,487.0,0,0.24,0,2
1135,614.0,2,0.13,5,1
1136,576.0,5,0.23,10,1
1137,643.0,3,0.61,6,1
1138,584.0,0,0.12,2,2
1139,603.0,4,0.65,0,0
1140,564.0,0,0.48,1,0
1141,580.0,1,0.31,3,1
1142,510.0,1,0.23,10,3
1143,683.0,0,0.18,0,0
1144,597.0,0,0.89,4,0
1145,441.0,0,0.12,4,3
1146,473.0,0,0.26,9,1
1147,683.0,1,0.49,6,1
1148,597.0,0,0.43,10,0
1149,598.0,0,0.53,9,1
1150,600.0,1,0.36,2,2
1151,639.0,0,0.22,6,0
1152,722.0,0,0.33,0,2
1153,636.0,0,0.24,7,4
1154,625.0,2,0.44,0,1
1155,554.0,3,0.19,7,0
1156,477.0,0,0.6,3,2
1157,638.0,0,0.23,7,0
1158,644.0,0,0.39,1,0
1159,688.0,0,0.13,3,2
1160,737.0,1,0.79,9,3
1161,507.0,0,0.07,6,0
1162,551.0,0,0.31,10,1
1163,653.0,0,0.31,8,1
1164,600.0,0,0.69,4,2
1165,715.0,1,0.38,4,0
1166,585.0,0,0.19,3,0
1167,760.0,0,0.33,5,2
1168,604.0,0,0.27,4,4
1169,730.0,0,0.56,1,4
1170,407.0,0,0.24,9,3
1171,639.0,0,0.33,2,4
1172,602.0,1,0.06,1,0
1173,433.0,1,0.53,1,0
1174,599.0,0,0.05,1,0
1175,501.0,0,0.07,6,1
1176,558.0,0,0.15,3,1
1177,624.0,0,0.08,0,5
1178,590.0,2,0.35,6,0
1179,629.0,1,0.25,4,0
1180,613.0,2,0.18,7,0
1181,788.0,0,0.34,2,0
1182,621.0,1,0.4,10,1
1183,609.0,0,0.29,1,0
1184,634.0,0,0.31,0,0
1185,598.0,0,0.37,3,1
1186,473.0,0,0.2,3,0
1187,655.0,1,0.06,10,0
1188,703.0,1,0.21,3,0
1189,724.0,2,0.29,6,4
1190,655.0,1,0.2,0,4
1191,578.0,0,0.31,6,0
1192,621.0,0,0.14,8,0
1193,743.0,0,0.19,7,2
1194,582.0,0,0.27,4,3
1195,505.0,0,0.7,5,1
1196,777.0,2,0.05,6,1
1197,519.0,1,0.24,4,1
1198,474.0,0,0.2,4,2
1199,626.0,0,0.31,10,4
1200,633.0,0,0.22,4,1
1201,637.0,1,0.58,10,0
1202,670.0,0,0.56,1,4
1203,587.0,0,0.68,5,1
1204,588.0,0,0.4,9,0
1205,554.0,0,0.2,2,1
1206,611.0,0,0.28,1,3
1207,643.0,4,0.36,7,1
1208,673.0,0,0.6,6,0
1209,528.0,0,0.35,5,1
1210,500.0,0,0.16,10,2
1211,671.0,0,0.14,4,1
1212,558.0,1,0.35,3,0
1213,521.0,0,0.24,4,4
1214,452.0,0,0.19,5,0
1215,713.0,0,0.46,7,0
1216,622.0,1,0.12,8,1
1217,644.0,0,0.46,4,0
1218,635.0,0,0.26,2,4
1219,617.0,0,0.37,6,3
1220,598.0,0,0.57,2,1
1221,594.0,0,0.17,1,1
1222,522.0,0,0.46,1,3
1223,459.0,2,0.32,2,2
1224,780.0,2,0.32,0,1
1225,603.0,1,0.14,7,2
1226,565.0,1,0.42,3,3
1227,536.0,0,0.42,0,0
1228,684.0,3,0.18,7,0
1229,612.0,1,0.45,9,0
1230,531.0,0,0.38,0,0
1231,576.0,0,0.23,2,0
1232,625.0,1,0.47,8,2
1233,569.0,2,0.21,8,1
1234,665.0,0,0.48,4,0
1235,770.0,0,0.09,5,3
1236,566.0,0,0.29,6,1
1237,577.0,1,0.21,5,0
1238,534.0,3,0.2,3,3
1239,588.0,0,0.17,8,1
1240,443.0,0,0.08,7,1
1241,688.0,0,0.14,5,2
1242,493.0,1,0.14,8,4
1243,535.0,0,0.31,2,2
1244,607.0,1,0.05,0,4
1245,710.0,0,0.77,3,6
1246,532.0,0,0.14,9,3
1247,585.0,0,0.5,7,2
1248,623.0,0,0.03,6,1
1249,546.0,5,0.12,6,0
1250,590.0,0,0.37,7,2
1251,473.0,1,0.55,10,1
1252,558.0,2,0.46,5,1
1253,698.0,1,0.56,3,2
1254,665.0,4,0.16,1,3
1255,564.0,0,0.4,1,0
1256,519.0,0,0.53,4,1
1257,583.0,0,0.46,7,5
1258,483.0,2,0.55,1,3
1259,584.0,1,0.22,1,0
1260,567.0,1,0.15,5,3
1261,564.0,0,0.19,1,3
1262,589.0,0,0.37,9,0
1263,643.0,2,0.18,9,5
1264,517.0,0,0.19,5,1
1265,677.0,0,0.15,8,2
1266,690.0,0,0.2,2,0
1267,776.0,2,0.49,1,0
1268,624.0,0,0.17,5,1
1269,718.0,0,0.42,8,0
1270,678.0,2,0.17,3,1
1271,615.0,0,0.49,2,0
1272,503.0,1,0.28,10,0
1273,672.0,1,0.31,4,2
1274,619.0,0,0.8,4,1
1275,743.0,0,0.63,2,0
1276,659.0,0,0.28,8,0
1277,684.0,0,0.06,2,0
1278,554.0,0,0.21,5,0
1279,620.0,0,0.37,0,4
1280,446.0,0,0.75,2,2
1281,644.0,5,0.35,10,0
1282,697.0,0,0.42,7,4
1283,711.0,0,0.24,2,4
1284,572.0,0,0.53,0,3
1285,455.0,0,0.73,3,2
1286,557.0,0,0.45,8,2
1287,594.0,0,0.05,7,1
1288,633.0,0,0.23,9,0
1289,438.0,0,0.31,7,1
1290,592.0,0,0.22,6,2
1291,517.0,0,0.39,10,0
1292,716.0,1,0.12,2,0
1293,413.0,0,0.54,1,0
1294,681.0,0,0.36,1,2
1295,587.0,0,0.26,6,2
1296,436.0,1,0.62,7,1
1297,734.0,0,0.45,7,0
1298,708.0,0,0.12,2,1
1299,700.0,0,0.12,7,0
1300,607.0,1,0.51,5,0
1301,546.0,0,0.46,10,0
1302,605.0,0,0.16,9,0
1303,644.0,1,0.44,1,0
1304,557.0,0,0.66,8,0
1305,531.0,0,0.12,1,3
1306,639.0,0,0.32,0,0
1307,616.0,0,0.49,2,3
1308,674.0,0,0.3,7,1
1309,722.0,1,0.35,9,0
1310,669.0,0,0.42,0,1
1311,508.0,0,0.13,10,1
1312,599.0,0,0.26,3,0
1313,631.0,2,0.78,3,0
1314,665.0,0,0.07,4,0
1315,669.0,0,0.38,0,2
1316,595.0,0,0.36,5,0
1317,561.0,0,0.28,7,1
1318,681.0,4,0.22,7,0
1319,630.0,1,0.15,7,1
1320,623.0,1,0.53,10,0
1321,544.0,4,0.23,5,1
1322,768.0,0,0.04,1,3
1323,620.0,0,0.3,3,2
1324,593.0,3,0.62,7,1
1325,620.0,2,0.35,7,0
1326,589.0,0,0.17,1,2
1327,497.0,0,0.21,7,1
1328,624.0,0,0.27,3,0
1329,484.0,1,0.24,1,4
1330,608.0,0,0.22,8,1
1331,473.0,0,0.31,3,4
1332,428.0,2,0.38,0,1
1333,649.0,0,0.49,10,1
1334,512.0,3,0.18,0,0
1335,635.0,0,0.42,2,0
1336,614.0,0,0.14,3,0
1337,612.0,2,0.35,6,2
1338,550.0,3,0.25,4,0
1339,590.0,3,0.17,3,0
1340,547.0,1,0.04,4,3
1341,676.0,0,0.21,8,5
1342,561.0,0,0.18,6,1
1343,580.0,0,0.53,4,0
1344,660.0,0,0.18,8,0
1345,550.0,2,0.59,5,1
1346,457.0,0,0.43,7,2
1347,515.0,0,0.37,7,2
1348,684.0,1,0.24,8,3
1349,607.0,0,0.29,3,1
1350,623.0,0,0.21,5,4
1351,624.0,2,0.48,2,2
1352,743.0,0,0.32,4,2
1353,434.0,0,0.12,0,1
1354,590.0,0,0.32,1,0
1355,602.0,0,0.13,3,3
1356,598.0,0,0.63,10,0
1357,664.0,1,0.42,7,0
1358,666.0,0,0.14,7,4
1359,583.0,0,0.13,8,0
1360,465.0,0,0.24,2,5
1361,801.0,3,0.18,10,3
1362,600.0,0,0.56,7,2
1363,607.0,0,0.08,4,3
1364,701.0,1,0.22,5,3
1365,569.0,2,0.17,3,2
1366,703.0,1,0.53,4,1
1367,575.0,2,0.5,10,2
1368,746.0,1,0.6,6,0
1369,636.0,4,0.47,5,2
1370,546.0,0,0.16,2,0
1371,774.0,0,0.11,8,3
1372,648.0,0,0.56,10,2
1373,551.0,2,0.27,8,0
1374,487.0,3,0.47,4,5
1375,656.0,0,0.52,9,5
1376,711.0,0,0.24,6,1
1377,631.0,0,0.28,4,0
1378,626.0,2,0.32,1,3
1379,725.0,0,0.27,6,4
1380,648.0,0,0.08,9,0
1381,547.0,0,0.34,10,1
1382,551.0,0,0.17,7,4
1383,644.0,2,0.35,3,3
1384,640.0,0,0.31,1,4
1385,687.0,0,0.33,7,2
1386,629.0,0,0.18,4,0
1387,654.0,0,0.71,4,2
1388,628.0,0,0.28,2,1
1389,677.0,0,0.43,0,2
1390,660.0,0,0.33,5,1
1391,579.0,0,0.3,4,3
1392,585.0,3,0.39,4,1
1393,626.0,0,0.63,1,0
1394,609.0,0,0.06,8,0
1395,705.0,4,0.27,6,2
1396,617.0,1,0.03,6,3
1397,486.0,1,0.32,0,4
1398,505.0,0,0.59,4,4
1399,581.0,0,0.28,3,0
1400,658.0,1,0.33,1,1
1401,542.0,0,0.49,10,2
1402,652.0,0,0.58,10,0
1403,539.0,2,0.26,10,0
1404,613.0,0,0.4,3,2
1405,633.0,1,0.25,1,4
1406,509.0,2,0.17,0,0
1407,632.0,1,0.11,5,2
1408,729.0,0,0.65,3,1
1409,584.0,1,0.46,9,0
1410,606.0,1,0.53,2,0
1411,620.0,0,0.26,10,3
1412,607.0,0,0.54,4,0
1413,602.0,0,0.18,9,2
1414,596.0,0,0.5,8,0
1415,475.0,1,0.23,7,0
1416,636.0,2,0.29,4,2
1417,514.0,0,0.08,8,1
1418,630.0,0,0.56,5,0
1419,656.0,1,0.32,10,2
1420,633.0,4,0.14,8,1
1421,529.0,0,0.42,6,0
1422,625.0,0,0.2,5,1
1423,583.0,2,0.19,0,2
1424,553.0,0,0.56,7,4
1425,765.0,0,0.15,8,0
1426,528.0,5,0.25,5,2
1427,640.0,1,0.22,4,0
1428,722.0,0,0.13,3,0
1429,631.0,3,0.15,5,3
1430,551.0,1,0.41,5,4
1431,556.0,4,0.15,9,0
1432,488.0,0,0.29,10,1
1433,607.0,0,0.32,3,1
1434,610.0,0,0.41,1,1
1435,580.0,0,0.39,5,3
1436,714.0,0,0.34,9,0
1437,597.0,0,0.48,2,1
1438,476.0,0,0.32,6,0
1439,721.0,0,0.16,0,3
1440,508.0,0,0.3,10,2
1441,644.0,4,0.33,1,1
1442,654.0,1,0.26,2,0
1443,597.0,0,0.46,2,0
1444,678.0,1,0.4,4,0
1445,610.0,5,0.16,8,0
1446,575.0,0,0.05,1,1
1447,437.0,1,0.54,1,1
1448,465.0,0,0.4,0,0
1449,824.0,3,0.18,0,1
1450,662.0,0,0.62,5,1
1451,704.0,1,0.39,2,0
1452,805.0,0,0.32,0,0
1453,575.0,0,0.2,7,2
1454,593.0,0,0.37,6,6
1455,472.0,0,0.64,0,0
1456,581.0,3,0.54,6,1
1457,579.0,0,0.32,4,0
1458,573.0,0,0.25,10,0
1459,688.0,2,0.25,7,0
1460,661.0,0,0.27,10,0
1461,678.0,0,0.77,7,1
1462,506.0,0,0.25,3,1
1463,606.0,0,0.21,4,1
1464,631.0,2,0.51,10,0
1465,753.0,0,0.35,8,0
1466,613.0,0,0.53,0,0
1467,591.0,0,0.55,2,0
1468,691.0,0,0.16,8,0
1469,583.0,1,0.22,4,1
1470,641.0,0,0.05,6,1
1471,639.0,0,0.11,5,0
1472,562.0,5,0.15,3,0
1473,549.0,0,0.16,3,2
1474,597.0,3,0.28,9,4
1475,565.0,0,0.48,5,0
1476,480.0,0,0.34,3,1
1477,658.0,0,0.3,10,0
1478,646.0,2,0.39,5,0
1479,541.0,0,0.23,7,0
1480,533.0,2,0.27,7,1
1481,639.0,1,0.64,2,0
1482,740.0,0,0.4,2,1
1483,682.0,0,0.27,5,4
1484,696.0,2,0.24,1,0
1485,576.0,0,0.27,3,1
1486,633.0,2,0.19,7,0
1487,589.0,0,0.52,2,1
1488,542.0,1,0.1,2,2
1489,616.0,0,0.12,10,0
1490,531.0,1,0.31,2,0
1491,540.0,2,0.3,6,1
1492,564.0,1,0.36,2,3
1493,573.0,3,0.22,9,0
1494,598.0,0,0.31,8,0
1495,435.0,1,0.13,7,0
1496,525.0,0,0.17,3,2
1497,726.0,0,0.13,6,1
1498,599.0,0,0.08,8,1
1499,645.0,0,0.55,6,0
1500,633.0,5,0.35,6,0
1501,591.0,0,0.25,5,3
1502,529.0,0,0.38,5,1
1503,556.0,5,0.35,6,3
1504,757.0,0,0.1,9,1
1505,557.0,0,0.55,2,1
1506,738.0,0,0.38,6,3
1507,567.0,0,0.17,8,1
1508,574.0,0,0.18,2,2
1509,606.0,0,0.55,1,0
1510,586.0,2,0.07,10,0
1511,525.0,3,0.23,8,1
1512,599.0,5,0.2,3,0
1513,482.0,0,0.58,0,0
1514,629.0,0,0.34,5,0
1515,618.0,0,0.17,7,2
1516,658.0,4,0.55,4,1
1517,560.0,0,0.1,7,0
1518,659.0,0,0.58,8,5
1519,634.0,3,0.33,3,2
1520,610.0,0,0.48,5,0
1521,758.0,0,0.24,8,0
1522,638.0,0,0.44,3,3
1523,563.0,1,0.24,3,0
1524,723.0,0,0.22,7,0
1525,641.0,0,0.07,4,0
1526,742.0,0,0.24,5,0
1527,452.0,2,0.55,6,2
1528,576.0,2,0.22,0,1
1529,576.0,0,0.16,7,0
1530,449.0,0,0.68,7,0
1531,613.0,0,0.33,8,4
1532,570.0,0,0.06,1,1
1533,440.0,3,0.43,0,2
1534,539.0,0,0.82,10,0
1535,711.0,0,0.45,0,6
1536,673.0,1,0.29,8,2
1537,543.0,4,0.31,8,0
1538,541.0,0,0.36,4,4
1539,669.0,0,0.56,3,0
1540,443.0,5,0.39,0,0
1541,647.0,0,0.12,9,0
1542,453.0,1,0.13,3,3
1543,731.0,0,0.45,10,1
1544,653.0,0,0.45,7,1
1545,452.0,0,0.34,0,1
1546,570.0,0,0.12,9,4
1547,625.0,0,0.62,9,0
1548,441.0,0,0.63,8,0
1549,597.0,0,0.08,10,2
1550,639.0,0,0.43,8,0
1551,435.0,1,0.11,6,0
1552,660.0,0,0.2,1,3
1553,590.0,1,0.3,5,0
1554,673.0,0,0.35,2,0
1555,581.0,1,0.21,4,0
1556,515.0,0,0.31,8,2
1557,508.0,0,0.32,9,0
1558,575.0,0,0.31,4,3
1559,585.0,1,0.21,2,0
1560,685.0,0,0.33,9,0
1561,578.0,1,0.34,7,3
1562,475.0,0,0.42,0,0
1563,563.0,5,0.37,4,1
1564,478.0,0,0.45,6,4
1565,628.0,0,0.04,1,0
1566,646.0,0,0.57,5,1
1567,660.0,0,0.62,5,2
1568,576.0,0,0.19,8,1
1569,544.0,1,0.61,4,0
1570,559.0,1,0.14,1,0
1571,593.0,0,0.13,4,1
1572,559.0,0,0.19,2,0
1573,729.0,0,0.4,8,0
1574,571.0,0,0.24,5,0
1575,592.0,1,0.49,5,1
1576,540.0,0,0.25,6,3
1577,542.0,2,0.1,9,2
1578,498.0,0,0.32,1,1
1579,518.0,0,0.58,0,0
1580,750.0,0,0.38,9,0
1581,644.0,0,0.2,10,0
1582,573.0,0,0.15,9,1
1583,547.0,0,0.13,2,2
1584,699.0,0,0.55,1,0
1585,533.0,2,0.36,3,1
1586,464.0,1,0.18,9,2
1587,638.0,0,0.19,9,1
1588,526.0,0,0.07,10,5
1589,497.0,1,0.37,3,0
1590,513.0,0,0.26,2,2
1591,633.0,0,0.48,3,0
1592,592.0,1,0.55,9,0
1593,521.0,1,0.56,0,0
1594,638.0,0,0.17,6,0
1595,534.0,1,0.16,1,0
1596,469.0,2,0.26,8,3
1597,495.0,0,0.54,3,1
1598,602.0,1,0.75,6,2
1599,537.0,0,0.26,4,2
1600,608.0,0,0.08,3,3
1601,689.0,1,0.32,8,0
1602,550.0,0,0.48,7,0
1603,813.0,0,0.52,8,2
1604,622.0,0,0.1,7,3
1605,586.0,0,0.53,8,0
1606,493.0,1,0.61,7,1
1607,572.0,1,0.13,1,0
1608,580.0,1,0.48,8,4
1609,661.0,4,0.12,4,2
1610,552.0,0,0.51,7,5
1611,635.0,0,0.62,0,0
1612,603.0,0,0.14,4,0
1613,678.0,0,0.11,3,2
1614,684.0,0,0.38,3,2
1615,627.0,0,0.47,4,1
1616,661.0,0,0.26,10,0
1617,690.0,5,0.32,7,0
1618,643.0,1,0.46,8,1
1619,622.0,2,0.23,6,0
1620,633.0,0,0.58,9,0
1621,729.0,0,0.12,8,1
1622,609.0,0,0.51,1,1
1623,658.0,0,0.23,7,1
1624,546.0,0,0.41,4,2
1625,720.0,0,0.18,5,0
1626,636.0,0,0.3,3,1
1627,572.0,1,0.01,0,4
1628,594.0,3,0.35,9,0
1629,583.0,0,0.18,2,0
1630,600.0,0,0.39,3,0
1631,617.0,0,0.68,6,1
1632,584.0,0,0.11,10,3
1633,473.0,0,0.18,2,1
1634,742.0,0,0.46,8,2
1635,621.0,0,0.17,1,1
1636,622.0,0,0.42,9,1
1637,596.0,0,0.29,2,2
1638,673.0,0,0.03,1,0
1639,604.0,1,0.39,6,2
1640,575.0,3,0.31,10,1
1641,580.0,0,0.24,10,4
1642,700.0,1,0.33,4,0
1643,616.0,0,0.43,0,0
1644,597.0,0,0.09,0,0
1645,565.0,0,0.49,2,0
1646,574.0,0,0.22,6,3
1647,686.0,2,0.28,4,1
1648,527.0,3,0.39,9,1
1649,654.0,0,0.74,1,2
1650,657.0,1,0.1,8,0
1651,617.0,0,0.28,10,0
1652,585.0,1,0.59,7,0
1653,481.0,0,0.01,10,4
1654,653.0,0,0.24,10,0
1655,472.0,1,0.34,3,0
1656,613.0,0,0.24,10,4
1657,604.0,0,0.31,1,3
1658,661.0,4,0.45,9,2
1659,528.0,0,0.56,10,0
1660,524.0,0,0.28,8,0
1661,643.0,0,0.2,8,0
1662,586.0,0,0.11,3,3
1663,439.0,0,0.43,7,4
1664,600.0,2,0.53,5,2
1665,745.0,0,0.08,1,3
1666,644.0,0,0.21,5,1
1667,505.0,0,0.24,9,0
1668,638.0,0,0.5,5,2
1669,679.0,0,0.39,5,3
1670,462.0,0,0.3,8,3
1671,577.0,0,0.38,10,0
1672,704.0,1,0.2,10,5
1673,478.0,2,0.16,9,1
1674,578.0,0,0.35,2,1
1675,583.0,0,0.58,2,1
1676,567.0,0,0.36,8,0
1677,710.0,0,0.46,8,1
1678,698.0,0,0.47,6,1
1679,576.0,0,0.33,7,4
1680,519.0,0,0.58,7,5
1681,702.0,1,0.43,1,0
1682,662.0,0,0.36,5,0
1683,599.0,0,0.39,6,0
1684,652.0,5,0.11,7,0
1685,652.0,0,0.63,2,1
1686,530.0,4,0.22,6,1
1687,552.0,0,0.12,4,0
1688,600.0,0,0.68,7,0
1689,445.0,0,0.14,2,2
1690,573.0,0,0.35,10,3
1691,537.0,2,0.08,4,2
1692,614.0,0,0.18,0,0
1693,510.0,0,0.28,3,1
1694,634.0,0,0.66,3,4
1695,618.0,0,0.35,3,6
1696,592.0,0,0.27,7,5
1697,638.0,0,0.64,0,3
1698,647.0,0,0.38,4,1
