user_id,register_dt,age,gender,city_tier,education,marital_status,residence_years,company_type,monthly_income,phone_age_months,contact_count,emergency_contact_count,device_count,has_credit_card
593,2024-06-16 02:39:46,46,F,3,middle,married,9,private,2382.0,69,303,1,3,1
594,2025-12-08 02:04:41,47,F,2,middle,married,5,state,6419.0,45,276,1,1,0
595,2024-08-14 02:35:57,30,M,3,high,married,4,private,2879.0,20,472,2,1,0
596,2025-07-31 11:29:36,55,F,1,college,married,7,self_employed,2798.0,29,492,4,2,0
597,2025-02-18 22:28:01,18,M,4,college,married,3,unemployed,4296.0,85,106,4,3,1
598,2025-07-15 00:26:47,36,M,4,high,married,6,state,4432.0,16,371,1,2,1
599,2025-03-26 07:23:46,41,M,4,high,married,0,self_employed,3551.0,116,123,4,2,0
600,2025-04-06 00:18:25,20,F,4,college,single,7,unemployed,3225.0,18,55,4,2,0
601,2025-03-17 21:17:50,35,F,4,middle,married,9,private,5488.0,91,298,3,2,1
602,2025-07-14 16:00:58,40,M,3,college,married,0,private,2927.0,102,265,4,2,1
603,2025-06-15 12:01:57,41,F,1,high,married,0,private,3554.0,36,271,3,3,0
604,2024-03-31 05:21:16,22,M,3,high,married,1,private,6587.0,58,59,1,2,1
605,2025-08-18 00:28:53,28,F,5,college,single,6,private,2280.0,70,340,1,2,0
606,2025-01-18 07:54:43,27,M,5,high,single,8,state,3101.0,96,280,1,3,0
607,2024-08-15 20:25:17,42,F,4,college,married,9,private,5212.0,7,76,3,3,0
608,2025-01-02 09:11:04,30,M,2,middle,married,8,private,4380.0,28,202,4,2,1
609,2025-11-28 21:33:01,39,F,2,high,married,6,private,4979.0,18,110,1,2,0
610,2025-09-10 00:39:50,45,M,4,college,single,7,private,2292.0,39,457,1,2,0
611,2025-08-23 14:23:52,48,F,2,middle,single,3,state,4074.0,81,384,4,2,0
612,2024-11-25 20:14:41,24,F,3,college,single,8,private,3295.0,50,272,4,2,0
613,2025-07-18 10:05:42,52,M,3,college,single,2,private,8065.0,60,89,5,1,0
614,2024-09-30 02:46:04,24,M,2,graduate,married,10,private,4833.0,55,433,5,2,0
615,2025-05-07 21:37:09,18,F,4,high,married,0,self_employed,3613.0,1,210,5,1,0
616,2025-04-03 21:08:54,19,F,5,high,married,10,private,4024.0,12,313,1,3,1
617,2024-06-23 08:28:23,25,M,4,high,married,5,self_employed,3711.0,28,374,2,2,0
618,2024-07-05 12:26:14,51,M,3,college,single,7,self_employed,4650.0,6,228,3,3,0
619,2024-02-06 15:03:09,25,M,3,high,married,1,private,2698.0,99,488,4,1,0
620,2024-04-04 00:44:33,44,F,5,high,married,3,private,5871.0,120,153,5,1,1
621,2024-11-04 12:59:55,33,F,3,college,married,9,state,2290.0,59,204,5,2,0
622,2024-12-06 20:24:35,19,M,3,middle,married,0,private,3912.0,80,132,5,2,1
623,2024-04-22 12:54:54,34,F,4,college,single,2,self_employed,2728.0,7,204,1,2,1
624,2024-10-23 07:54:06,19,F,2,high,single,6,self_employed,3696.0,7,408,1,1,0
625,2025-03-09 01:11:24,36,F,1,college,divorced,8,private,5145.0,73,262,3,1,1
626,2024-06-10 18:37:31,39,M,4,college,married,4,private,2000.0,93,448,5,3,1
627,2024-08-26 21:54:37,37,M,3,high,married,0,self_employed,3431.0,112,451,2,3,1
628,2024-09-17 06:48:24,28,M,2,college,single,1,state,2200.0,44,196,2,3,1
629,2024-12-26 16:32:38,47,M,2,college,married,9,private,3302.0,51,408,2,2,0
630,2024-09-16 11:11:44,40,M,5,middle,single,2,self_employed,2198.0,96,273,4,2,1
631,2025-06-13 23:16:10,27,M,3,college,married,6,private,3853.0,17,240,4,2,1
632,2024-08-19 01:43:20,34,M,3,college,single,10,self_employed,3136.0,114,179,2,2,1
633,2024-11-04 17:52:16,22,F,1,graduate,married,4,self_employed,4729.0,36,80,1,1,1
634,2024-09-26 00:12:38,53,M,5,college,single,0,private,5597.0,4,255,2,1,0
635,2024-05-05 12:41:05,46,F,4,high,single,8,private,3655.0,95,351,2,1,1
636,2025-05-07 14:13:24,28,M,3,high,single,8,private,4978.0,116,442,3,1,0
637,2024-06-12 21:01:00,43,F,2,high,married,7,self_employed,5907.0,58,235,2,2,1
638,2025-07-24 17:00:51,43,M,4,middle,married,9,private,2637.0,20,112,1,2,1
639,2025-11-15 15:59:27,41,F,4,high,divorced,8,private,6016.0,19,261,5,3,1
640,2025-04-26 17:10:19,20,F,4,high,married,7,self_employed,3594.0,36,181,3,3,1
641,2025-10-22 22:25:02,51,M,5,middle,married,3,private,2585.0,65,464,2,1,1
642,2025-09-07 13:25:11,54,F,3,college,married,0,private,4042.0,76,363,2,2,0
643,2024-12-09 01:33:02,55,M,2,middle,single,7,self_employed,3550.0,84,458,4,2,1
644,2025-07-08 07:29:02,55,F,3,college,married,9,state,2225.0,86,190,5,3,0
645,2024-08-19 16:53:17,53,M,4,college,married,7,state,2477.0,29,250,3,2,0
646,2024-11-24 03:54:30,46,M,2,college,married,7,private,6458.0,21,86,3,2,0
647,2025-01-17 20:49:03,20,M,2,high,single,7,state,4014.0,115,110,2,3,0
648,2025-11-24 03:50:15,35,F,4,college,single,3,state,6116.0,17,218,4,1,1
649,2025-09-03 10:46:47,27,M,3,college,single,1,private,3147.0,62,229,4,1,0
650,2024-12-15 03:42:43,26,F,4,college,married,6,unemployed,2750.0,35,355,1,2,0
651,2025-04-13 09:19:48,49,M,2,high,married,10,private,2020.0,88,147,3,1,1
652,2024-05-19 17:17:09,48,M,2,middle,married,1,private,5109.0,40,493,5,1,0
653,2025-08-02 04:56:41,37,M,2,college,married,0,self_employed,4204.0,13,401,2,3,0
654,2025-01-30 17:13:30,45,F,4,high,married,7,private,3157.0,39,452,3,1,0
655,2025-01-15 21:17:39,22,F,4,college,single,4,unemployed,2759.0,13,188,4,1,0
656,2025-07-05 09:17:14,26,M,3,college,single,9,private,5401.0,21,303,1,1,1
657,2025-03-30 00:43:00,50,F,3,college,married,5,private,3422.0,57,283,3,3,1
658,2024-02-14 21:37:23,35,M,2,graduate,single,5,private,3435.0,117,400,4,2,1
659,2024-07-21 08:29:10,38,M,4,college,single,0,private,2951.0,25,432,3,1,0
660,2024-05-01 00:06:58,35,M,5,graduate,married,10,unemployed,3157.0,96,307,2,1,0
661,2025-06-12 11:19:41,25,M,4,college,single,3,unemployed,4414.0,63,489,5,1,1
662,2024-01-18 15:46:42,49,M,2,high,married,4,state,2218.0,118,272,2,3,1
663,2024-05-19 18:07:42,46,F,3,college,married,6,private,3745.0,63,173,3,2,0
664,2025-03-04 03:14:13,43,M,2,college,divorced,9,private,5087.0,13,126,2,3,0
665,2025-05-14 04:51:47,31,F,1,graduate,divorced,8,private,3535.0,50,220,5,2,0
666,2024-12-25 09:54:06,42,F,2,high,single,8,private,5266.0,10,181,3,3,0
667,2025-09-12 07:47:53,54,F,1,high,single,1,private,5821.0,27,140,2,1,0
668,2025-10-24 19:49:49,42,F,2,college,married,0,private,4995.0,65,253,2,2,1
669,2024-03-29 10:26:30,36,F,4,middle,single,9,private,3017.0,109,167,3,2,0
670,2025-11-18 07:59:39,28,M,2,college,divorced,10,self_employed,3596.0,74,494,4,1,1
671,2025-03-16 11:55:58,37,M,4,college,single,6,private,4109.0,44,187,4,1,0
672,2025-04-01 10:33:34,32,M,5,high,married,10,private,3089.0,77,324,1,3,0
673,2024-03-02 10:04:39,41,F,3,high,married,3,private,3053.0,30,389,1,3,1
674,2025-03-21 23:11:43,19,M,3,college,married,3,self_employed,2989.0,12,476,1,1,0
675,2025-06-05 18:32:16,25,F,4,middle,married,1,self_employed,8868.0,89,359,5,1,1
676,2025-02-19 23:27:38,47,F,1,college,married,8,private,3311.0,102,166,1,2,0
677,2024-02-23 16:19:16,32,M,3,college,single,7,self_employed,5292.0,74,300,1,1,1
678,2025-01-08 22:56:41,34,F,3,college,married,2,self_employed,2686.0,59,81,3,1,0
679,2025-11-06 05:39:56,38,M,4,high,married,10,private,6605.0,55,171,1,1,0
680,2025-06-04 02:15:26,34,M,4,middle,married,0,private,3189.0,45,491,1,2,0
681,2024-04-02 07:23:12,46,F,4,college,married,8,unemployed,3709.0,117,52,1,2,0
682,2025-11-23 18:07:21,27,M,4,middle,single,2,private,1917.0,61,198,1,2,0
683,2025-11-22 23:34:54,46,M,3,high,single,8,private,5382.0,105,74,3,3,0
684,2024-04-25 15:48:34,25,M,4,graduate,divorced,5,state,5806.0,5,291,2,2,1
685,2025-07-30 15:29:26,32,M,4,high,single,2,private,2403.0,43,388,2,2,0
686,2024-10-15 21:41:01,40,F,3,high,married,0,self_employed,5493.0,26,82,5,3,0
687,2025-03-01 09:18:31,51,F,5,graduate,married,6,self_employed,2280.0,14,108,5,1,0
688,2024-11-12 23:39:50,26,M,4,middle,married,1,self_employed,4542.0,120,438,1,1,1
689,2025-07-17 07:34:27,40,M,3,high,single,4,state,3292.0,7,175,5,3,0
690,2025-12-20 13:28:50,20,M,1,high,single,10,self_employed,5812.0,67,50,1,1,1
691,2025-07-26 10:24:43,20,F,2,college,married,9,private,3973.0,27,94,3,3,0
692,2025-11-02 21:37:38,47,F,4,college,married,5,self_employed,5044.0,10,458,3,2,0
693,2025-11-13 14:23:38,45,M,1,college,married,8,private,5615.0,118,466,4,1,0
694,2024-02-27 18:38:49,32,M,3,graduate,single,9,private,3288.0,36,124,3,3,1
695,2024-06-25 23:16:34,41,F,3,middle,single,6,unemployed,3604.0,43,176,4,2,0
696,2025-06-02 22:55:37,32,F,4,college,married,2,unemployed,2468.0,23,132,1,1,0
697,2025-02-26 18:07:46,28,M,4,middle,married,8,state,3278.0,83,271,3,1,1
698,2024-01-29 14:33:39,34,F,4,graduate,married,0,private,7147.0,111,422,5,3,0
699,2024-03-02 09:15:42,29,M,3,graduate,divorced,5,private,4743.0,41,392,3,2,1
700,2025-01-06 23:59:25,48,M,2,high,married,8,self_employed,2526.0,97,224,4,1,0
701,2025-03-17 19:13:23,33,F,3,college,married,6,private,6445.0,50,363,1,2,1
702,2024-04-24 10:26:34,30,M,2,college,married,3,private,4172.0,66,165,3,1,1
703,2024-04-27 01:01:25,38,M,3,middle,married,4,private,4869.0,97,460,1,2,0
704,2024-03-27 10:02:26,46,F,5,college,married,5,self_employed,4323.0,115,318,3,2,1
705,2025-02-08 09:56:04,28,F,3,graduate,single,8,unemployed,4217.0,74,463,2,3,1
706,2023-12-29 17:35:44,53,M,3,high,married,10,unemployed,1809.0,45,164,4,1,1
707,2025-02-13 20:58:57,35,F,4,middle,married,8,self_employed,5364.0,57,478,4,3,0
708,2024-12-05 10:16:12,43,F,4,graduate,married,3,private,1654.0,104,179,1,2,1
709,2024-11-28 04:03:35,54,F,3,high,single,1,private,5196.0,43,358,2,3,0
710,2025-05-02 20:55:12,34,F,3,high,married,5,private,3770.0,57,70,5,1,1
711,2025-01-08 12:30:31,25,F,2,college,married,9,private,4878.0,94,153,1,1,0
712,2025-06-07 06:09:29,46,M,3,college,married,6,self_employed,3849.0,102,293,1,2,1
713,2025-07-03 15:56:16,18,M,2,high,single,3,private,5246.0,54,277,5,3,1
714,2025-10-25 16:27:46,35,F,3,middle,single,0,self_employed,3662.0,109,108,3,1,1
715,2025-07-29 10:46:02,55,F,4,college,married,2,private,4017.0,104,54,4,1,1
716,2025-01-04 22:12:44,33,M,1,high,divorced,7,private,4195.0,56,427,2,1,1
717,2024-12-17 06:31:27,43,M,3,college,single,7,self_employed,7027.0,34,160,3,1,1
718,2024-06-13 01:36:52,37,F,2,college,single,4,state,4492.0,22,388,4,2,0
719,2025-03-05 16:52:37,26,M,2,middle,married,3,private,2296.0,15,128,2,2,0
720,2024-04-03 13:39:10,30,M,1,college,single,1,self_employed,2989.0,24,178,5,3,1
721,2025-11-02 19:15:31,37,F,2,college,single,10,state,4489.0,9,57,5,1,0
722,2025-08-31 21:10:31,21,F,5,graduate,married,4,private,5658.0,35,290,4,3,1
723,2024-03-20 09:43:56,33,F,5,high,married,8,private,2828.0,119,283,2,3,0
724,2025-07-19 17:56:49,33,F,4,high,single,5,unemployed,7974.0,27,310,2,2,0
725,2024-03-18 11:39:16,49,M,3,college,single,6,private,3872.0,47,387,1,1,0
726,2025-06-02 11:51:55,22,F,4,graduate,divorced,7,private,4218.0,47,350,4,3,1
727,2024-02-26 00:39:42,50,M,4,graduate,married,3,private,2347.0,63,141,5,3,0
728,2024-12-14 09:08:55,33,M,3,high,married,10,state,5380.0,61,238,5,1,0
729,2025-04-17 05:45:53,42,F,1,college,single,5,unemployed,3115.0,70,84,5,3,0
730,2025-06-08 00:45:57,39,F,4,high,married,8,private,2804.0,11,344,1,3,0
731,2024-10-24 14:01:02,29,F,5,college,married,10,self_employed,3258.0,39,228,4,1,0
732,2025-10-26 18:50:35,53,M,2,college,single,4,self_employed,5907.0,110,126,2,3,0
733,2025-07-11 06:06:40,26,F,3,college,married,2,private,4286.0,118,445,1,1,1
734,2024-05-24 00:47:54,19,F,2,high,married,10,self_employed,2667.0,1,262,3,2,1
735,2025-04-26 23:58:27,46,F,3,graduate,single,8,unemployed,3024.0,76,73,4,3,1
736,2025-06-09 06:57:57,41,F,4,middle,married,8,unemployed,5963.0,17,92,4,1,1
737,2024-08-23 13:20:00,51,M,3,high,single,10,state,3352.0,65,181,3,3,0
738,2025-06-14 21:48:45,35,F,5,college,married,0,private,4430.0,2,474,1,3,1
739,2025-10-09 19:22:54,18,F,4,college,divorced,10,private,4826.0,91,94,1,2,1
740,2025-08-11 11:50:32,18,F,1,college,single,1,private,1500.0,119,231,1,2,1
741,2025-07-02 15:33:47,34,F,4,college,single,1,state,5668.0,15,229,4,2,1
742,2025-03-31 04:23:42,27,F,4,middle,single,2,private,2702.0,50,328,3,1,1
743,2024-07-08 11:46:19,53,M,3,high,divorced,1,self_employed,3209.0,24,320,2,3,1
744,2025-07-26 12:18:21,22,M,3,college,single,0,self_employed,6240.0,24,270,4,3,1
745,2024-09-14 20:38:38,51,F,4,college,single,1,private,6042.0,96,413,2,2,0
746,2025-01-15 12:05:17,26,F,3,college,married,5,unemployed,4326.0,15,62,2,2,0
747,2024-08-09 12:59:18,22,F,2,high,married,4,private,4698.0,15,227,5,3,1
748,2024-08-08 12:03:32,28,M,2,middle,married,3,private,5127.0,45,78,3,2,1
749,2024-04-17 01:21:21,23,M,2,college,divorced,1,self_employed,6006.0,38,185,4,3,1
750,2025-11-24 17:56:07,33,F,4,high,single,10,private,6280.0,118,169,5,2,0
751,2024-04-09 21:09:52,30,F,2,college,married,3,private,3781.0,48,448,2,1,0
752,2024-02-24 23:15:15,38,M,3,high,married,5,unemployed,2813.0,66,354,1,3,1
753,2025-11-06 08:57:11,38,F,3,high,single,1,unemployed,3330.0,13,158,4,2,0
754,2025-02-01 03:49:50,18,M,4,high,married,2,self_employed,3807.0,43,339,2,2,0
755,2024-11-07 16:04:43,22,M,3,middle,married,2,private,3574.0,25,425,5,2,0
756,2025-06-14 08:50:54,24,M,5,college,single,10,private,2555.0,44,134,2,3,0
757,2024-09-28 19:45:47,25,M,5,high,single,1,private,4242.0,37,304,4,2,0
758,2024-03-26 09:11:12,21,M,2,high,single,5,private,2103.0,15,270,4,1,0
759,2025-06-08 16:05:37,29,F,4,graduate,married,5,unemployed,3751.0,67,462,4,1,0
760,2024-04-30 11:30:40,38,F,2,high,single,0,private,3837.0,63,215,4,2,1
761,2025-01-30 16:26:18,29,F,4,college,married,3,self_employed,3791.0,63,356,1,2,0
762,2025-11-15 19:38:19,30,M,3,high,single,0,private,4905.0,51,306,5,2,1
763,2025-11-06 09:10:21,35,M,2,high,divorced,1,state,4682.0,63,195,2,3,0
764,2024-09-12 08:55:04,38,M,2,middle,married,7,private,7926.0,88,200,3,1,1
765,2025-07-15 14:52:55,30,F,3,college,single,6,private,3038.0,32,438,2,2,0
766,2025-03-15 06:04:47,26,M,4,high,single,5,private,4015.0,24,454,2,1,0
767,2024-12-07 22:33:17,33,F,4,college,married,2,unemployed,3926.0,82,167,2,3,0
768,2024-04-04 03:32:26,18,F,1,graduate,single,6,state,3862.0,17,263,3,1,0
769,2024-09-23 17:49:04,36,F,2,middle,single,9,self_employed,2339.0,43,114,5,1,1
770,2025-04-12 21:36:17,53,M,3,college,married,9,private,2406.0,70,242,2,1,0
771,2025-12-13 05:47:04,33,M,3,middle,married,1,self_employed,3649.0,71,441,5,1,0
772,2023-12-27 13:40:58,22,M,2,high,married,7,self_employed,2097.0,90,367,4,3,0
773,2025-05-30 23:09:33,44,M,2,college,married,2,private,3239.0,57,269,4,2,0
774,2025-09-01 19:49:18,22,F,4,middle,married,9,self_employed,2903.0,60,402,5,1,1
775,2025-11-17 08:55:49,25,M,3,graduate,married,5,self_employed,3280.0,6,299,5,1,1
776,2024-10-28 09:02:26,23,F,4,college,single,8,unemployed,5412.0,95,247,3,3,0
777,2024-03-19 11:44:40,51,M,3,high,married,5,unemployed,2496.0,29,57,2,2,0
778,2024-07-08 19:20:42,55,F,3,middle,married,7,private,4937.0,101,99,4,3,0
779,2025-09-04 21:21:00,39,F,3,college,married,10,private,2981.0,78,292,2,2,1
780,2025-09-24 21:25:11,41,M,2,high,divorced,1,private,3114.0,110,88,1,3,0
781,2025-04-02 01:32:03,42,F,2,high,married,9,private,4285.0,106,55,2,3,1
782,2024-03-22 14:24:48,41,M,5,high,married,5,private,3308.0,46,197,3,3,1
783,2024-03-22 00:04:04,38,F,4,middle,married,1,private,2664.0,48,300,5,3,0
784,2024-12-07 01:34:31,55,F,4,graduate,single,4,self_employed,3198.0,109,380,4,2,0
785,2025-02-25 10:16:48,45,F,2,high,single,0,state,1955.0,106,485,2,3,1
786,2024-01-16 15:16:24,21,F,1,high,divorced,5,state,4161.0,86,344,4,3,0
787,2025-05-07 20:24:29,32,M,2,college,single,5,unemployed,1500.0,111,489,3,1,0
788,2025-01-24 11:48:56,55,F,5,college,married,4,private,4968.0,75,179,5,3,0
789,2024-01-01 23:32:34,33,F,4,college,married,4,private,4516.0,3,346,4,1,0
790,2024-03-02 20:16:13,25,M,3,graduate,married,6,self_employed,6377.0,67,51,5,1,1
791,2024-11-19 15:39:02,51,M,5,high,married,9,state,7814.0,45,111,4,3,1
792,2025-06-03 11:41:48,41,F,2,high,single,4,private,5052.0,3,339,3,3,1
793,2025-08-17 12:59:57,39,F,3,college,single,0,self_employed,2923.0,67,192,4,2,0
794,2024-11-02 20:24:14,33,M,2,middle,married,6,private,7789.0,68,304,5,3,0
795,2024-07-26 14:41:24,22,F,2,college,single,10,state,2397.0,88,475,2,1,1
796,2025-11-29 20:47:50,32,F,5,middle,married,4,unemployed,1871.0,94,398,4,3,0
797,2024-11-22 17:45:44,34,M,4,graduate,single,1,private,6963.0,39,208,5,1,0
798,2024-08-10 05:37:40,53,M,1,college,single,9,state,4494.0,119,359,3,1,0
799,2024-11-10 21:20:36,29,F,2,college,divorced,4,private,1888.0,54,466,3,1,1
800,2024-01-01 19:50:44,23,F,3,high,married,4,private,2266.0,52,161,1,2,0
801,2024-07-31 09:46:04,34,F,1,graduate,married,3,private,4416.0,22,300,4,3,1
802,2025-01-03 08:30:50,55,M,3,college,single,8,state,2685.0,119,380,5,3,0
803,2025-10-24 11:06:07,36,F,3,college,divorced,1,state,2824.0,48,347,4,1,0
804,2025-06-14 21:43:14,32,F,2,college,married,6,unemployed,7246.0,21,269,5,3,0
805,2025-07-16 08:16:17,43,F,2,middle,divorced,3,state,7722.0,102,245,1,1,0
806,2025-01-24 18:40:40,42,M,2,middle,single,4,private,3833.0,115,309,3,2,1
807,2024-03-13 17:30:32,29,F,5,high,single,2,self_employed,3454.0,26,273,4,1,0
808,2024-10-04 09:01:54,54,M,3,college,married,8,private,4993.0,71,211,2,2,1
809,2025-12-20 20:02:49,40,M,3,college,married,4,self_employed,2991.0,109,444,5,1,1
810,2024-01-25 05:52:33,20,F,2,high,single,10,private,1668.0,80,406,1,1,0
811,2025-09-25 19:35:03,33,F,4,graduate,single,9,self_employed,1500.0,53,339,5,1,0
812,2025-05-06 16:21:50,53,M,1,middle,married,8,unemployed,3548.0,69,138,1,3,1
813,2024-07-18 06:04:32,32,F,1,college,divorced,4,private,4958.0,13,281,1,3,1
814,2025-07-13 22:21:41,39,M,4,high,married,10,state,3661.0,118,142,5,1,0
815,2025-08-25 22:25:41,41,M,4,high,married,6,state,4834.0,62,123,5,2,1
816,2024-01-24 13:11:54,44,M,2,middle,married,4,private,5006.0,6,157,3,3,0
817,2024-03-10 16:28:12,51,M,2,college,married,3,private,5914.0,41,121,2,3,1
818,2025-04-22 23:55:59,23,F,5,college,married,10,self_employed,3886.0,50,406,3,2,1
819,2025-12-22 08:18:53,37,F,1,high,single,2,private,4010.0,120,281,2,3,0
820,2024-01-10 11:53:37,38,F,2,college,married,9,private,3594.0,106,378,2,1,0
821,2025-04-22 22:47:47,23,M,3,college,married,2,self_employed,3326.0,37,490,1,3,1
822,2024-04-01 15:54:37,43,M,2,high,married,8,state,2100.0,21,171,4,1,1
823,2025-04-11 14:11:24,22,M,3,college,single,3,private,5487.0,6,137,1,2,0
824,2025-03-23 00:28:35,35,F,4,high,married,9,unemployed,3183.0,69,114,4,2,0
825,2024-02-28 00:31:17,30,M,3,college,married,9,self_employed,3120.0,54,58,2,1,0
826,2025-05-03 22:21:22,23,M,3,college,single,8,unemployed,3012.0,63,62,5,2,0
827,2025-10-08 20:01:30,49,F,3,middle,married,10,state,2278.0,33,318,4,3,0
828,2025-09-14 07:31:58,27,F,4,college,single,5,private,3534.0,97,358,3,3,0
829,2024-01-14 04:04:16,27,M,1,high,single,9,private,4362.0,62,181,3,1,0
830,2024-06-20 12:27:28,50,M,2,graduate,single,6,unemployed,2845.0,111,293,2,2,0
831,2024-06-16 19:18:27,51,F,4,college,married,0,self_employed,5235.0,29,143,1,3,1
832,2024-11-18 21:40:53,19,M,2,middle,single,4,self_employed,3200.0,32,366,1,2,0
833,2024-04-06 09:44:35,28,M,1,college,married,0,state,2129.0,71,370,3,1,1
834,2025-09-07 16:09:11,44,F,2,middle,married,7,private,5889.0,84,369,5,1,0
835,2025-07-13 00:58:27,47,M,4,college,married,1,self_employed,3903.0,36,280,4,2,1
836,2025-08-05 02:17:15,55,M,2,graduate,married,3,private,4925.0,66,430,5,1,1
837,2024-05-16 16:32:17,39,M,4,college,divorced,9,state,4966.0,62,87,4,2,0
838,2024-01-03 15:18:42,18,M,4,college,single,8,self_employed,2615.0,80,237,2,1,1
839,2025-10-18 18:22:54,51,M,3,college,single,3,self_employed,3033.0,77,78,5,1,0
840,2024-07-21 21:40:31,24,M,2,high,single,5,private,5229.0,25,423,2,2,0
841,2025-04-16 01:50:00,22,F,4,middle,married,6,self_employed,6921.0,14,83,2,1,0
842,2025-10-17 21:19:41,43,M,2,graduate,single,3,private,3722.0,33,246,4,3,0
843,2024-01-19 09:34:14,40,F,5,high,married,8,private,2923.0,16,133,1,1,0
844,2023-12-27 23:53:36,20,F,4,high,married,1,private,6560.0,66,369,4,1,1
845,2023-12-27 23:07:50,24,M,1,high,married,4,private,2924.0,62,231,2,1,0
846,2024-04-16 02:49:37,40,M,4,graduate,single,2,private,4085.0,1,298,4,2,1
847,2024-01-30 17:02:48,27,F,3,graduate,single,7,private,3135.0,99,483,4,2,0
848,2025-08-13 14:03:52,43,F,3,high,single,7,private,4001.0,86,465,1,1,0
849,2025-03-10 07:48:32,33,F,3,high,married,8,private,2615.0,56,243,2,2,0
850,2025-12-08 10:25:08,40,M,3,college,married,4,private,3193.0,20,216,5,1,1
851,2025-07-31 01:57:40,36,M,4,high,married,2,self_employed,2923.0,20,184,5,2,1
852,2025-11-26 03:03:07,31,M,4,graduate,married,0,private,4591.0,112,361,3,1,1
853,2024-06-15 03:26:43,31,F,2,graduate,married,9,private,3855.0,29,498,3,3,0
854,2024-07-21 02:14:56,44,F,3,college,single,3,private,4955.0,104,319,4,2,1
855,2025-09-04 01:38:34,37,M,4,middle,single,8,private,2727.0,80,304,4,2,0
856,2024-06-19 18:20:47,40,F,4,college,single,4,state,3385.0,75,500,1,1,1
857,2024-02-03 18:42:12,39,M,3,graduate,single,3,self_employed,4531.0,101,135,2,2,0
858,2025-04-25 11:09:35,25,F,3,high,single,2,private,4917.0,107,84,1,3,0
859,2025-07-30 16:53:12,52,M,4,college,married,8,private,2195.0,33,92,3,1,0
860,2025-11-29 18:47:51,39,F,2,high,single,3,private,4069.0,119,319,1,1,0
861,2025-10-31 06:58:33,45,F,2,graduate,single,3,private,2739.0,16,454,5,2,0
862,2024-03-20 18:26:22,51,F,3,college,single,7,self_employed,5005.0,93,154,2,2,0
863,2025-07-09 15:20:20,53,M,2,middle,single,5,state,6983.0,47,376,5,2,0
864,2025-09-01 16:09:39,43,F,1,high,single,8,self_employed,1500.0,76,448,5,3,0
865,2025-05-16 15:04:34,47,F,1,middle,single,1,self_employed,2894.0,101,463,2,1,1
866,2025-08-13 10:53:26,35,M,4,high,single,10,state,3993.0,54,408,4,1,1
867,2025-08-26 17:24:48,46,M,5,graduate,divorced,2,private,3636.0,10,215,1,2,1
868,2024-11-13 23:33:33,30,F,3,high,single,1,self_employed,5059.0,98,348,5,2,0
869,2024-01-22 07:27:02,45,M,2,graduate,single,1,self_employed,3743.0,16,300,4,1,0
870,2024-11-21 00:31:30,21,M,4,middle,married,3,private,3025.0,85,266,4,3,1
871,2024-05-19 07:13:21,52,M,2,college,single,4,state,2548.0,53,369,3,2,1
872,2024-03-16 00:32:21,27,M,5,graduate,married,0,private,2402.0,57,357,1,1,1
873,2024-03-24 04:39:46,42,M,3,college,single,6,private,2807.0,32,414,2,2,1
874,2025-05-16 01:59:31,18,F,2,college,married,6,self_employed,2988.0,61,300,4,1,0
875,2024-12-26 07:22:58,23,M,3,graduate,married,8,private,4164.0,23,347,2,2,1
876,2025-01-21 01:58:26,55,F,2,college,married,0,private,3447.0,28,179,4,3,1
877,2025-06-19 23:41:45,49,M,4,college,single,1,private,2899.0,57,263,5,3,0
878,2025-01-27 05:39:04,26,M,1,middle,married,2,state,2557.0,95,419,5,1,0
879,2025-03-27 21:48:27,22,M,4,high,single,4,self_employed,2847.0,62,397,1,1,0
880,2024-02-24 19:08:55,48,F,4,high,married,6,state,2989.0,106,281,3,1,0
881,2025-09-05 07:49:00,55,F,4,college,single,2,self_employed,2802.0,33,305,1,1,1
882,2024-11-15 14:38:20,24,M,4,college,married,3,private,4608.0,2,165,2,2,1
883,2024-04-15 07:19:53,43,M,2,college,single,5,state,5877.0,37,222,5,1,1
884,2025-08-08 17:30:53,28,M,3,graduate,married,5,private,2412.0,14,349,4,1,1
885,2025-06-12 06:33:41,46,M,4,middle,single,5,private,5387.0,63,102,4,2,0
886,2024-01-31 17:00:51,33,F,3,graduate,single,7,self_employed,4641.0,119,58,4,3,0
887,2024-05-12 22:05:12,22,M,1,middle,married,8,private,3878.0,59,320,1,3,0
888,2024-01-04 11:55:48,30,F,2,high,married,9,unemployed,6213.0,22,374,3,3,1
889,2024-07-08 15:41:35,38,F,2,college,single,10,private,3430.0,71,492,2,3,0
890,2024-03-05 23:39:22,48,M,4,high,single,4,self_employed,4191.0,89,262,1,3,0
891,2025-05-25 05:31:49,18,F,3,college,married,3,private,3802.0,105,105,5,2,1
892,2025-01-08 11:07:51,54,M,4,college,married,3,self_employed,3704.0,58,336,3,1,0
893,2025-12-08 13:11:16,42,F,5,college,married,3,state,4275.0,51,188,2,3,1
894,2025-06-23 01:54:34,51,M,2,high,married,5,private,3701.0,63,120,5,3,1
895,2025-03-14 10:14:38,53,F,4,high,married,6,unemployed,4286.0,26,330,4,2,1
896,2024-12-29 19:10:11,23,M,1,middle,married,0,self_employed,2880.0,14,373,2,2,0
897,2024-02-01 18:50:43,21,M,1,high,single,10,private,2912.0,93,74,5,2,0
