loan_id,app_id,user_id,disburse_dt,principal,term_days,days_since_disburse,dpd_start_day,dpd_max_180d,paid_off_dt,chargeoff_dt,snapshot_dt,mob,dpd,dpd_bucket,is_active
288,626,3086,2025-06-21 23:28:49,4268,180,150,999,0,2025-12-20 23:28:49,,2025-11-18 23:28:49,5,0,M0,1
288,626,3086,2025-06-21 23:28:49,4268,180,180,999,0,2025-12-20 23:28:49,,2025-12-18 23:28:49,6,0,M0,1
289,628,3319,2024-01-25 21:33:46,616,21,0,43,5,2024-02-25 21:33:46,,2024-01-25 21:33:46,0,0,M0,1
289,628,3319,2024-01-25 21:33:46,616,21,30,43,5,2024-02-25 21:33:46,,2024-02-24 21:33:46,1,0,M0,1
289,628,3319,2024-01-25 21:33:46,616,21,60,43,5,2024-02-25 21:33:46,,2024-03-25 21:33:46,2,5,M1,0
289,628,3319,2024-01-25 21:33:46,616,21,90,43,5,2024-02-25 21:33:46,,2024-04-24 21:33:46,3,5,M1,0
289,628,3319,2024-01-25 21:33:46,616,21,120,43,5,2024-02-25 21:33:46,,2024-05-24 21:33:46,4,5,M1,0
289,628,3319,2024-01-25 21:33:46,616,21,150,43,5,2024-02-25 21:33:46,,2024-06-23 21:33:46,5,5,M1,0
289,628,3319,2024-01-25 21:33:46,616,21,180,43,5,2024-02-25 21:33:46,,2024-07-23 21:33:46,6,5,M1,0
290,630,3359,2024-02-09 23:28:38,2840,90,0,999,0,2024-05-23 23:28:38,,2024-02-09 23:28:38,0,0,M0,1
290,630,3359,2024-02-09 23:28:38,2840,90,30,999,0,2024-05-23 23:28:38,,2024-03-10 23:28:38,1,0,M0,1
290,630,3359,2024-02-09 23:28:38,2840,90,60,999,0,2024-05-23 23:28:38,,2024-04-09 23:28:38,2,0,M0,1
290,630,3359,2024-02-09 23:28:38,2840,90,90,999,0,2024-05-23 23:28:38,,2024-05-09 23:28:38,3,0,M0,1
290,630,3359,2024-02-09 23:28:38,2840,90,120,999,0,2024-05-23 23:28:38,,2024-06-08 23:28:38,4,0,M0,0
290,630,3359,2024-02-09 23:28:38,2840,90,150,999,0,2024-05-23 23:28:38,,2024-07-08 23:28:38,5,0,M0,0
290,630,3359,2024-02-09 23:28:38,2840,90,180,999,0,2024-05-23 23:28:38,,2024-08-07 23:28:38,6,0,M0,0
291,632,1676,2024-02-05 08:26:27,2552,60,0,999,0,2024-04-08 08:26:27,,2024-02-05 08:26:27,0,0,M0,1
291,632,1676,2024-02-05 08:26:27,2552,60,30,999,0,2024-04-08 08:26:27,,2024-03-06 08:26:27,1,0,M0,1
291,632,1676,2024-02-05 08:26:27,2552,60,60,999,0,2024-04-08 08:26:27,,2024-04-05 08:26:27,2,0,M0,1
291,632,1676,2024-02-05 08:26:27,2552,60,90,999,0,2024-04-08 08:26:27,,2024-05-05 08:26:27,3,0,M0,0
291,632,1676,2024-02-05 08:26:27,2552,60,120,999,0,2024-04-08 08:26:27,,2024-06-04 08:26:27,4,0,M0,0
291,632,1676,2024-02-05 08:26:27,2552,60,150,999,0,2024-04-08 08:26:27,,2024-07-04 08:26:27,5,0,M0,0
291,632,1676,2024-02-05 08:26:27,2552,60,180,999,0,2024-04-08 08:26:27,,2024-08-03 08:26:27,6,0,M0,0
292,634,1340,2024-02-28 15:42:29,2409,30,0,999,0,2024-04-07 15:42:29,,2024-02-28 15:42:29,0,0,M0,1
292,634,1340,2024-02-28 15:42:29,2409,30,30,999,0,2024-04-07 15:42:29,,2024-03-29 15:42:29,1,0,M0,1
292,634,1340,2024-02-28 15:42:29,2409,30,60,999,0,2024-04-07 15:42:29,,2024-04-28 15:42:29,2,0,M0,0
292,634,1340,2024-02-28 15:42:29,2409,30,90,999,0,2024-04-07 15:42:29,,2024-05-28 15:42:29,3,0,M0,0
292,634,1340,2024-02-28 15:42:29,2409,30,120,999,0,2024-04-07 15:42:29,,2024-06-27 15:42:29,4,0,M0,0
292,634,1340,2024-02-28 15:42:29,2409,30,150,999,0,2024-04-07 15:42:29,,2024-07-27 15:42:29,5,0,M0,0
292,634,1340,2024-02-28 15:42:29,2409,30,180,999,0,2024-04-07 15:42:29,,2024-08-26 15:42:29,6,0,M0,0
293,635,2282,2025-04-23 06:18:00,1407,120,0,999,0,2025-08-23 06:18:00,,2025-04-23 06:18:00,0,0,M0,1
293,635,2282,2025-04-23 06:18:00,1407,120,30,999,0,2025-08-23 06:18:00,,2025-05-23 06:18:00,1,0,M0,1
293,635,2282,2025-04-23 06:18:00,1407,120,60,999,0,2025-08-23 06:18:00,,2025-06-22 06:18:00,2,0,M0,1
293,635,2282,2025-04-23 06:18:00,1407,120,90,999,0,2025-08-23 06:18:00,,2025-07-22 06:18:00,3,0,M0,1
293,635,2282,2025-04-23 06:18:00,1407,120,120,999,0,2025-08-23 06:18:00,,2025-08-21 06:18:00,4,0,M0,1
293,635,2282,2025-04-23 06:18:00,1407,120,150,999,0,2025-08-23 06:18:00,,2025-09-20 06:18:00,5,0,M0,0
293,635,2282,2025-04-23 06:18:00,1407,120,180,999,0,2025-08-23 06:18:00,,2025-10-20 06:18:00,6,0,M0,0
294,636,4598,2024-07-04 10:08:27,3304,90,0,999,0,2024-10-10 10:08:27,,2024-07-04 10:08:27,0,0,M0,1
294,636,4598,2024-07-04 10:08:27,3304,90,30,999,0,2024-10-10 10:08:27,,2024-08-03 10:08:27,1,0,M0,1
294,636,4598,2024-07-04 10:08:27,3304,90,60,999,0,2024-10-10 10:08:27,,2024-09-02 10:08:27,2,0,M0,1
294,636,4598,2024-07-04 10:08:27,3304,90,90,999,0,2024-10-10 10:08:27,,2024-10-02 10:08:27,3,0,M0,1
294,636,4598,2024-07-04 10:08:27,3304,90,120,999,0,2024-10-10 10:08:27,,2024-11-01 10:08:27,4,0,M0,0
294,636,4598,2024-07-04 10:08:27,3304,90,150,999,0,2024-10-10 10:08:27,,2024-12-01 10:08:27,5,0,M0,0
294,636,4598,2024-07-04 10:08:27,3304,90,180,999,0,2024-10-10 10:08:27,,2024-12-31 10:08:27,6,0,M0,0
295,644,1321,2025-08-24 08:25:33,2855,21,0,999,0,2025-09-19 08:25:33,,2025-08-24 08:25:33,0,0,M0,1
295,644,1321,2025-08-24 08:25:33,2855,21,30,999,0,2025-09-19 08:25:33,,2025-09-23 08:25:33,1,0,M0,0
295,644,1321,2025-08-24 08:25:33,2855,21,60,999,0,2025-09-19 08:25:33,,2025-10-23 08:25:33,2,0,M0,0
295,644,1321,2025-08-24 08:25:33,2855,21,90,999,0,2025-09-19 08:25:33,,2025-11-22 08:25:33,3,0,M0,0
295,644,1321,2025-08-24 08:25:33,2855,21,120,999,0,2025-09-19 08:25:33,,2025-12-22 08:25:33,4,0,M0,0
296,646,2707,2025-11-24 17:42:06,1543,180,0,42,15,2026-05-23 17:42:06,,2025-11-24 17:42:06,0,0,M0,1
297,652,2037,2024-05-26 22:51:27,1885,120,0,999,0,2024-09-27 22:51:27,,2024-05-26 22:51:27,0,0,M0,1
297,652,2037,2024-05-26 22:51:27,1885,120,30,999,0,2024-09-27 22:51:27,,2024-06-25 22:51:27,1,0,M0,1
297,652,2037,2024-05-26 22:51:27,1885,120,60,999,0,2024-09-27 22:51:27,,2024-07-25 22:51:27,2,0,M0,1
297,652,2037,2024-05-26 22:51:27,1885,120,90,999,0,2024-09-27 22:51:27,,2024-08-24 22:51:27,3,0,M0,1
297,652,2037,2024-05-26 22:51:27,1885,120,120,999,0,2024-09-27 22:51:27,,2024-09-23 22:51:27,4,0,M0,1
297,652,2037,2024-05-26 22:51:27,1885,120,150,999,0,2024-09-27 22:51:27,,2024-10-23 22:51:27,5,0,M0,0
297,652,2037,2024-05-26 22:51:27,1885,120,180,999,0,2024-09-27 22:51:27,,2024-11-22 22:51:27,6,0,M0,0
298,656,4756,2024-12-10 22:14:20,2281,14,0,57,15,2024-12-28 22:14:20,,2024-12-10 22:14:20,0,0,M0,1
298,656,4756,2024-12-10 22:14:20,2281,14,30,57,15,2024-12-28 22:14:20,,2025-01-09 22:14:20,1,0,M0,0
298,656,4756,2024-12-10 22:14:20,2281,14,60,57,15,2024-12-28 22:14:20,,2025-02-08 22:14:20,2,3,M1,0
298,656,4756,2024-12-10 22:14:20,2281,14,90,57,15,2024-12-28 22:14:20,,2025-03-10 22:14:20,3,15,M1,0
298,656,4756,2024-12-10 22:14:20,2281,14,120,57,15,2024-12-28 22:14:20,,2025-04-09 22:14:20,4,15,M1,0
298,656,4756,2024-12-10 22:14:20,2281,14,150,57,15,2024-12-28 22:14:20,,2025-05-09 22:14:20,5,15,M1,0
298,656,4756,2024-12-10 22:14:20,2281,14,180,57,15,2024-12-28 22:14:20,,2025-06-08 22:14:20,6,15,M1,0
299,664,2879,2024-10-22 11:00:43,3592,14,0,9,25,2024-11-08 11:00:43,,2024-10-22 11:00:43,0,0,M0,1
299,664,2879,2024-10-22 11:00:43,3592,14,30,9,25,2024-11-08 11:00:43,,2024-11-21 11:00:43,1,21,M1,0
299,664,2879,2024-10-22 11:00:43,3592,14,60,9,25,2024-11-08 11:00:43,,2024-12-21 11:00:43,2,25,M1,0
299,664,2879,2024-10-22 11:00:43,3592,14,90,9,25,2024-11-08 11:00:43,,2025-01-20 11:00:43,3,25,M1,0
299,664,2879,2024-10-22 11:00:43,3592,14,120,9,25,2024-11-08 11:00:43,,2025-02-19 11:00:43,4,25,M1,0
299,664,2879,2024-10-22 11:00:43,3592,14,150,9,25,2024-11-08 11:00:43,,2025-03-21 11:00:43,5,25,M1,0
299,664,2879,2024-10-22 11:00:43,3592,14,180,9,25,2024-11-08 11:00:43,,2025-04-20 11:00:43,6,25,M1,0
300,666,901,2025-06-25 07:11:34,2924,180,0,42,15,2026-01-05 07:11:34,,2025-06-25 07:11:34,0,0,M0,1
300,666,901,2025-06-25 07:11:34,2924,180,30,42,15,2026-01-05 07:11:34,,2025-07-25 07:11:34,1,0,M0,1
300,666,901,2025-06-25 07:11:34,2924,180,60,42,15,2026-01-05 07:11:34,,2025-08-24 07:11:34,2,15,M1,1
300,666,901,2025-06-25 07:11:34,2924,180,90,42,15,2026-01-05 07:11:34,,2025-09-23 07:11:34,3,15,M1,1
300,666,901,2025-06-25 07:11:34,2924,180,120,42,15,2026-01-05 07:11:34,,2025-10-23 07:11:34,4,15,M1,1
300,666,901,2025-06-25 07:11:34,2924,180,150,42,15,2026-01-05 07:11:34,,2025-11-22 07:11:34,5,15,M1,1
300,666,901,2025-06-25 07:11:34,2924,180,180,42,15,2026-01-05 07:11:34,,2025-12-22 07:11:34,6,15,M1,1
301,668,3192,2025-09-03 21:19:25,1860,120,0,40,5,2026-01-05 21:19:25,,2025-09-03 21:19:25,0,0,M0,1
301,668,3192,2025-09-03 21:19:25,1860,120,30,40,5,2026-01-05 21:19:25,,2025-10-03 21:19:25,1,0,M0,1
301,668,3192,2025-09-03 21:19:25,1860,120,60,40,5,2026-01-05 21:19:25,,2025-11-02 21:19:25,2,5,M1,1
301,668,3192,2025-09-03 21:19:25,1860,120,90,40,5,2026-01-05 21:19:25,,2025-12-02 21:19:25,3,5,M1,1
302,669,4104,2025-09-11 08:48:15,2583,90,0,80,5,2025-12-11 08:48:15,,2025-09-11 08:48:15,0,0,M0,1
302,669,4104,2025-09-11 08:48:15,2583,90,30,80,5,2025-12-11 08:48:15,,2025-10-11 08:48:15,1,0,M0,1
302,669,4104,2025-09-11 08:48:15,2583,90,60,80,5,2025-12-11 08:48:15,,2025-11-10 08:48:15,2,0,M0,1
302,669,4104,2025-09-11 08:48:15,2583,90,90,80,5,2025-12-11 08:48:15,,2025-12-10 08:48:15,3,5,M1,1
303,672,1085,2024-05-01 12:10:18,4073,30,0,74,5,2024-06-05 12:10:18,,2024-05-01 12:10:18,0,0,M0,1
303,672,1085,2024-05-01 12:10:18,4073,30,30,74,5,2024-06-05 12:10:18,,2024-05-31 12:10:18,1,0,M0,1
303,672,1085,2024-05-01 12:10:18,4073,30,60,74,5,2024-06-05 12:10:18,,2024-06-30 12:10:18,2,0,M0,0
303,672,1085,2024-05-01 12:10:18,4073,30,90,74,5,2024-06-05 12:10:18,,2024-07-30 12:10:18,3,5,M1,0
303,672,1085,2024-05-01 12:10:18,4073,30,120,74,5,2024-06-05 12:10:18,,2024-08-29 12:10:18,4,5,M1,0
303,672,1085,2024-05-01 12:10:18,4073,30,150,74,5,2024-06-05 12:10:18,,2024-09-28 12:10:18,5,5,M1,0
303,672,1085,2024-05-01 12:10:18,4073,30,180,74,5,2024-06-05 12:10:18,,2024-10-28 12:10:18,6,5,M1,0
304,673,3061,2024-09-09 17:28:43,1311,180,0,999,0,2025-03-21 17:28:43,,2024-09-09 17:28:43,0,0,M0,1
304,673,3061,2024-09-09 17:28:43,1311,180,30,999,0,2025-03-21 17:28:43,,2024-10-09 17:28:43,1,0,M0,1
304,673,3061,2024-09-09 17:28:43,1311,180,60,999,0,2025-03-21 17:28:43,,2024-11-08 17:28:43,2,0,M0,1
304,673,3061,2024-09-09 17:28:43,1311,180,90,999,0,2025-03-21 17:28:43,,2024-12-08 17:28:43,3,0,M0,1
304,673,3061,2024-09-09 17:28:43,1311,180,120,999,0,2025-03-21 17:28:43,,2025-01-07 17:28:43,4,0,M0,1
304,673,3061,2024-09-09 17:28:43,1311,180,150,999,0,2025-03-21 17:28:43,,2025-02-06 17:28:43,5,0,M0,1
304,673,3061,2024-09-09 17:28:43,1311,180,180,999,0,2025-03-21 17:28:43,,2025-03-08 17:28:43,6,0,M0,1
305,676,386,2025-02-11 12:02:28,1918,21,0,999,0,2025-03-09 12:02:28,,2025-02-11 12:02:28,0,0,M0,1
305,676,386,2025-02-11 12:02:28,1918,21,30,999,0,2025-03-09 12:02:28,,2025-03-13 12:02:28,1,0,M0,0
305,676,386,2025-02-11 12:02:28,1918,21,60,999,0,2025-03-09 12:02:28,,2025-04-12 12:02:28,2,0,M0,0
305,676,386,2025-02-11 12:02:28,1918,21,90,999,0,2025-03-09 12:02:28,,2025-05-12 12:02:28,3,0,M0,0
305,676,386,2025-02-11 12:02:28,1918,21,120,999,0,2025-03-09 12:02:28,,2025-06-11 12:02:28,4,0,M0,0
305,676,386,2025-02-11 12:02:28,1918,21,150,999,0,2025-03-09 12:02:28,,2025-07-11 12:02:28,5,0,M0,0
305,676,386,2025-02-11 12:02:28,1918,21,180,999,0,2025-03-09 12:02:28,,2025-08-10 12:02:28,6,0,M0,0
306,679,2211,2025-12-20 01:17:27,2819,14,0,61,15,2026-01-13 01:17:27,,2025-12-20 01:17:27,0,0,M0,1
307,684,4051,2024-11-15 13:46:52,3923,14,0,999,0,2024-12-10 13:46:52,,2024-11-15 13:46:52,0,0,M0,1
307,684,4051,2024-11-15 13:46:52,3923,14,30,999,0,2024-12-10 13:46:52,,2024-12-15 13:46:52,1,0,M0,0
307,684,4051,2024-11-15 13:46:52,3923,14,60,999,0,2024-12-10 13:46:52,,2025-01-14 13:46:52,2,0,M0,0
307,684,4051,2024-11-15 13:46:52,3923,14,90,999,0,2024-12-10 13:46:52,,2025-02-13 13:46:52,3,0,M0,0
307,684,4051,2024-11-15 13:46:52,3923,14,120,999,0,2024-12-10 13:46:52,,2025-03-15 13:46:52,4,0,M0,0
307,684,4051,2024-11-15 13:46:52,3923,14,150,999,0,2024-12-10 13:46:52,,2025-04-14 13:46:52,5,0,M0,0
307,684,4051,2024-11-15 13:46:52,3923,14,180,999,0,2024-12-10 13:46:52,,2025-05-14 13:46:52,6,0,M0,0
308,685,2675,2025-04-10 20:52:33,1980,60,0,999,0,2025-06-15 20:52:33,,2025-04-10 20:52:33,0,0,M0,1
308,685,2675,2025-04-10 20:52:33,1980,60,30,999,0,2025-06-15 20:52:33,,2025-05-10 20:52:33,1,0,M0,1
308,685,2675,2025-04-10 20:52:33,1980,60,60,999,0,2025-06-15 20:52:33,,2025-06-09 20:52:33,2,0,M0,1
308,685,2675,2025-04-10 20:52:33,1980,60,90,999,0,2025-06-15 20:52:33,,2025-07-09 20:52:33,3,0,M0,0
308,685,2675,2025-04-10 20:52:33,1980,60,120,999,0,2025-06-15 20:52:33,,2025-08-08 20:52:33,4,0,M0,0
308,685,2675,2025-04-10 20:52:33,1980,60,150,999,0,2025-06-15 20:52:33,,2025-09-07 20:52:33,5,0,M0,0
308,685,2675,2025-04-10 20:52:33,1980,60,180,999,0,2025-06-15 20:52:33,,2025-10-07 20:52:33,6,0,M0,0
309,701,538,2024-08-20 05:33:08,2180,60,0,999,0,2024-11-02 05:33:08,,2024-08-20 05:33:08,0,0,M0,1
309,701,538,2024-08-20 05:33:08,2180,60,30,999,0,2024-11-02 05:33:08,,2024-09-19 05:33:08,1,0,M0,1
309,701,538,2024-08-20 05:33:08,2180,60,60,999,0,2024-11-02 05:33:08,,2024-10-19 05:33:08,2,0,M0,1
309,701,538,2024-08-20 05:33:08,2180,60,90,999,0,2024-11-02 05:33:08,,2024-11-18 05:33:08,3,0,M0,0
309,701,538,2024-08-20 05:33:08,2180,60,120,999,0,2024-11-02 05:33:08,,2024-12-18 05:33:08,4,0,M0,0
309,701,538,2024-08-20 05:33:08,2180,60,150,999,0,2024-11-02 05:33:08,,2025-01-17 05:33:08,5,0,M0,0
309,701,538,2024-08-20 05:33:08,2180,60,180,999,0,2024-11-02 05:33:08,,2025-02-16 05:33:08,6,0,M0,0
310,702,1177,2024-03-16 06:06:29,1485,60,0,999,0,2024-05-21 06:06:29,,2024-03-16 06:06:29,0,0,M0,1
310,702,1177,2024-03-16 06:06:29,1485,60,30,999,0,2024-05-21 06:06:29,,2024-04-15 06:06:29,1,0,M0,1
310,702,1177,2024-03-16 06:06:29,1485,60,60,999,0,2024-05-21 06:06:29,,2024-05-15 06:06:29,2,0,M0,1
310,702,1177,2024-03-16 06:06:29,1485,60,90,999,0,2024-05-21 06:06:29,,2024-06-14 06:06:29,3,0,M0,0
310,702,1177,2024-03-16 06:06:29,1485,60,120,999,0,2024-05-21 06:06:29,,2024-07-14 06:06:29,4,0,M0,0
310,702,1177,2024-03-16 06:06:29,1485,60,150,999,0,2024-05-21 06:06:29,,2024-08-13 06:06:29,5,0,M0,0
310,702,1177,2024-03-16 06:06:29,1485,60,180,999,0,2024-05-21 06:06:29,,2024-09-12 06:06:29,6,0,M0,0
311,704,4076,2025-02-09 06:57:55,4615,30,0,999,0,2025-03-25 06:57:55,,2025-02-09 06:57:55,0,0,M0,1
311,704,4076,2025-02-09 06:57:55,4615,30,30,999,0,2025-03-25 06:57:55,,2025-03-11 06:57:55,1,0,M0,1
311,704,4076,2025-02-09 06:57:55,4615,30,60,999,0,2025-03-25 06:57:55,,2025-04-10 06:57:55,2,0,M0,0
311,704,4076,2025-02-09 06:57:55,4615,30,90,999,0,2025-03-25 06:57:55,,2025-05-10 06:57:55,3,0,M0,0
311,704,4076,2025-02-09 06:57:55,4615,30,120,999,0,2025-03-25 06:57:55,,2025-06-09 06:57:55,4,0,M0,0
311,704,4076,2025-02-09 06:57:55,4615,30,150,999,0,2025-03-25 06:57:55,,2025-07-09 06:57:55,5,0,M0,0
311,704,4076,2025-02-09 06:57:55,4615,30,180,999,0,2025-03-25 06:57:55,,2025-08-08 06:57:55,6,0,M0,0
312,709,2459,2025-10-03 06:09:15,4905,7,0,56,15,2025-10-14 06:09:15,,2025-10-03 06:09:15,0,0,M0,1
312,709,2459,2025-10-03 06:09:15,4905,7,30,56,15,2025-10-14 06:09:15,,2025-11-02 06:09:15,1,0,M0,0
312,709,2459,2025-10-03 06:09:15,4905,7,60,56,15,2025-10-14 06:09:15,,2025-12-02 06:09:15,2,4,M1,0
313,714,3948,2024-09-01 00:39:50,4266,21,0,999,0,2024-09-29 00:39:50,,2024-09-01 00:39:50,0,0,M0,1
313,714,3948,2024-09-01 00:39:50,4266,21,30,999,0,2024-09-29 00:39:50,,2024-10-01 00:39:50,1,0,M0,0
313,714,3948,2024-09-01 00:39:50,4266,21,60,999,0,2024-09-29 00:39:50,,2024-10-31 00:39:50,2,0,M0,0
313,714,3948,2024-09-01 00:39:50,4266,21,90,999,0,2024-09-29 00:39:50,,2024-11-30 00:39:50,3,0,M0,0
313,714,3948,2024-09-01 00:39:50,4266,21,120,999,0,2024-09-29 00:39:50,,2024-12-30 00:39:50,4,0,M0,0
313,714,3948,2024-09-01 00:39:50,4266,21,150,999,0,2024-09-29 00:39:50,,2025-01-29 00:39:50,5,0,M0,0
313,714,3948,2024-09-01 00:39:50,4266,21,180,999,0,2024-09-29 00:39:50,,2025-02-28 00:39:50,6,0,M0,0
314,718,378,2025-09-26 04:04:28,1909,60,0,47,25,2025-11-29 04:04:28,,2025-09-26 04:04:28,0,0,M0,1
314,718,378,2025-09-26 04:04:28,1909,60,30,47,25,2025-11-29 04:04:28,,2025-10-26 04:04:28,1,0,M0,1
314,718,378,2025-09-26 04:04:28,1909,60,60,47,25,2025-11-29 04:04:28,,2025-11-25 04:04:28,2,13,M1,1
315,720,1060,2024-11-17 05:33:09,4962,30,0,999,0,2024-12-24 05:33:09,,2024-11-17 05:33:09,0,0,M0,1
315,720,1060,2024-11-17 05:33:09,4962,30,30,999,0,2024-12-24 05:33:09,,2024-12-17 05:33:09,1,0,M0,1
315,720,1060,2024-11-17 05:33:09,4962,30,60,999,0,2024-12-24 05:33:09,,2025-01-16 05:33:09,2,0,M0,0
315,720,1060,2024-11-17 05:33:09,4962,30,90,999,0,2024-12-24 05:33:09,,2025-02-15 05:33:09,3,0,M0,0
315,720,1060,2024-11-17 05:33:09,4962,30,120,999,0,2024-12-24 05:33:09,,2025-03-17 05:33:09,4,0,M0,0
315,720,1060,2024-11-17 05:33:09,4962,30,150,999,0,2024-12-24 05:33:09,,2025-04-16 05:33:09,5,0,M0,0
315,720,1060,2024-11-17 05:33:09,4962,30,180,999,0,2024-12-24 05:33:09,,2025-05-16 05:33:09,6,0,M0,0
316,721,4862,2024-10-04 11:52:20,741,30,0,999,0,2024-11-06 11:52:20,,2024-10-04 11:52:20,0,0,M0,1
316,721,4862,2024-10-04 11:52:20,741,30,30,999,0,2024-11-06 11:52:20,,2024-11-03 11:52:20,1,0,M0,1
316,721,4862,2024-10-04 11:52:20,741,30,60,999,0,2024-11-06 11:52:20,,2024-12-03 11:52:20,2,0,M0,0
316,721,4862,2024-10-04 11:52:20,741,30,90,999,0,2024-11-06 11:52:20,,2025-01-02 11:52:20,3,0,M0,0
316,721,4862,2024-10-04 11:52:20,741,30,120,999,0,2024-11-06 11:52:20,,2025-02-01 11:52:20,4,0,M0,0
316,721,4862,2024-10-04 11:52:20,741,30,150,999,0,2024-11-06 11:52:20,,2025-03-03 11:52:20,5,0,M0,0
316,721,4862,2024-10-04 11:52:20,741,30,180,999,0,2024-11-06 11:52:20,,2025-04-02 11:52:20,6,0,M0,0
317,722,4745,2025-09-16 00:56:12,675,90,0,999,0,2025-12-23 00:56:12,,2025-09-16 00:56:12,0,0,M0,1
317,722,4745,2025-09-16 00:56:12,675,90,30,999,0,2025-12-23 00:56:12,,2025-10-16 00:56:12,1,0,M0,1
317,722,4745,2025-09-16 00:56:12,675,90,60,999,0,2025-12-23 00:56:12,,2025-11-15 00:56:12,2,0,M0,1
317,722,4745,2025-09-16 00:56:12,675,90,90,999,0,2025-12-23 00:56:12,,2025-12-15 00:56:12,3,0,M0,1
318,728,2409,2024-12-05 20:49:38,3254,120,0,999,0,2025-04-15 20:49:38,,2024-12-05 20:49:38,0,0,M0,1
318,728,2409,2024-12-05 20:49:38,3254,120,30,999,0,2025-04-15 20:49:38,,2025-01-04 20:49:38,1,0,M0,1
318,728,2409,2024-12-05 20:49:38,3254,120,60,999,0,2025-04-15 20:49:38,,2025-02-03 20:49:38,2,0,M0,1
318,728,2409,2024-12-05 20:49:38,3254,120,90,999,0,2025-04-15 20:49:38,,2025-03-05 20:49:38,3,0,M0,1
318,728,2409,2024-12-05 20:49:38,3254,120,120,999,0,2025-04-15 20:49:38,,2025-04-04 20:49:38,4,0,M0,1
318,728,2409,2024-12-05 20:49:38,3254,120,150,999,0,2025-04-15 20:49:38,,2025-05-04 20:49:38,5,0,M0,0
318,728,2409,2024-12-05 20:49:38,3254,120,180,999,0,2025-04-15 20:49:38,,2025-06-03 20:49:38,6,0,M0,0
319,729,3777,2025-06-18 05:53:10,3714,7,0,11,5,2025-06-28 05:53:10,,2025-06-18 05:53:10,0,0,M0,1
319,729,3777,2025-06-18 05:53:10,3714,7,30,11,5,2025-06-28 05:53:10,,2025-07-18 05:53:10,1,5,M1,0
319,729,3777,2025-06-18 05:53:10,3714,7,60,11,5,2025-06-28 05:53:10,,2025-08-17 05:53:10,2,5,M1,0
319,729,3777,2025-06-18 05:53:10,3714,7,90,11,5,2025-06-28 05:53:10,,2025-09-16 05:53:10,3,5,M1,0
319,729,3777,2025-06-18 05:53:10,3714,7,120,11,5,2025-06-28 05:53:10,,2025-10-16 05:53:10,4,5,M1,0
319,729,3777,2025-06-18 05:53:10,3714,7,150,11,5,2025-06-28 05:53:10,,2025-11-15 05:53:10,5,5,M1,0
319,729,3777,2025-06-18 05:53:10,3714,7,180,11,5,2025-06-28 05:53:10,,2025-12-15 05:53:10,6,5,M1,0
320,731,4096,2024-09-28 08:24:19,3603,21,0,999,0,2024-10-25 08:24:19,,2024-09-28 08:24:19,0,0,M0,1
320,731,4096,2024-09-28 08:24:19,3603,21,30,999,0,2024-10-25 08:24:19,,2024-10-28 08:24:19,1,0,M0,0
320,731,4096,2024-09-28 08:24:19,3603,21,60,999,0,2024-10-25 08:24:19,,2024-11-27 08:24:19,2,0,M0,0
320,731,4096,2024-09-28 08:24:19,3603,21,90,999,0,2024-10-25 08:24:19,,2024-12-27 08:24:19,3,0,M0,0
320,731,4096,2024-09-28 08:24:19,3603,21,120,999,0,2024-10-25 08:24:19,,2025-01-26 08:24:19,4,0,M0,0
320,731,4096,2024-09-28 08:24:19,3603,21,150,999,0,2024-10-25 08:24:19,,2025-02-25 08:24:19,5,0,M0,0
320,731,4096,2024-09-28 08:24:19,3603,21,180,999,0,2024-10-25 08:24:19,,2025-03-27 08:24:19,6,0,M0,0
321,732,4750,2024-07-16 21:50:28,4723,14,0,999,0,2024-08-04 21:50:28,,2024-07-16 21:50:28,0,0,M0,1
321,732,4750,2024-07-16 21:50:28,4723,14,30,999,0,2024-08-04 21:50:28,,2024-08-15 21:50:28,1,0,M0,0
321,732,4750,2024-07-16 21:50:28,4723,14,60,999,0,2024-08-04 21:50:28,,2024-09-14 21:50:28,2,0,M0,0
321,732,4750,2024-07-16 21:50:28,4723,14,90,999,0,2024-08-04 21:50:28,,2024-10-14 21:50:28,3,0,M0,0
321,732,4750,2024-07-16 21:50:28,4723,14,120,999,0,2024-08-04 21:50:28,,2024-11-13 21:50:28,4,0,M0,0
321,732,4750,2024-07-16 21:50:28,4723,14,150,999,0,2024-08-04 21:50:28,,2024-12-13 21:50:28,5,0,M0,0
321,732,4750,2024-07-16 21:50:28,4723,14,180,999,0,2024-08-04 21:50:28,,2025-01-12 21:50:28,6,0,M0,0
322,735,3785,2025-08-29 09:52:38,2938,14,0,999,0,2025-09-12 09:52:38,,2025-08-29 09:52:38,0,0,M0,1
322,735,3785,2025-08-29 09:52:38,2938,14,30,999,0,2025-09-12 09:52:38,,2025-09-28 09:52:38,1,0,M0,0
322,735,3785,2025-08-29 09:52:38,2938,14,60,999,0,2025-09-12 09:52:38,,2025-10-28 09:52:38,2,0,M0,0
322,735,3785,2025-08-29 09:52:38,2938,14,90,999,0,2025-09-12 09:52:38,,2025-11-27 09:52:38,3,0,M0,0
323,742,3084,2025-04-15 22:23:46,4298,7,0,999,0,2025-04-23 22:23:46,,2025-04-15 22:23:46,0,0,M0,1
323,742,3084,2025-04-15 22:23:46,4298,7,30,999,0,2025-04-23 22:23:46,,2025-05-15 22:23:46,1,0,M0,0
