channel,product_type,requested_amount,requested_term,login_7d,login_30d,night_ratio,device_change_90d,app_install_cnt,sms_cnt_7d,age,gender,city_tier,education,marital_status,residence_years,company_type,monthly_income,phone_age_months,contact_count,emergency_contact_count,device_count,has_credit_card,bureau_score,delinq_12m,credit_utilization,open_accounts,inquiry_3m,device_cnt,brand_nunique,emulator_any,emulator_rate,rooted_any,rooted_rate,device_risk_score_mean,device_risk_score_max,ip_risk_level_mean,ip_risk_level_max,geo_consistent_rate,android_share,apply_hour,apply_dayofweek,y_dpd30_ever,score
web,installment,3025,60,3,24,0.08,0,54,38,24,M,2,graduate,married,3,private,3904.0,60,253,1,1,1,656.0,0,0.37,6,0,1,1,0,0.0,0,0.0,34.0,34.0,5.0,5.0,1.0,0.0,22,2,0,982.4200826805611
app,installment,4245,90,10,0,0.06,0,66,7,28,M,4,high,married,3,state,3665.0,113,140,4,1,1,686.0,2,0.07,6,0,1,1,0,0.0,0,0.0,57.0,57.0,1.0,1.0,1.0,1.0,22,5,0,691.0237462575772
web,installment,1403,180,9,18,0.2,0,71,24,49,M,5,graduate,married,1,self_employed,3870.0,2,88,5,2,0,705.0,1,0.41,2,0,2,2,0,0.0,0,0.0,37.0,46.0,1.0,1.0,1.0,0.5,14,3,0,611.7749862601785
web,installment,3084,180,4,7,0.07,1,31,2,27,M,3,college,divorced,2,private,6363.0,36,379,1,2,0,643.0,0,0.19,7,4,2,2,0,0.0,0,0.0,67.0,73.0,2.5,3.0,1.0,1.0,7,5,0,819.0557173575958
app,installment,1702,180,0,20,0.24,0,41,23,31,M,3,college,married,9,private,7524.0,56,488,1,1,0,573.0,1,0.35,2,0,1,1,0,0.0,0,0.0,37.0,37.0,1.0,1.0,1.0,1.0,6,4,0,880.7349230351135
web,short_term,2266,21,3,30,0.2,0,49,30,23,F,2,graduate,married,1,private,3808.0,25,407,2,2,1,833.0,0,0.1,6,0,2,2,0,0.0,0,0.0,45.5,48.0,1.5,2.0,1.0,1.0,15,4,0,954.840692040051
app,short_term,3767,30,6,19,0.12,0,48,7,19,F,3,college,married,0,self_employed,5902.0,116,261,3,2,0,599.0,0,0.21,9,0,2,2,0,0.0,0,0.0,29.0,42.0,2.5,3.0,1.0,1.0,4,3,0,1217.9185303054346
app,installment,3198,180,4,5,0.39,0,72,28,55,F,4,college,married,9,unemployed,2412.0,70,194,5,3,1,670.0,1,0.61,8,0,3,3,0,0.0,0,0.0,25.666666666666668,34.0,1.6666666666666667,3.0,1.0,1.0,19,5,0,924.3400213004585
app,short_term,1461,30,9,26,0.44,0,65,8,34,F,1,graduate,married,3,private,4416.0,22,300,4,3,1,574.0,0,0.11,10,0,3,3,0,0.0,1,0.3333333333333333,43.333333333333336,61.0,2.0,4.0,0.6666666666666666,0.6666666666666666,9,3,0,937.354614843101
app,installment,3754,60,7,10,0.13,0,91,21,43,F,2,graduate,married,7,unemployed,5588.0,78,207,1,1,1,639.0,1,0.09,6,0,1,1,0,0.0,0,0.0,50.0,50.0,1.0,1.0,1.0,1.0,13,2,0,1064.737091412192
app,installment,2856,90,5,31,0.37,0,77,29,54,M,2,high,single,3,self_employed,3763.0,2,216,2,1,1,428.0,0,0.46,0,0,1,1,0,0.0,0,0.0,21.0,21.0,1.0,1.0,1.0,1.0,13,0,0,686.3334568473501
app,short_term,1219,7,3,12,0.31,0,83,30,30,F,1,graduate,single,9,private,2671.0,13,453,4,1,1,379.0,0,0.22,5,1,1,1,0,0.0,0,0.0,61.0,61.0,3.0,3.0,1.0,1.0,1,3,1,306.5762285222888
web,installment,3328,60,6,17,0.3,1,17,37,37,M,4,high,single,0,private,2186.0,37,383,1,1,0,542.0,0,0.6,9,3,1,1,0,0.0,0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,20,2,0,428.52199619336574
app,short_term,2158,21,6,15,0.42,0,58,9,53,M,3,high,single,8,unemployed,4276.0,17,426,3,3,0,508.0,1,0.47,7,0,3,3,0,0.0,0,0.0,39.666666666666664,57.0,3.6666666666666665,5.0,1.0,1.0,18,1,0,665.1543093758356
app,short_term,1855,14,7,17,0.03,0,45,31,22,M,2,college,married,2,private,4345.0,37,105,4,3,0,624.0,0,0.64,3,0,3,3,0,0.0,1,0.3333333333333333,60.0,78.0,2.6666666666666665,3.0,1.0,1.0,21,2,0,1048.3534163435452
partner,short_term,1692,7,8,26,0.22,1,59,29,42,M,3,college,single,10,state,2838.0,54,169,4,3,0,450.0,1,0.21,8,0,3,3,0,0.0,0,0.0,33.0,54.0,2.0,2.0,1.0,1.0,8,5,0,856.399405177526
web,installment,1202,60,2,2,0.45,1,67,41,27,F,4,high,married,4,self_employed,3077.0,77,377,3,1,1,732.0,0,0.33,9,0,1,1,0,0.0,0,0.0,47.0,47.0,2.0,2.0,1.0,0.0,10,6,0,852.6605674634211
app,short_term,2643,14,8,17,0.35,0,72,12,43,M,1,high,single,6,private,4415.0,31,378,3,1,0,771.0,0,0.26,1,0,1,1,0,0.0,0,0.0,51.0,51.0,3.0,3.0,1.0,1.0,6,2,0,977.8951767373197
web,short_term,4423,30,1,17,0.07,0,91,15,50,F,3,graduate,married,5,private,4661.0,100,88,5,3,0,604.0,0,0.49,9,1,3,3,0,0.0,0,0.0,36.666666666666664,74.0,2.3333333333333335,4.0,0.6666666666666666,0.6666666666666666,20,5,0,792.8364603368085
app,short_term,4587,30,5,43,0.38,0,32,49,20,M,4,college,married,0,private,4364.0,65,159,1,2,0,606.0,1,0.53,2,0,2,2,0,0.0,0,0.0,37.0,45.0,1.0,1.0,1.0,1.0,12,1,0,600.1998999065495
app,installment,1754,180,10,16,0.32,0,74,11,40,M,1,high,married,7,private,2887.0,68,437,5,2,1,504.0,1,0.74,3,0,2,2,0,0.0,0,0.0,13.0,19.0,2.5,3.0,1.0,1.0,10,1,0,712.9223840610472
app,installment,1469,90,4,26,0.07,0,54,39,23,F,5,high,married,4,self_employed,3716.0,19,296,4,3,1,645.0,0,0.09,10,0,3,3,0,0.0,0,0.0,36.333333333333336,61.0,1.6666666666666667,2.0,1.0,0.6666666666666666,15,2,0,1037.39404094584
web,short_term,3063,30,9,17,0.39,1,75,30,36,F,2,college,married,3,private,5322.0,56,473,1,3,0,535.0,0,0.29,7,2,3,3,0,0.0,0,0.0,33.0,61.0,2.0,4.0,1.0,0.3333333333333333,7,4,0,942.7098001020718
web,installment,4743,180,2,34,0.43,1,54,14,36,M,5,high,single,10,private,5259.0,84,54,3,2,0,513.0,0,0.26,2,2,2,2,0,0.0,0,0.0,73.0,86.0,2.5,3.0,1.0,0.5,16,2,0,791.1855366009192
web,short_term,3342,7,10,13,0.65,0,91,55,45,M,4,college,married,4,self_employed,2571.0,112,481,2,1,1,695.0,0,0.01,3,0,1,1,0,0.0,0,0.0,64.0,64.0,3.0,3.0,1.0,1.0,13,3,0,634.6115958784806
app,installment,4401,60,2,17,0.29,0,69,22,33,M,3,high,single,10,self_employed,2482.0,19,445,3,1,0,645.0,0,0.55,6,0,1,1,0,0.0,0,0.0,14.0,14.0,2.0,2.0,1.0,1.0,0,5,0,778.69022539353
web,short_term,3738,14,5,17,0.23,0,59,22,35,M,5,college,married,8,state,3239.0,52,191,4,3,1,594.0,0,0.56,0,0,3,3,0,0.0,0,0.0,41.0,55.0,2.3333333333333335,3.0,1.0,0.6666666666666666,14,1,0,623.9692135265715
app,short_term,2745,21,3,32,0.47,0,34,30,51,F,2,high,single,0,state,7169.0,11,368,1,1,0,637.0,1,0.43,5,0,1,1,0,0.0,0,0.0,15.0,15.0,1.0,1.0,1.0,1.0,12,4,0,959.1132629141839
app,installment,2490,180,8,26,0.13,0,72,40,38,M,3,high,divorced,2,private,4973.0,117,457,1,2,0,607.0,0,0.49,1,1,2,2,0,0.0,0,0.0,14.0,21.0,1.5,2.0,1.0,1.0,23,1,0,1283.502508306263
app,short_term,4784,21,6,16,0.39,0,61,27,44,F,2,middle,single,5,self_employed,5171.0,8,113,2,3,1,564.0,0,0.19,1,3,3,3,0,0.0,0,0.0,29.666666666666668,56.0,1.6666666666666667,3.0,1.0,0.6666666666666666,14,5,0,929.7071251273417
partner,short_term,3958,30,0,18,0.28,0,72,32,30,F,2,college,married,10,private,2718.0,82,227,1,1,0,668.0,1,0.36,0,0,1,1,0,0.0,0,0.0,24.0,24.0,3.0,3.0,1.0,1.0,9,1,0,794.8470105922174
web,short_term,4828,21,3,19,0.39,0,76,27,48,F,1,high,married,8,self_employed,2777.0,102,478,3,3,1,604.0,0,0.12,7,0,3,3,1,0.3333333333333333,0,0.0,30.666666666666668,47.0,2.3333333333333335,5.0,1.0,0.6666666666666666,23,4,0,639.320845952546
app,installment,1573,60,6,17,0.17,0,91,34,34,F,3,high,single,1,private,2263.0,114,481,4,3,1,635.0,1,0.29,2,0,3,3,0,0.0,0,0.0,39.666666666666664,60.0,3.3333333333333335,5.0,0.6666666666666666,0.6666666666666666,15,6,0,618.7017156045348
web,short_term,4983,30,3,30,0.39,1,71,32,23,F,2,high,divorced,1,private,3305.0,71,419,2,1,1,542.0,0,0.22,6,0,1,1,0,0.0,0,0.0,10.0,10.0,4.0,4.0,1.0,1.0,14,1,0,756.2452987955637
web,installment,4062,120,0,28,0.28,0,74,43,30,M,5,college,married,1,self_employed,2022.0,59,499,4,3,0,623.0,0,0.33,5,2,3,3,0,0.0,0,0.0,45.333333333333336,56.0,1.6666666666666667,2.0,1.0,0.6666666666666666,2,5,0,802.6297524053505
app,installment,3078,60,3,32,0.13,0,52,20,35,M,3,high,single,3,self_employed,2780.0,54,89,1,1,0,596.0,1,0.07,1,4,1,1,0,0.0,0,0.0,30.0,30.0,1.0,1.0,1.0,1.0,17,0,0,482.01940134621145
app,short_term,2067,14,3,41,0.25,0,93,0,37,F,1,high,married,8,private,4685.0,42,350,4,2,0,524.0,0,0.33,10,2,2,2,0,0.0,1,0.5,74.0,87.0,2.0,3.0,1.0,1.0,9,1,0,861.4894243949356
app,short_term,2217,14,0,17,0.11,0,82,35,28,F,3,college,married,0,self_employed,10675.0,63,253,3,3,0,569.0,0,0.31,4,1,3,3,0,0.0,0,0.0,48.333333333333336,69.0,1.3333333333333333,2.0,1.0,0.6666666666666666,7,6,0,896.2724837209623
app,installment,2426,90,4,15,0.18,0,90,23,53,M,3,college,married,1,private,2119.0,40,421,3,1,1,727.0,1,0.48,6,0,1,1,0,0.0,0,0.0,72.0,72.0,1.0,1.0,1.0,1.0,15,6,0,614.7806514190816
app,short_term,4707,7,7,21,0.18,1,32,48,54,M,4,high,single,7,private,4418.0,19,252,1,3,0,673.0,1,0.29,8,2,3,2,0,0.0,0,0.0,29.333333333333332,34.0,2.0,4.0,1.0,0.6666666666666666,17,6,0,776.0463106966218
web,short_term,2549,21,4,27,0.19,0,14,17,29,F,4,college,single,2,state,4392.0,21,63,3,1,0,538.0,0,0.26,7,2,1,1,0,0.0,0,0.0,32.0,32.0,1.0,1.0,1.0,1.0,18,2,0,898.71048054864
web,installment,1951,90,3,18,0.43,0,28,0,25,F,5,graduate,single,1,self_employed,4224.0,43,93,5,3,1,705.0,0,0.11,5,0,3,2,0,0.0,0,0.0,50.0,78.0,2.3333333333333335,4.0,1.0,0.6666666666666666,5,2,0,1026.5676006252747
app,installment,2075,120,7,0,0.28,0,79,41,55,F,4,high,married,5,state,5139.0,22,463,1,1,0,576.0,0,0.14,3,0,1,1,0,0.0,0,0.0,46.0,46.0,2.0,2.0,1.0,0.0,14,5,0,908.0420697290565
web,installment,1749,90,5,45,0.28,0,74,65,40,F,5,high,married,8,private,2923.0,16,133,1,1,0,623.0,0,0.42,3,1,1,1,0,0.0,0,0.0,35.0,35.0,1.0,1.0,1.0,1.0,5,3,0,876.7082017018489
app,short_term,4179,30,10,5,0.5,0,64,45,37,F,2,college,married,2,self_employed,6725.0,37,458,1,3,1,655.0,0,0.49,7,1,3,2,0,0.0,0,0.0,29.0,49.0,2.6666666666666665,3.0,1.0,0.6666666666666666,2,1,0,927.1827442139459
app,installment,3453,120,4,13,0.29,0,63,23,47,F,1,middle,single,1,self_employed,2894.0,101,463,2,1,1,587.0,2,0.46,8,2,1,1,0,0.0,0,0.0,50.0,50.0,2.0,2.0,1.0,1.0,21,4,0,825.4051017083768
app,short_term,2493,14,6,12,0.02,0,56,48,50,F,3,college,married,0,unemployed,4308.0,93,311,5,3,0,621.0,0,0.1,3,3,3,2,0,0.0,0,0.0,50.333333333333336,67.0,1.6666666666666667,2.0,0.6666666666666666,0.6666666666666666,2,1,0,934.6427635473283
app,short_term,2573,30,4,8,0.15,0,50,41,22,F,4,middle,single,0,self_employed,5752.0,66,179,1,1,1,577.0,0,0.31,9,0,1,1,0,0.0,0,0.0,41.0,41.0,2.0,2.0,1.0,0.0,7,6,0,988.2928109580931
app,short_term,2467,21,0,29,0.31,0,51,46,43,M,2,college,single,5,state,5877.0,37,222,5,1,1,749.0,0,0.49,9,1,1,1,0,0.0,0,0.0,45.0,45.0,2.0,2.0,1.0,1.0,5,2,0,1272.2740577764125
web,installment,4471,90,8,9,0.38,0,94,30,28,F,5,high,single,1,state,3349.0,18,461,3,3,0,698.0,0,0.27,7,0,3,2,0,0.0,0,0.0,41.0,55.0,2.0,3.0,1.0,1.0,14,0,0,652.6676212827133
web,short_term,4665,30,3,36,0.24,0,44,23,46,F,4,graduate,single,4,unemployed,3169.0,27,225,5,2,1,623.0,0,0.51,6,1,2,2,0,0.0,0,0.0,57.0,65.0,2.0,3.0,1.0,1.0,12,4,0,769.9383276760989
app,short_term,1884,7,6,32,0.26,0,71,43,31,M,3,graduate,single,8,private,2670.0,63,163,5,2,1,617.0,0,0.26,10,5,2,2,0,0.0,0,0.0,32.0,49.0,1.5,2.0,1.0,1.0,22,5,0,909.1467999477427
app,short_term,4056,21,4,27,0.09,0,83,38,52,M,1,graduate,married,5,state,3141.0,95,210,2,2,1,807.0,1,0.33,1,4,2,2,0,0.0,0,0.0,53.5,69.0,1.0,1.0,0.5,0.5,4,4,0,702.5019482091466
partner,short_term,1159,30,5,0,0.28,0,65,59,31,M,4,high,divorced,5,private,5829.0,98,433,5,3,1,610.0,0,0.22,0,6,3,2,0,0.0,0,0.0,31.0,61.0,3.0,4.0,1.0,1.0,7,2,0,937.5950877205487
web,short_term,1216,30,5,30,0.31,0,62,32,40,M,3,college,single,2,state,4598.0,11,140,3,1,0,633.0,1,0.25,5,2,1,1,0,0.0,0,0.0,17.0,17.0,4.0,4.0,1.0,0.0,22,0,0,752.6464176170657
partner,installment,702,120,7,16,0.42,0,99,34,27,M,1,college,divorced,6,private,3990.0,69,366,5,1,1,830.0,1,0.55,6,0,1,1,0,0.0,0,0.0,21.0,21.0,3.0,3.0,1.0,0.0,6,0,0,1021.6241401359329
app,installment,4633,90,0,20,0.4,0,67,24,35,F,3,college,married,9,unemployed,3955.0,21,104,1,1,0,616.0,0,0.37,4,0,1,1,0,0.0,0,0.0,50.0,50.0,2.0,2.0,1.0,1.0,21,2,0,1074.8359959797476
app,installment,2624,180,3,21,0.14,0,78,26,21,F,5,middle,single,6,private,3311.0,100,54,1,1,0,474.0,1,0.16,6,1,1,1,0,0.0,0,0.0,6.0,6.0,2.0,2.0,1.0,1.0,1,1,0,685.5613549604423
app,short_term,3064,14,5,34,0.23,0,53,15,30,F,1,middle,single,8,private,3293.0,35,381,3,2,1,488.0,0,0.65,0,0,2,1,0,0.0,0,0.0,37.0,46.0,1.5,2.0,1.0,1.0,4,5,0,1101.1818491601387
web,installment,2756,180,4,35,0.29,0,45,28,32,M,3,college,single,7,self_employed,5292.0,74,300,1,1,1,765.0,1,0.21,4,0,1,1,0,0.0,0,0.0,46.0,46.0,1.0,1.0,1.0,1.0,4,2,0,1334.7131275761703
web,installment,3004,180,7,30,0.16,0,67,31,55,F,3,high,single,3,self_employed,2310.0,57,493,4,3,0,570.0,0,0.21,9,2,3,3,0,0.0,1,0.3333333333333333,44.666666666666664,68.0,2.3333333333333335,3.0,0.6666666666666666,0.6666666666666666,6,2,0,709.7835743969171
app,short_term,4522,21,7,3,0.51,0,111,0,53,F,4,middle,single,2,private,3885.0,34,107,3,3,0,720.0,0,0.22,7,0,3,3,0,0.0,0,0.0,44.0,57.0,1.0,1.0,1.0,1.0,2,5,0,1077.731229373856
app,short_term,3561,14,4,32,0.22,0,60,32,31,M,2,college,single,1,unemployed,4211.0,101,162,4,1,1,578.0,0,0.19,8,1,1,1,0,0.0,0,0.0,17.0,17.0,2.0,2.0,1.0,1.0,3,1,0,1375.4543093572606
web,short_term,2236,7,4,23,0.15,0,53,64,29,F,1,college,single,8,self_employed,2647.0,22,63,3,2,0,792.0,1,0.35,3,0,2,1,0,0.0,0,0.0,21.5,32.0,2.0,2.0,1.0,1.0,6,0,0,865.7639583251078
app,installment,3912,60,4,15,0.01,0,92,5,50,F,3,college,single,7,private,7469.0,4,280,1,2,0,657.0,1,0.1,8,0,2,1,0,0.0,0,0.0,45.5,59.0,4.0,5.0,1.0,1.0,3,1,0,981.5931755868764
web,short_term,1772,21,5,9,0.25,0,64,55,47,F,4,college,married,5,self_employed,5044.0,10,458,3,2,0,667.0,0,0.45,1,0,2,2,0,0.0,0,0.0,45.5,72.0,1.5,2.0,1.0,1.0,17,5,0,1289.3059843645196
app,short_term,4825,7,5,25,0.27,1,98,0,41,M,4,high,single,10,private,4873.0,59,206,2,2,0,675.0,0,0.57,5,0,2,2,0,0.0,0,0.0,17.0,26.0,1.5,2.0,1.0,1.0,5,4,0,872.6730722848889
app,short_term,3060,30,5,13,0.29,0,61,31,47,F,2,middle,married,3,private,4448.0,10,173,4,2,1,509.0,0,0.57,2,1,2,2,0,0.0,0,0.0,28.5,37.0,2.5,3.0,1.0,0.5,10,6,0,621.7193322710099
app,short_term,2030,21,5,35,0.32,0,58,43,23,F,4,high,married,9,self_employed,4716.0,74,203,1,2,0,613.0,0,0.53,0,0,2,2,0,0.0,0,0.0,51.5,76.0,2.0,3.0,1.0,0.5,17,0,0,1032.1947381631971
app,short_term,4766,21,5,15,0.19,0,78,26,43,F,3,high,married,4,state,4390.0,117,447,3,3,0,654.0,0,0.38,0,0,3,3,0,0.0,0,0.0,54.333333333333336,66.0,2.0,3.0,1.0,0.3333333333333333,5,3,0,1016.5562987746355
app,installment,4090,90,3,29,0.4,1,79,56,48,M,4,high,married,1,self_employed,2252.0,94,66,5,2,0,629.0,0,0.23,4,0,2,2,0,0.0,0,0.0,16.0,17.0,3.0,3.0,1.0,1.0,12,0,0,561.4205090256646
app,short_term,1228,7,7,21,0.23,0,36,15,21,M,1,high,married,10,self_employed,4322.0,41,258,1,2,0,517.0,0,0.24,9,0,2,2,0,0.0,0,0.0,21.0,32.0,1.5,2.0,1.0,0.0,3,3,0,1066.7110855487606
app,short_term,2047,30,4,20,0.16,0,108,17,18,M,5,high,married,3,state,3669.0,11,97,1,3,1,521.0,3,0.1,7,0,3,2,0,0.0,1,0.3333333333333333,48.333333333333336,57.0,2.3333333333333335,5.0,1.0,1.0,0,1,1,357.9859780934351
app,short_term,2636,14,6,23,0.21,0,62,17,36,M,5,middle,single,10,private,2380.0,103,254,2,3,0,698.0,0,0.08,9,4,3,3,0,0.0,0,0.0,47.0,71.0,2.0,3.0,1.0,1.0,10,5,0,788.4443442357647
app,short_term,2317,14,3,29,0.05,0,45,50,40,F,3,graduate,single,4,self_employed,3267.0,76,383,2,1,1,693.0,1,0.39,10,0,1,1,0,0.0,0,0.0,22.0,22.0,1.0,1.0,1.0,1.0,7,0,0,1122.6263396510685
app,short_term,1985,14,7,15,0.32,0,77,25,29,F,3,college,married,10,private,5405.0,56,185,1,2,1,456.0,1,0.21,0,1,2,2,0,0.0,0,0.0,46.0,47.0,1.5,2.0,0.5,0.5,16,4,0,833.2989295004968
app,short_term,2502,21,5,19,0.02,0,98,48,25,M,4,graduate,divorced,6,unemployed,6587.0,44,135,2,1,1,581.0,2,0.07,5,0,1,1,0,0.0,0,0.0,58.0,58.0,3.0,3.0,1.0,1.0,21,1,0,784.5889231606325
app,installment,3104,60,3,12,0.37,0,58,33,43,F,3,high,single,3,state,9012.0,46,98,4,2,1,617.0,0,0.6,6,0,2,2,0,0.0,0,0.0,38.5,62.0,3.5,4.0,1.0,0.0,3,0,0,832.8869565394367
partner,short_term,4594,14,4,24,0.35,1,86,40,45,M,1,high,married,5,private,3397.0,81,267,2,2,0,591.0,0,0.12,0,2,2,2,1,0.5,0,0.0,46.5,51.0,1.5,2.0,1.0,1.0,18,2,0,780.4531726657368
app,short_term,2836,7,6,5,0.11,0,59,26,55,F,4,college,single,8,private,4079.0,104,484,2,1,0,634.0,0,0.26,3,1,1,1,0,0.0,0,0.0,53.0,53.0,4.0,4.0,1.0,0.0,14,3,0,979.1804208661938
app,installment,2255,120,7,9,0.34,0,88,17,52,F,2,college,single,9,private,6519.0,96,202,3,1,0,616.0,1,0.15,6,1,1,1,0,0.0,0,0.0,34.0,34.0,3.0,3.0,1.0,1.0,19,6,0,829.6311239464475
app,short_term,1685,7,3,9,0.37,0,63,39,30,M,4,middle,single,6,private,4208.0,2,59,5,1,1,605.0,0,0.17,7,0,1,1,0,0.0,0,0.0,48.0,48.0,2.0,2.0,1.0,1.0,0,4,0,1205.8425407734173
app,short_term,1082,7,1,29,0.47,0,104,11,47,F,2,middle,married,3,private,4448.0,10,173,4,2,1,509.0,0,0.57,2,1,2,2,0,0.0,0,0.0,28.5,37.0,2.5,3.0,1.0,0.5,13,0,0,590.1123704093411
app,short_term,2965,7,4,25,0.19,0,75,24,28,F,4,high,divorced,9,unemployed,2288.0,63,103,4,3,0,733.0,3,0.19,6,0,3,3,0,0.0,0,0.0,51.333333333333336,70.0,1.0,1.0,1.0,1.0,17,1,0,569.8135310541292
app,short_term,2260,7,2,24,0.18,1,50,42,49,F,2,college,single,2,unemployed,5271.0,116,329,2,2,1,665.0,0,0.43,0,1,2,2,0,0.0,0,0.0,38.0,48.0,3.0,4.0,1.0,0.0,21,5,0,1227.1419526647328
app,installment,1354,120,6,15,0.13,0,61,2,53,F,4,graduate,married,6,private,4569.0,65,186,3,3,0,760.0,0,0.33,5,2,3,3,0,0.0,0,0.0,45.0,67.0,1.0,1.0,1.0,0.6666666666666666,14,1,0,888.5507908747867
app,short_term,4106,21,3,16,0.1,0,73,41,55,M,3,college,married,1,private,5728.0,54,464,4,3,0,614.0,0,0.14,3,0,3,3,0,0.0,0,0.0,35.666666666666664,52.0,2.0,3.0,1.0,1.0,12,1,0,1151.8945352016917
app,short_term,2826,14,10,32,0.16,0,50,33,22,M,5,graduate,single,9,self_employed,4764.0,83,139,5,1,0,652.0,1,0.42,4,0,1,1,0,0.0,0,0.0,13.0,13.0,1.0,1.0,1.0,1.0,10,2,0,754.1204032925042
app,short_term,4574,7,6,24,0.2,0,14,23,21,M,3,graduate,single,3,state,4678.0,29,263,2,3,0,533.0,0,0.09,7,2,3,2,0,0.0,0,0.0,51.0,92.0,2.6666666666666665,4.0,0.6666666666666666,1.0,4,1,0,1025.102519622923
web,installment,1669,90,10,12,0.49,0,39,25,33,M,1,high,married,4,private,2840.0,113,94,3,1,1,705.0,0,0.24,3,1,1,1,0,0.0,0,0.0,18.0,18.0,4.0,4.0,1.0,1.0,10,4,0,842.0089194168987
app,installment,1019,60,5,15,0.43,0,53,47,53,M,2,high,single,5,private,2246.0,84,463,5,2,0,603.0,0,0.32,9,1,2,2,0,0.0,0,0.0,66.5,81.0,2.5,3.0,1.0,1.0,16,3,0,707.6093470740108
app,short_term,3473,14,1,8,0.39,0,65,42,49,M,2,high,married,4,state,2210.0,22,286,4,2,1,575.0,1,0.51,6,0,2,2,0,0.0,0,0.0,17.5,35.0,1.0,1.0,1.0,1.0,16,5,0,678.2696957038766
web,installment,4743,180,3,19,0.19,0,68,9,46,M,3,college,married,9,self_employed,4226.0,85,442,2,2,0,649.0,0,0.52,8,1,2,2,0,0.0,0,0.0,55.0,86.0,1.0,1.0,0.5,0.5,14,6,0,1036.3420625457172
web,short_term,4858,30,9,8,0.36,0,44,34,49,F,5,graduate,married,3,self_employed,4456.0,33,399,5,1,0,409.0,0,0.2,8,0,1,1,0,0.0,0,0.0,34.0,34.0,4.0,4.0,1.0,1.0,7,0,0,782.4153782444513
partner,short_term,3615,7,8,29,0.55,0,46,15,49,F,3,college,married,10,private,3507.0,16,56,5,3,0,633.0,0,0.52,10,0,3,3,0,0.0,0,0.0,33.0,40.0,3.0,4.0,1.0,1.0,18,2,0,1062.4464254728366
partner,installment,4900,60,0,13,0.21,0,39,31,45,M,4,college,single,8,self_employed,3280.0,120,197,1,1,0,562.0,0,0.31,8,0,1,1,0,0.0,0,0.0,73.0,73.0,2.0,2.0,1.0,1.0,18,6,0,1002.6797916741488
web,installment,3769,60,2,0,0.61,0,29,8,51,M,5,middle,single,1,state,3504.0,47,324,5,1,0,689.0,1,0.32,8,0,1,1,0,0.0,0,0.0,22.0,22.0,3.0,3.0,1.0,1.0,0,4,0,693.3659472640054
app,short_term,4482,14,0,30,0.11,0,41,40,55,M,2,high,married,4,state,3822.0,48,132,1,1,0,619.0,0,0.58,9,0,1,1,0,0.0,0,0.0,28.0,28.0,1.0,1.0,1.0,1.0,21,4,0,839.1173296273195
partner,short_term,3672,21,5,27,0.03,0,71,28,54,M,2,college,married,3,private,4463.0,2,211,5,1,0,652.0,0,0.55,7,2,1,1,0,0.0,0,0.0,27.0,27.0,1.0,1.0,1.0,0.0,16,2,0,770.8601389484558
web,short_term,1804,7,3,46,0.34,0,48,37,53,F,3,high,single,6,unemployed,3358.0,42,64,5,1,1,538.0,0,0.53,4,0,1,1,0,0.0,0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,10,5,0,993.1645604791827
app,short_term,1371,14,8,8,0.33,0,23,36,36,M,1,middle,married,4,private,3868.0,73,456,5,3,0,536.0,0,0.54,9,0,3,3,0,0.0,0,0.0,47.666666666666664,50.0,1.6666666666666667,2.0,1.0,1.0,10,5,0,935.8813509885217
web,short_term,4645,7,0,9,0.22,0,70,44,19,F,5,high,single,8,private,3039.0,109,199,5,1,1,593.0,0,0.13,4,1,1,1,0,0.0,0,0.0,13.0,13.0,1.0,1.0,1.0,1.0,7,6,0,849.6328386680617
web,short_term,1434,21,9,7,0.16,1,10,13,47,M,4,college,single,5,private,2853.0,32,132,4,2,1,684.0,0,0.13,3,2,2,2,0,0.0,0,0.0,53.0,71.0,2.0,2.0,1.0,0.5,0,5,0,930.5553596883451
app,short_term,919,7,6,15,0.19,0,41,32,52,M,2,graduate,married,0,private,3830.0,91,343,4,3,0,478.0,2,0.16,9,1,3,2,0,0.0,0,0.0,35.0,69.0,1.6666666666666667,3.0,1.0,1.0,3,0,0,975.5235946007137
app,short_term,2996,14,0,25,0.18,0,51,32,37,M,3,graduate,married,3,self_employed,3088.0,14,316,1,3,0,635.0,0,0.23,9,0,3,3,0,0.0,0,0.0,36.0,61.0,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,1,2,0,705.5854990487683
partner,installment,4417,180,1,6,0.49,0,93,27,53,M,4,high,single,8,private,4525.0,101,438,1,1,0,658.0,0,0.3,10,0,1,1,0,0.0,0,0.0,73.0,73.0,2.0,2.0,1.0,1.0,14,4,0,930.9858376165495
web,short_term,3693,21,11,14,0.36,0,82,37,27,F,4,college,single,1,self_employed,4875.0,13,67,2,1,1,463.0,0,0.3,5,0,1,1,0,0.0,0,0.0,76.0,76.0,2.0,2.0,1.0,0.0,9,1,0,536.1848516005603
app,short_term,577,14,7,12,0.31,0,86,34,33,F,4,high,married,2,private,2474.0,52,193,4,2,0,697.0,0,0.35,2,1,2,2,0,0.0,0,0.0,35.0,70.0,2.0,2.0,1.0,1.0,7,6,0,722.1629903411654
