bin,count,bad,good,woe,bad_rate,iv_component,feature,iv,bin_type
"(54.0, 59.0]",234,7,227,-0.5173973889292253,0.029914529914529916,0.03483206584858321,device_risk_score_max,0.14085128163929608,numeric_binned
"(59.0, 64.0]",202,4,198,-0.14293290342699458,0.019801980198019802,0.0019036915085254744,device_risk_score_max,0.14085128163929608,numeric_binned
"(64.0, 71.0]",222,3,219,0.20894465724189237,0.013513513513513514,0.003776413625550941,device_risk_score_max,0.14085128163929608,numeric_binned
"(71.0, inf]",232,2,230,0.5943155237845826,0.008620689655172414,0.02680331292371517,device_risk_score_max,0.14085128163929608,numeric_binned
"(-inf, 1.0]",685,14,671,-0.11631531949754197,0.020437956204379562,0.004208975554120416,ip_risk_level_mean,0.2704436657953113,numeric_binned
"(1.0, 1.333]",131,3,128,-0.34851475019439904,0.022900763358778626,0.008157825207348342,ip_risk_level_mean,0.2704436657953113,numeric_binned
"(1.333, 1.5]",217,1,216,1.0204447533000747,0.004608294930875576,0.06172861967791319,ip_risk_level_mean,0.2704436657953113,numeric_binned
"(1.5, 1.667]",159,0,159,1.8135104167505391,0.0,0.10575929775591059,ip_risk_level_mean,0.2704436657953113,numeric_binned
"(1.667, 2.0]",483,6,477,0.34508129698488804,0.012422360248447204,0.02100824072106558,ip_risk_level_mean,0.2704436657953113,numeric_binned
"(2.0, 2.5]",230,8,222,-0.6868197479242815,0.034782608695652174,0.06591944768765703,ip_risk_level_mean,0.2704436657953113,numeric_binned
"(2.5, 3.0]",293,6,287,-0.16226000269849183,0.020477815699658702,0.0035902579134754076,ip_risk_level_mean,0.2704436657953113,numeric_binned
"(3.0, inf]",127,2,125,-0.035665659336622094,0.015748031496062992,7.100127782073092e-05,ip_risk_level_mean,0.2704436657953113,numeric_binned
1.0,685,14,671,-0.15034535468254176,0.020437956204379562,0.0071601310671055626,ip_risk_level_max,0.10779040347413674,numeric_as_categorical
2.0,685,9,676,0.2799299277850423,0.013138686131386862,0.020213262287891966,ip_risk_level_max,0.10779040347413674,numeric_as_categorical
3.0,542,9,533,0.04245655091600765,0.016605166051660517,0.0004116006350455763,ip_risk_level_max,0.10779040347413674,numeric_as_categorical
4.0,283,3,280,0.3981000352480778,0.01060070671378092,0.016031492258398967,ip_risk_level_max,0.10779040347413674,numeric_as_categorical
5.0,130,5,125,-0.858153054885892,0.038461538461538464,0.06397391722569466,ip_risk_level_max,0.10779040347413674,numeric_as_categorical
0.0,78,0,78,1.070535084129003,0.0,0.024142957731433896,geo_consistent_rate,0.057157394748975264,numeric_as_categorical
0.3333333333333333,14,0,14,-0.6184148912328312,0.0,0.0033554623478014114,geo_consistent_rate,0.057157394748975264,numeric_as_categorical
0.5,105,2,103,-0.2624298403880365,0.01904761904761905,0.0035631746891644682,geo_consistent_rate,0.057157394748975264,numeric_as_categorical
0.6666666666666666,188,5,183,-0.4782441459631056,0.026595744680851064,0.023526352972739858,geo_consistent_rate,0.057157394748975264,numeric_as_categorical
1.0,1940,33,1907,0.05629260310828618,0.017010309278350514,0.0025694470078356287,geo_consistent_rate,0.057157394748975264,numeric_as_categorical
0.0,211,6,205,-0.5320668641846075,0.02843601895734597,0.03357613846889172,android_share,0.08551516051517691,numeric_as_categorical
0.3333333333333333,89,3,86,-0.7783292757768395,0.033707865168539325,0.03466580020946283,android_share,0.08551516051517691,numeric_as_categorical
0.5,246,4,242,0.0012135923819584576,0.016260162601626018,1.5603887906890771e-07,android_share,0.08551516051517691,numeric_as_categorical
0.6666666666666666,310,4,306,0.23542963738068684,0.012903225806451613,0.00661715444955553,android_share,0.08551516051517691,numeric_as_categorical
1.0,1469,23,1446,0.1341909820467711,0.015656909462219197,0.010655911348387753,android_share,0.08551516051517691,numeric_as_categorical
"(-inf, 2.0]",311,8,303,-0.35432915977468327,0.02572347266881029,0.01996862295382312,apply_hour,0.29523031051928067,numeric_binned
"(12.0, 14.0]",223,6,217,-0.41924793315081804,0.026905829596412557,0.02073863502412707,apply_hour,0.29523031051928067,numeric_binned
"(14.0, 16.0]",182,6,176,-0.6281259073062055,0.03296703296703297,0.0423169734252628,apply_hour,0.29523031051928067,numeric_binned
"(16.0, 19.0]",273,3,270,0.41786452301320254,0.01098901098901099,0.01685853230885385,apply_hour,0.29523031051928067,numeric_binned
"(19.0, 21.0]",200,3,197,0.10333100906784295,0.015,0.0008748792373769339,apply_hour,0.29523031051928067,numeric_binned
"(2.0, 4.0]",185,0,185,1.9865574558294694,0.0,0.13884696822524747,apply_hour,0.29523031051928067,numeric_binned
"(21.0, inf]",197,2,195,0.4296250407732998,0.01015228426395939,0.012809538454885624,apply_hour,0.29523031051928067,numeric_binned
"(4.0, 7.0]",274,3,271,0.42155456410065645,0.010948905109489052,0.017191490108035015,apply_hour,0.29523031051928067,numeric_binned
"(7.0, 9.0]",185,5,180,-0.4386619212434551,0.02702702702702703,0.019038480764302305,apply_hour,0.29523031051928067,numeric_binned
"(9.0, 12.0]",295,4,291,0.24131800223630753,0.013559322033898305,0.006586190017366474,apply_hour,0.29523031051928067,numeric_binned
0,333,5,328,0.12689782368718144,0.015015015015015015,0.0021708441632376746,apply_dayofweek,0.19817540693299726,numeric_as_categorical
1,333,4,329,0.3306080351672295,0.012012012012012012,0.013400369382140795,apply_dayofweek,0.19817540693299726,numeric_as_categorical
2,329,8,321,-0.329959541817655,0.0243161094224924,0.01812047559252655,apply_dayofweek,0.19817540693299726,numeric_as_categorical
3,318,7,311,-0.23639460431381534,0.0220125786163522,0.008580753871184729,apply_dayofweek,0.19817540693299726,numeric_as_categorical
4,312,5,307,0.06083607300908885,0.016025641025641024,0.0004824731316821548,apply_dayofweek,0.19817540693299726,numeric_as_categorical
5,382,2,380,1.062304523428527,0.005235602094240838,0.11557326001313577,apply_dayofweek,0.19817540693299726,numeric_as_categorical
6,318,9,309,-0.4792246284809028,0.02830188679245283,0.03984723077908958,apply_dayofweek,0.19817540693299726,numeric_as_categorical
